M,noise_percent,readout,ridge_solve_seconds,digit_cell_accuracy,coincidence_recall,coincidence_accuracy,coincidence_correlation,feedback_overlap_fraction,feedback_target_probability,feedback_top1_accuracy
1600,50.0,regression,0.3914468288421631,0.11111111111111088,1.0,0.35000000000000064,0.19245008972987446,0.3169333333333333,0.0016593057476704063,0.01
1600,50.0,attention,0.3914468288421631,0.11333333333333334,0.455185185185185,0.6505895061728393,0.08161070240701235,0.2626,0.0011276967590079605,0.0
1600,75.0,regression,0.3914468288421631,0.11111111111111088,1.0,0.35000000000000064,0.19245008972987446,0.31746666666666656,0.00043493283033922166,0.0
1600,75.0,attention,0.3914468288421631,0.11666666666666665,0.4715432098765431,0.6374197530864197,0.08039482986718774,0.25393333333333334,0.00029040472507888476,0.0
1600,100.0,regression,0.3914468288421631,0.11111111111111088,1.0,0.35000000000000064,0.19245008972987449,0.3183333333333334,0.0007070911524122439,0.0
1600,100.0,attention,0.3914468288421631,0.11851851851851855,0.653641975308642,0.5408240740740742,0.11178786987214646,0.2808,0.00020464043900236145,0.0
2000,0.0,regression,0.34386420249938965,0.21839506172839512,0.20620370370370378,0.8317438271604941,0.1036750788685835,0.2334,0.004621045017028254,0.02
2000,0.0,attention,0.34386420249938965,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2000,2.0,regression,0.34386420249938965,0.1190123456790122,0.6979320987654323,0.5408611111111111,0.13737953902506628,0.29500000000000004,0.0010970234727084782,0.0
2000,2.0,attention,0.34386420249938965,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2000,5.0,regression,0.34386420249938965,0.11111111111111088,0.9992592592592593,0.3504074074074081,0.19217824126500088,0.3152666666666666,0.0003487313362130006,0.0
2000,5.0,attention,0.34386420249938965,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2000,10.0,regression,0.34386420249938965,0.11111111111111088,1.0,0.35000000000000064,0.19245008972987449,0.32633333333333325,0.0006018131891903127,0.0
2000,10.0,attention,0.34386420249938965,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2000,15.0,regression,0.34386420249938965,0.11111111111111088,1.0,0.35000000000000064,0.19245008972987443,0.3166666666666666,0.00019561145273408587,0.0
2000,15.0,attention,0.34386420249938965,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2000,20.0,regression,0.34386420249938965,0.11111111111111088,1.0,0.35000000000000064,0.19245008972987446,0.31926666666666664,0.00044326044852643687,0.0
2000,20.0,attention,0.34386420249938965,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2000,30.0,regression,0.34386420249938965,0.11111111111111088,1.0,0.35000000000000064,0.19245008972987443,0.3202,0.00039386580099752197,0.0
2000,30.0,attention,0.34386420249938965,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2000,50.0,regression,0.34386420249938965,0.11111111111111088,1.0,0.35000000000000064,0.19245008972987449,0.3195333333333333,0.00042365493813491283,0.0
2000,50.0,attention,0.34386420249938965,0.10740740740740738,0.4514197530864197,0.6545185185185186,0.0821943294601705,0.26126666666666676,0.0003861586348476479,0.0
2000,75.0,regression,0.34386420249938965,0.11111111111111088,1.0,0.35000000000000064,0.19245008972987446,0.32539999999999986,0.00036680347226416583,0.0
2000,75.0,attention,0.34386420249938965,0.11271604938271602,0.49521604938271596,0.6238796296296296,0.08361643826627946,0.2642000000000001,0.000270155703825358,0.0
2000,100.0,regression,0.34386420249938965,0.11111111111111088,1.0,0.35000000000000064,0.19245008972987449,0.32219999999999993,0.0013577003525760266,0.01
2000,100.0,attention,0.34386420249938965,0.11271604938271597,0.682283950617284,0.5222623456790124,0.11557218048975793,0.28473333333333334,0.0004194658390267961,0.0
