M,noise_percent,readout,ridge_solve_seconds,digit_cell_accuracy,coincidence_recall,coincidence_accuracy,coincidence_correlation,feedback_overlap_fraction,feedback_target_probability,feedback_top1_accuracy
700,75.0,regression,0.028467655181884766,0.11111111111111088,1.0,0.35000000000000064,0.19245008972987446,0.3232,0.0014036240453489282,0.0
700,75.0,attention,0.028467655181884766,0.11111111111111112,0.3680246913580246,0.6967253086419753,0.0676719408074562,0.23659999999999998,0.00037866898151950725,0.0
700,100.0,regression,0.028467655181884766,0.11111111111111088,1.0,0.35000000000000064,0.19245008972987446,0.31660000000000005,0.0011053037758158753,0.0
700,100.0,attention,0.028467655181884766,0.1096296296296296,0.5289197530864199,0.603432098765432,0.08725001911508143,0.26133333333333336,0.000648501395880845,0.0
1000,0.0,regression,0.08530783653259277,0.999753086419753,0.9995061728395062,0.9999104938271606,0.9995018018517178,0.9983333333333334,1.0,1.0
1000,0.0,attention,0.08530783653259277,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000,2.0,regression,0.08530783653259277,0.12481481481481482,0.4346913580246914,0.6643179012345678,0.07996211196995301,0.2575333333333332,0.001058855257007265,0.0
1000,2.0,attention,0.08530783653259277,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000,5.0,regression,0.08530783653259277,0.12172839506172833,0.48632716049382724,0.634327160493827,0.08559515933540034,0.2625333333333334,0.000886315991608327,0.0
1000,5.0,attention,0.08530783653259277,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000,10.0,regression,0.08530783653259277,0.11148148148148142,0.5241975308641973,0.6104567901234571,0.08873241983656178,0.26339999999999997,0.0006071347270974724,0.0
1000,10.0,attention,0.08530783653259277,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000,15.0,regression,0.08530783653259277,0.10950617283950616,0.566543209876543,0.5887808641975306,0.0960114793969629,0.26973333333333316,0.0004789697100343503,0.0
1000,15.0,attention,0.08530783653259277,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000,20.0,regression,0.08530783653259277,0.11703703703703704,0.6091666666666665,0.5652253086419754,0.1026372537354027,0.27140000000000003,0.0006379406381192846,0.0
1000,20.0,attention,0.08530783653259277,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000,30.0,regression,0.08530783653259277,0.11271604938271604,0.6567592592592593,0.5407438271604937,0.11201538332033309,0.2895333333333333,0.0011284849095702498,0.0
1000,30.0,attention,0.08530783653259277,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1000,50.0,regression,0.08530783653259277,0.11185185185185176,0.7791358024691358,0.46922222222222215,0.13293044548882865,0.2950000000000001,0.0004399309410044451,0.0
1000,50.0,attention,0.08530783653259277,0.11703703703703708,0.4028395061728395,0.6792067901234566,0.0745652287277822,0.2480000000000001,0.0011995534579698306,0.0
1000,75.0,regression,0.08530783653259277,0.11086419753086404,0.9013580246913584,0.4039969135802472,0.1628434400837494,0.3118,0.0009916201902805029,0.0
1000,75.0,attention,0.08530783653259277,0.10765432098765436,0.41944444444444434,0.6701111111111112,0.07677038372805263,0.2501999999999999,0.00029302975408648395,0.0
1000,100.0,regression,0.08530783653259277,0.11111111111111088,1.0,0.35000000000000064,0.19245008972987446,0.31873333333333337,0.0007325238049737209,0.0
1000,100.0,attention,0.08530783653259277,0.11037037037037037,0.5625617283950618,0.5875987654320988,0.09440162111022252,0.2668000000000001,0.00043012412231871797,0.0
1300,0.0,regression,0.08759689331054688,0.3420987654320989,0.27669753086419757,0.8620092592592598,0.21016821820265516,0.2723333333333334,0.07034948495852893,0.15
1300,0.0,attention,0.08759689331054688,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1300,2.0,regression,0.08759689331054688,0.1280246913580246,0.5840123456790121,0.6130987654320988,0.12607370456370767,0.27780000000000005,0.005249185832081898,0.01
1300,2.0,attention,0.08759689331054688,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1300,5.0,regression,0.08759689331054688,0.11148148148148124,0.9613888888888888,0.37175000000000047,0.1802502246574424,0.3164666666666667,0.0010992679835095558,0.0
1300,5.0,attention,0.08759689331054688,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1300,10.0,regression,0.08759689331054688,0.11111111111111088,1.0,0.35000000000000064,0.19245008972987446,0.31666666666666676,0.0005112498897944916,0.0
