clue_fraction,target,coinc_acc,coinc_sens,coinc_spec,unk_acc_initial_guess,unk_acc_dynamics_coinc,unk_acc_numpy_conflict_mask,exact_initial,exact_dynamics,exact_numpy
0.23,128,0.7919753086419753,0.19135802469135801,0.8587105624142661,0.1774193548387097,0.11290322580645161,0.08064516129032258,0,0,0
0.23,41,0.9561728395061728,0.8827160493827161,0.9643347050754458,0.532258064516129,1.0,1.0,0,1,1
0.23,11,0.7685185185185185,0.21604938271604937,0.8299039780521262,0.0967741935483871,0.11290322580645161,0.0967741935483871,0,0,0
0.23,91,0.8092592592592592,0.33024691358024694,0.862482853223594,0.1935483870967742,0.12903225806451613,0.12903225806451613,0,0,0
0.23,85,0.7762345679012346,0.20987654320987653,0.8391632373113854,0.11290322580645161,0.14516129032258066,0.12903225806451613,0,0,0
0.23,29,0.8339506172839506,0.4351851851851852,0.8782578875171467,0.1935483870967742,0.3225806451612903,0.1774193548387097,0,0,0
0.23,9,0.7790123456790123,0.18518518518518517,0.8449931412894376,0.11290322580645161,0.0967741935483871,0.11290322580645161,0,0,0
0.23,189,0.7685185185185185,0.3055555555555556,0.8199588477366255,0.14516129032258066,0.08064516129032258,0.08064516129032258,0,0,0
0.23,107,0.8114197530864198,0.30864197530864196,0.8672839506172839,0.14516129032258066,0.0967741935483871,0.12903225806451613,0,0,0
0.23,144,0.8697530864197531,0.5617283950617284,0.9039780521262003,0.27419354838709675,0.25806451612903225,1.0,0,0,1
0.23,25,0.8237654320987654,0.39814814814814814,0.8710562414266118,0.11290322580645161,0.11290322580645161,0.14516129032258066,0,0,0
0.23,37,0.7669753086419753,0.24074074074074073,0.8254458161865569,0.0967741935483871,0.11290322580645161,0.06451612903225806,0,0,0
0.23,170,0.8824074074074074,0.6080246913580247,0.9128943758573388,0.25806451612903225,1.0,1.0,0,1,1
0.23,138,0.7833333333333333,0.2654320987654321,0.840877914951989,0.08064516129032258,0.08064516129032258,0.1774193548387097,0,0,0
0.23,57,0.8450617283950618,0.38271604938271603,0.8964334705075446,0.24193548387096775,0.14516129032258066,0.43548387096774194,0,0,0
0.23,95,0.8376543209876544,0.49382716049382713,0.8758573388203018,0.22580645161290322,0.06451612903225806,0.22580645161290322,0,0,0
0.23,157,0.8009259259259259,0.1697530864197531,0.8710562414266118,0.11290322580645161,0.11290322580645161,0.0967741935483871,0,0,0
0.23,69,0.9805555555555555,0.9074074074074074,0.9886831275720165,0.9193548387096774,1.0,1.0,0,1,1
0.23,88,0.8157407407407408,0.4228395061728395,0.8593964334705075,0.16129032258064516,0.0967741935483871,0.08064516129032258,0,0,0
0.23,124,0.7925925925925926,0.33641975308641975,0.843278463648834,0.20967741935483872,0.1774193548387097,0.3709677419354839,0,0,0
0.23,185,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1
0.23,158,0.9101851851851852,0.6820987654320988,0.9355281207133059,0.2903225806451613,1.0,1.0,0,1,1
0.25,15,0.8805555555555555,0.5370370370370371,0.918724279835391,0.4098360655737705,1.0,1.0,0,1,1
0.25,146,0.9817901234567902,1.0,0.9797668038408779,0.8688524590163934,1.0,1.0,0,1,1
0.25,97,0.8188271604938272,0.44135802469135804,0.8607681755829903,0.11475409836065574,0.7868852459016393,0.16393442622950818,0,0,0
0.25,47,0.8802469135802469,0.5802469135802469,0.9135802469135802,0.2459016393442623,0.26229508196721313,0.4918032786885246,0,0,0
0.25,17,0.9070987654320988,0.6790123456790124,0.9324417009602195,0.4426229508196721,1.0,1.0,0,1,1
0.25,5,0.7694444444444445,0.26851851851851855,0.8251028806584362,0.11475409836065574,0.04918032786885246,0.04918032786885246,0,0,0
0.25,137,0.9018518518518519,0.7067901234567902,0.9235253772290809,0.22950819672131148,1.0,1.0,0,1,1
0.25,25,0.8679012345679012,0.5864197530864198,0.8991769547325102,0.16393442622950818,0.3114754098360656,0.08196721311475409,0,0,0
0.25,150,0.7978395061728395,0.29012345679012347,0.8542524005486969,0.16393442622950818,0.08196721311475409,0.16393442622950818,0,0,0
0.25,160,0.7824074074074074,0.23148148148148148,0.8436213991769548,0.13114754098360656,0.09836065573770492,0.13114754098360656,0,0,0
0.25,197,0.8407407407407408,0.4537037037037037,0.8837448559670782,0.16393442622950818,1.0,1.0,0,1,1
0.25,70,0.9354938271604938,0.7314814814814815,0.958161865569273,0.6557377049180327,1.0,1.0,0,1,1
