sigma,target,initial_overlap,cleaned_overlap,iters,cell_acc,exact,recon_corr_initial,recon_corr_cleaned,recon_mse_cleaned
0.4,193,0.43333333333333335,1.0,2,1.0,1,0.7544717965553456,0.9999999999997483,1.0465855e-13
0.4,198,0.5333333333333333,1.0,2,1.0,1,0.6826935455944264,0.9999999999994229,1.1775444e-13
0.4,104,0.54,1.0,2,1.0,1,0.795245648419986,0.9999999999998244,1.6054484e-13
0.4,164,0.4533333333333333,1.0,2,1.0,1,0.43889540764230817,0.999999999998828,1.2541572e-13
0.4,172,0.3933333333333333,1.0,2,1.0,1,0.6850828762333873,0.9999999999995836,1.3871148e-13
0.4,109,0.26666666666666666,0.24666666666666667,4,0.09876543209876543,0,0.5795011362439978,0.18975206891843335,0.072965376
0.4,185,0.47333333333333333,1.0,2,1.0,1,0.7786952313430355,0.9999999999995909,1.4680947e-13
0.4,102,0.42,1.0,3,1.0,1,0.7516517410200202,0.9999999999998674,1.313553e-13
0.4,66,0.32,0.16666666666666666,3,0.09876543209876543,0,0.6641090867994306,0.1928011679379726,0.12400137
0.4,95,0.3333333333333333,0.20666666666666667,8,0.06172839506172839,0,0.7083134189735982,0.4890643490886295,0.073903374
0.4,138,0.43333333333333335,1.0,2,1.0,1,0.7090183980022128,0.9999999999996116,8.7888233e-14
0.4,101,0.4266666666666667,1.0,2,1.0,1,0.599689829193947,0.9999999999996589,7.694079e-14
0.4,2,0.4266666666666667,1.0,3,1.0,1,0.7837100246045139,0.999999999999697,1.4427833e-13
0.4,103,0.4066666666666667,1.0,3,1.0,1,0.6045916048161383,0.9999999999995699,1.3389897e-13
0.4,142,0.4533333333333333,1.0,2,1.0,1,0.6385713449107796,0.9999999999997814,1.7332502e-13
0.4,186,0.5466666666666666,1.0,2,1.0,1,0.768458057306969,0.9999999999997016,1.5404118e-13
0.4,141,0.4666666666666667,1.0,2,1.0,1,0.8360222576774817,0.9999999999997898,1.0391191e-13
0.4,12,0.44,1.0,2,1.0,1,0.796916845113207,0.9999999999997279,1.1239684e-13
0.4,73,0.36,0.22666666666666666,2,0.16049382716049382,0,0.6270249466432677,0.258935582571811,0.14357756
0.4,147,0.37333333333333335,0.15333333333333332,5,0.06172839506172839,0,0.6362561640009124,0.33472732229810703,0.100838445
0.4,84,0.38666666666666666,0.28,5,0.08641975308641975,0,0.5546484715095166,0.03469471809450441,0.17306012
0.4,186,0.48,1.0,2,1.0,1,0.7816615329927016,0.9999999999997016,1.5404118e-13
0.4,59,0.4666666666666667,1.0,2,1.0,1,0.832149021153454,0.9999999999995207,2.1012723e-13
0.4,26,0.3933333333333333,0.25333333333333335,2,0.13580246913580246,0,0.49748827804579543,0.0411201193548958,0.10952388
0.4,86,0.49333333333333335,1.0,2,1.0,1,0.7863164715378409,0.9999999999996984,9.6564995e-14
0.4,149,0.47333333333333333,1.0,2,1.0,1,0.6874253496960341,0.9999999999998174,1.0159429e-13
0.4,167,0.44,1.0,2,1.0,1,0.5845320804337053,0.9999999999995375,1.13448686e-13
0.4,102,0.4866666666666667,1.0,2,1.0,1,0.7398117091128121,0.9999999999998674,1.313553e-13
0.4,133,0.46,1.0,2,1.0,1,0.6552935289866043,0.99999999999941,5.667647e-14
0.4,126,0.44,1.0,2,1.0,1,0.6813543193388185,0.9999999999995511,1.0888758e-13
0.4,177,0.37333333333333335,0.22,4,0.1728395061728395,0,0.7664982579645497,0.33304125026172265,0.1194659
0.4,28,0.38666666666666666,0.22666666666666666,3,0.09876543209876543,0,0.5431238732067791,0.2339079725649662,0.074265696
0.4,144,0.5,1.0,2,1.0,1,0.7162519153817473,0.9999999999996532,1.3539643e-13
0.4,197,0.4866666666666667,1.0,2,1.0,1,0.7610495369340103,0.9999999999994842,7.9066555e-14
0.4,108,0.5333333333333333,1.0,2,1.0,1,0.7336257954168959,0.9999999999994066,1.6091676e-13
0.4,33,0.6,1.0,2,1.0,1,0.744948418034216,0.9999999999995361,7.860984e-14
0.5,92,0.30666666666666664,0.16,7,0.08641975308641975,0,0.5789509127877265,0.26395903109142926,0.109486505
0.5,156,0.43333333333333335,1.0,2,1.0,1,0.549204710598921,0.9999999999995716,1.186311e-13
0.5,147,0.2866666666666667,0.26,3,0.14814814814814814,0,0.6838354631956058,0.591560060203931,0.08543252
0.5,43,0.4533333333333333,1.0,2,1.0,1,0.4506604483278086,0.9999999999995451,1.1262278e-13
0.5,113,0.36666666666666664,1.0,3,1.0,1,0.6623580586754734,0.999999999999749,1.4736523e-13
0.5,108,0.35333333333333333,0.24666666666666667,8,0.08641975308641975,0,0.5831731021005213,0.2204757488080206,0.15700784
0.5,56,0.43333333333333335,1.0,2,1.0,1,0.6142638350213729,0.9999999999993835,1.714059e-13
0.5,50,0.31333333333333335,0.18,11,0.037037037037037035,0,0.5717197754879945,0.20929362468465446,0.18044324
0.5,27,0.34,0.19333333333333333,3,0.06172839506172839,0,0.3660696343123906,0.08965830441422049,0.17773494
0.5,103,0.32666666666666666,0.24,3,0.1111111111111111,0,0.7060626013674689,0.2169373946085349,0.12511894
0.5,48,0.2866666666666667,0.28,9,0.13580246913580246,0,0.6725182394988576,0.3697292525458423,0.14479029
0.5,131,0.35333333333333333,0.26,3,0.09876543209876543,0,0.604505710223634,0.7197066531600406,0.02790345
0.5,92,0.38,0.2,4,0.12345679012345678,0,0.7165642809388933,0.38219405140578777,0.11852723
0.5,155,0.31333333333333335,0.20666666666666667,2,0.08641975308641975,0,0.7578265177538157,0.3972698072399484,0.11936182
0.5,155,0.28,0.22,3,0.13580246913580246,0,0.7886747017303711,0.2820422725211849,0.14309752
0.5,93,0.38,1.0,2,1.0,1,0.7157523853817861,0.9999999999995731,8.414748e-14
0.5,40,0.4066666666666667,1.0,2,1.0,1,0.4950513861433038,0.9999999999996495,7.778937e-14
0.5,83,0.4266666666666667,1.0,2,1.0,1,0.7441869122083645,0.9999999999997398,8.6093316e-14
0.5,170,0.3933333333333333,1.0,3,1.0,1,0.684484665343985,0.9999999999997601,1.9131804e-13
0.5,76,0.3466666666666667,0.24,5,0.18518518518518517,0,0.8024956742698811,0.24692025920105656,0.14152195
0.5,154,0.4266666666666667,1.0,2,1.0,1,0.645969230004775,0.9999999999995212,8.21304e-14
0.5,14,0.34,0.14,2,0.09876543209876543,0,0.6671665371158123,0.36022937277609607,0.09816043
0.5,197,0.3933333333333333,1.0,3,1.0,1,0.6051972332011719,0.9999999999994842,7.9066555e-14
0.5,38,0.46,1.0,2,1.0,1,0.7420361261968398,0.9999999999997571,1.00103194e-13
0.5,128,0.44,1.0,2,1.0,1,0.8310203093327962,0.9999999999998124,1.3841212e-13
0.5,59,0.44666666666666666,1.0,2,1.0,1,0.7654508897983415,0.9999999999995207,2.1012723e-13
0.5,29,0.42,1.0,2,1.0,1,0.49984277120630816,0.999999999999396,1.2859017e-13
0.5,48,0.4,1.0,2,1.0,1,0.7219400099919142,0.999999999999648,1.7473575e-13
0.5,138,0.32,0.22,2,0.16049382716049382,0,0.7468038590365492,0.3113050951407932,0.090150855
0.5,167,0.4066666666666667,1.0,3,1.0,1,0.5760534146981551,0.9999999999995375,1.13448686e-13
0.5,88,0.41333333333333333,1.0,3,1.0,1,0.6042246985049761,0.9999999999997368,1.2301824e-13
0.5,18,0.5266666666666666,1.0,2,1.0,1,0.6257962390384898,0.9999999999997524,1.5230544e-13
0.5,187,0.38,0.17333333333333334,9,0.04938271604938271,0,0.7205781368503302,0.5763530463902297,0.102049544
0.5,42,0.30666666666666664,0.22666666666666666,3,0.07407407407407407,0,0.6281263882774902,0.3611782439360799,0.08775608
0.5,23,0.38666666666666666,1.0,3,1.0,1,0.7043997302629987,0.999999999999733,1.1172297e-13
0.5,134,0.36666666666666664,1.0,3,1.0,1,0.5659193975524285,0.9999999999996783,1.0724344e-13
0.5,160,0.36666666666666664,1.0,4,1.0,1,0.647775794894273,0.9999999999997242,1.4160407e-13
0.5,101,0.35333333333333333,0.24666666666666667,3,0.1728395061728395,0,0.46158387943497103,0.08164571881228848,0.11412907
0.5,93,0.37333333333333335,0.2,10,0.07407407407407407,0,0.5396416410458097,0.5740480868279275,0.089076586
0.5,96,0.25333333333333335,0.26,3,0.08641975308641975,0,0.5955745526752925,0.27014811229208974,0.13382262
0.5,106,0.38666666666666666,1.0,3,1.0,1,0.6030142682506017,0.999999999999789,1.4250229e-13
0.5,102,0.36666666666666664,0.29333333333333333,11,0.04938271604938271,0,0.5888234751825202,0.19019428475530428,0.16420111
0.5,174,0.24666666666666667,0.16666666666666666,3,0.14814814814814814,0,0.4704582150239634,-0.02185174956237712,0.22990069
0.5,48,0.4,1.0,3,1.0,1,0.7110624119418143,0.999999999999648,1.7473575e-13
0.5,158,0.34,0.20666666666666667,2,0.16049382716049382,0,0.5670724207900104,0.11996411848157935,0.14158827
0.5,142,0.4533333333333333,1.0,2,1.0,1,0.6572963580739636,0.9999999999997814,1.7332502e-13
0.5,167,0.3933333333333333,1.0,3,1.0,1,0.42202826088328277,0.9999999999995375,1.13448686e-13
0.5,188,0.4666666666666667,1.0,2,1.0,1,0.6497903732605749,0.9999999999997674,9.505444e-14
0.5,119,0.34,0.2,5,0.13580246913580246,0,0.5160615890544291,0.14798905540684093,0.1527368
0.5,137,0.4066666666666667,1.0,2,1.0,1,0.6539194237933903,0.999999999999713,1.1871995e-13
0.5,150,0.4,1.0,2,1.0,1,0.8131408851236179,0.9999999999998818,8.248164e-14
0.5,161,0.38,1.0,2,1.0,1,0.6035776163003698,0.9999999999996217,1.0200863e-13
0.5,21,0.48,1.0,2,1.0,1,0.772541017541341,0.9999999999997748,6.2432244e-14
0.5,7,0.38,1.0,3,1.0,1,0.5323757514555261,0.9999999999998489,1.4896053e-13
0.5,67,0.28,0.24,4,0.12345679012345678,0,0.6037603413088065,0.26492593615859533,0.14196154
0.5,87,0.4533333333333333,1.0,2,1.0,1,0.660669722295434,0.9999999999997549,7.789876e-14
0.5,101,0.38666666666666666,0.24666666666666667,4,0.1728395061728395,0,0.5165208650433829,0.08164571881228848,0.11412907
0.5,184,0.3466666666666667,0.22666666666666666,2,0.16049382716049382,0,0.674743037473584,0.31686726010759414,0.09536747
0.5,134,0.49333333333333335,1.0,2,1.0,1,0.7401956700853121,0.9999999999996783,1.0724344e-13
0.5,34,0.4066666666666667,1.0,2,1.0,1,0.5894440760427673,0.9999999999996939,1.4921139e-13
0.6,73,0.29333333333333333,0.18,3,0.07407407407407407,0,0.5300585753101916,0.5771713269298846,0.09946567
0.6,193,0.3933333333333333,0.22,10,0.07407407407407407,0,0.5043849167510948,0.5204336565817563,0.08681205
0.6,91,0.29333333333333333,0.19333333333333333,3,0.16049382716049382,0,0.46701046426345355,0.10364730463166044,0.1189097
0.6,182,0.36666666666666664,0.19333333333333333,2,0.12345679012345678,0,0.5164111488762043,0.2501861598561275,0.10782238
0.6,166,0.3466666666666667,0.23333333333333334,16,0.06172839506172839,0,0.6519066600537131,0.31174810303998735,0.0809062
0.6,149,0.28,0.17333333333333334,3,0.14814814814814814,0,0.4952904809514797,0.18650624597502055,0.12247839
0.6,102,0.41333333333333333,1.0,2,1.0,1,0.6922794972737876,0.9999999999998674,1.313553e-13
0.6,78,0.28,0.23333333333333334,6,0.07407407407407407,0,0.4904818203937457,0.2664302600149474,0.106950976
0.6,69,0.4,1.0,2,1.0,1,0.6247993536886837,0.9999999999996169,8.362141e-14
0.6,127,0.32666666666666666,0.15333333333333332,4,0.09876543209876543,0,0.5910166194299059,0.22486068641318707,0.14254962
0.6,61,0.3466666666666667,0.2,5,0.1111111111111111,0,0.6149295113941803,0.3334450818568394,0.088741906
0.6,157,0.41333333333333333,1.0,2,1.0,1,0.6137661589469623,0.9999999999997984,7.8104366e-14
0.6,130,0.32666666666666666,0.26,4,0.04938271604938271,0,0.42464635200049805,0.2718590860033757,0.13836814
0.6,56,0.3466666666666667,0.2,3,0.06172839506172839,0,0.5619957024625707,0.03504904904657587,0.12496587
0.6,47,0.4266666666666667,1.0,3,1.0,1,0.42773286195156585,0.9999999999994847,1.5908492e-13
0.6,105,0.36,0.24666666666666667,2,0.19753086419753085,0,0.749978038618861,0.0782679238009036,0.2008537
0.6,88,0.36,0.23333333333333334,8,0.14814814814814814,0,0.6338479156067176,0.42694228331970097,0.121862724
0.6,81,0.26666666666666666,0.22,3,0.08641975308641975,0,0.4405019629520433,0.24495661326015805,0.107782066
0.6,133,0.2866666666666667,0.16,3,0.04938271604938271,0,0.3541203783062962,0.35104688499217745,0.052995566
0.6,110,0.26666666666666666,0.28,3,0.1111111111111111,0,0.6321470427480151,0.19376156541396022,0.14217326
0.6,144,0.43333333333333335,1.0,2,1.0,1,0.7741141083325302,0.9999999999996532,1.3539643e-13
0.6,193,0.32,0.2,3,0.12345679012345678,0,0.4178860398816581,0.4787569031365313,0.07849325
0.6,105,0.34,0.2,16,0.16049382716049382,0,0.7434921039227914,0.31615038743247414,0.16271171
0.6,193,0.37333333333333335,0.18666666666666668,7,0.04938271604938271,0,0.5519910452957528,0.30028944719758227,0.12083112
0.6,34,0.3466666666666667,0.20666666666666667,5,0.037037037037037035,0,0.613310255623383,0.32321494313656784,0.17085966
0.6,190,0.35333333333333333,0.23333333333333334,4,0.13580246913580246,0,0.4439270265180955,0.24451263150845742,0.14844051
0.6,146,0.31333333333333335,0.26,3,0.09876543209876543,0,0.4688287407753913,0.26585865975058776,0.1124829
0.6,84,0.3333333333333333,0.16666666666666666,3,0.08641975308641975,0,0.48051071797655237,0.20215311787370824,0.14854726
0.6,11,0.14666666666666667,0.16666666666666666,2,0.12345679012345678,0,0.49974289648632225,0.8629830663910124,0.014269987
0.6,81,0.38,0.19333333333333333,2,0.18518518518518517,0,0.6154659088493366,0.23243492764637505,0.11304873
0.6,76,0.36,0.26666666666666666,2,0.07407407407407407,0,0.4566025089776652,0.20275314367219122,0.15331864
0.6,3,0.49333333333333335,1.0,2,1.0,1,0.7389231841370022,0.9999999999996283,1.640671e-13
0.6,184,0.34,0.24,3,0.1728395061728395,0,0.49449480688597564,0.22908781407296064,0.105107754
0.6,183,0.32666666666666666,0.20666666666666667,5,0.12345679012345678,0,0.5576910971626197,0.12579955537729498,0.16729598
0.6,164,0.3933333333333333,1.0,3,1.0,1,0.6642601558828036,0.999999999998828,1.2541572e-13
0.6,140,0.4,1.0,2,1.0,1,0.44037281955182234,0.9999999999997126,1.1790062e-13
0.6,25,0.28,0.18,2,0.13580246913580246,0,0.4571971430190737,0.30853177348036626,0.14621083
0.6,121,0.2866666666666667,0.18666666666666668,12,0.14814814814814814,0,0.46138091902206446,0.22514078711037588,0.13622539
0.6,145,0.38,0.16666666666666666,2,0.13580246913580246,0,0.6930158044739906,0.40966425916275345,0.08361781
0.6,33,0.42,1.0,2,1.0,1,0.3487040954541765,0.9999999999995361,7.860984e-14
0.6,177,0.32,0.21333333333333335,3,0.09876543209876543,0,0.6837550865810954,0.2838839622577763,0.1360248
0.6,74,0.37333333333333335,1.0,3,1.0,1,0.5426446060683977,0.9999999999997453,2.392303e-13
0.6,59,0.2866666666666667,0.16,2,0.07407407407407407,0,0.7143240189478306,0.3124335030350839,0.12929972
0.6,119,0.25333333333333335,0.19333333333333333,9,0.1111111111111111,0,0.4766433970228201,0.2699557492880147,0.13203055
0.6,121,0.31333333333333335,0.20666666666666667,2,0.1111111111111111,0,0.6256774136635429,0.08998058859711724,0.13979423
0.6,28,0.46,1.0,2,1.0,1,0.5301538460984389,0.9999999999992477,9.858433e-14
0.6,106,0.2866666666666667,0.22,4,0.06172839506172839,0,0.6344945056582582,0.31351339092443653,0.13980676
0.6,35,0.38666666666666666,1.0,3,1.0,1,0.6358920991957697,0.9999999999997725,1.4273054e-13
0.6,25,0.36,0.28,13,0.12345679012345678,0,0.6050313759561134,0.2473144790157262,0.16555107
0.6,113,0.31333333333333335,0.32666666666666666,7,0.06172839506172839,0,0.4761959813930106,0.18005421237689678,0.17120478
0.6,174,0.37333333333333335,0.21333333333333335,3,0.09876543209876543,0,0.35632252239953643,0.06223199075360913,0.17076796
0.6,48,0.2866666666666667,0.18666666666666668,8,0.16049382716049382,0,0.4239651329606822,0.4489302047364754,0.12201188
0.6,199,0.3933333333333333,1.0,2,1.0,1,0.7026202152600216,0.9999999999996606,1.4393592e-13
0.6,41,0.38666666666666666,0.23333333333333334,2,0.09876543209876543,0,0.7084699079281177,0.2068510413337559,0.131002
0.6,172,0.28,0.18,10,0.04938271604938271,0,0.35597961193704697,0.21934215036562324,0.13358432
0.6,143,0.36,0.19333333333333333,3,0.12345679012345678,0,0.6607578451303598,0.7265164220847949,0.04873177
0.6,95,0.25333333333333335,0.2,11,0.2345679012345679,0,0.6861356486214347,0.39301980509914297,0.11050705
0.6,92,0.4,0.26666666666666666,2,0.08641975308641975,0,0.4811770136831011,0.2802272864148961,0.09304241
0.6,106,0.2866666666666667,0.23333333333333334,3,0.13580246913580246,0,0.44532235557098243,0.1398785039322721,0.1509935
0.6,188,0.29333333333333333,0.19333333333333333,3,0.18518518518518517,0,0.7951891863290315,0.7259453843950496,0.050496392
0.8,119,0.26,0.18,2,0.08641975308641975,0,0.39980078015390724,0.07125626462941094,0.16734691
0.8,0,0.31333333333333335,0.25333333333333335,2,0.1728395061728395,0,0.5084970464338696,0.047541186829915136,0.1388007
0.8,149,0.32,0.23333333333333334,5,0.08641975308641975,0,0.5040349214808193,0.3879164756965657,0.1261111
0.8,113,0.29333333333333333,0.25333333333333335,6,0.07407407407407407,0,0.6732389527392013,-0.00585591935735908,0.21765482
0.8,128,0.37333333333333335,0.20666666666666667,6,0.07407407407407407,0,0.7572050561394946,0.44627227514418794,0.10442502
0.8,1,0.44,1.0,2,1.0,1,0.5042031638831752,0.999999999999604,7.890283e-14
0.8,27,0.25333333333333335,0.16,5,0.08641975308641975,0,0.5586789830138441,0.29492843096061633,0.17701164
0.8,90,0.36666666666666664,0.21333333333333335,4,0.09876543209876543,0,0.5533986826083571,0.18698492478342468,0.14035583
0.8,191,0.24666666666666667,0.22,3,0.09876543209876543,0,0.5754187113910606,0.19433513459509758,0.12197104
0.8,1,0.4066666666666667,1.0,2,1.0,1,0.6864513503664154,0.999999999999604,7.890283e-14
0.8,174,0.32,0.23333333333333334,4,0.12345679012345678,0,0.35824479344235505,0.2692116054267501,0.13699284
0.8,8,0.31333333333333335,0.17333333333333334,12,0.12345679012345678,0,0.28341293883941493,0.2049484294770573,0.13723737
0.8,40,0.38,1.0,3,1.0,1,0.5818083807021046,0.9999999999996495,7.778937e-14
0.8,7,0.2866666666666667,0.18666666666666668,3,0.1111111111111111,0,0.6186685717073948,0.15072069416391976,0.19222696
0.8,131,0.3,0.20666666666666667,7,0.1111111111111111,0,0.3949175291753952,0.022909100545335098,0.15755811
0.8,128,0.29333333333333333,0.29333333333333333,4,0.12345679012345678,0,0.6097846786881647,0.2880987591155935,0.14081305
0.8,138,0.22,0.22666666666666666,2,0.04938271604938271,0,0.4419475731406993,0.2556642573102366,0.09777774
0.8,109,0.29333333333333333,0.26,3,0.1728395061728395,0,0.4506290103271668,0.7556023228189683,0.0271279
0.8,182,0.34,0.21333333333333335,3,0.04938271604938271,0,0.45754082970819165,0.3314806952323839,0.12629233
0.8,105,0.26666666666666666,0.13333333333333333,3,0.012345679012345678,0,0.3676999953662323,0.27566787778729623,0.17462812
0.8,158,0.28,0.18666666666666668,2,0.06172839506172839,0,0.4399993205881313,0.20277579627106748,0.13430765
0.8,142,0.25333333333333335,0.2,2,0.1728395061728395,0,0.3435677053233648,0.11925586924751787,0.17417037
0.8,155,0.2866666666666667,0.22,3,0.12345679012345678,0,0.7286120087265797,0.710306240231044,0.06636986
0.8,28,0.2866666666666667,0.11333333333333333,3,0.14814814814814814,0,0.45095340342140366,0.3148123302994809,0.08154685
0.8,186,0.38666666666666666,1.0,3,1.0,1,0.37733584492303873,0.9999999999997016,1.5404118e-13
0.8,100,0.26,0.18666666666666668,3,0.09876543209876543,0,0.641957988616595,0.23280157129845339,0.13171226
0.8,79,0.29333333333333333,0.18666666666666668,2,0.12345679012345678,0,0.1944683892486304,0.5198483567115558,0.049167193
0.8,124,0.3333333333333333,0.24666666666666667,3,0.14814814814814814,0,0.42385777505362543,0.3373395701294936,0.1332443
0.8,181,0.24666666666666667,0.32,11,0.08641975308641975,0,0.4464956112106138,0.5554368690012105,0.1367587
0.8,173,0.5533333333333333,1.0,2,1.0,1,0.3368100292867722,0.9999999999994288,8.485163e-14
0.8,14,0.3933333333333333,1.0,3,1.0,1,0.5657235694655712,0.9999999999997486,8.5023887e-14
0.8,174,0.28,0.17333333333333334,14,0.1728395061728395,0,0.49333451418943775,0.17691753071176652,0.16721058
0.8,148,0.32666666666666666,0.13333333333333333,3,0.1728395061728395,0,0.5057245915728794,0.11164465844059056,0.21144862
0.8,55,0.24666666666666667,0.19333333333333333,2,0.1111111111111111,0,0.5365705950520498,0.2011940597669634,0.2162314
0.8,162,0.3,0.18,3,0.09876543209876543,0,0.24115200207280196,0.5161838037208718,0.073930025
0.8,148,0.28,0.16,4,0.13580246913580246,0,0.6104632827155274,0.10684238583044588,0.21040002
0.8,47,0.24666666666666667,0.20666666666666667,7,0.08641975308641975,0,0.3782420899506327,0.305952513989393,0.12489169
0.8,134,0.24,0.21333333333333335,3,0.1111111111111111,0,0.3047638877704606,0.26829591863937235,0.11416571
0.8,34,0.3333333333333333,0.21333333333333335,3,0.13580246913580246,0,0.463197721519608,0.14332020827513237,0.14690836
0.8,194,0.3933333333333333,1.0,3,1.0,1,0.6218303861926409,0.9999999999995247,1.09006005e-13
0.8,128,0.38666666666666666,1.0,3,1.0,1,0.5765506923924394,0.9999999999998124,1.3841212e-13
0.8,165,0.2733333333333333,0.18666666666666668,7,0.12345679012345678,0,0.49470160341743014,0.25567413816867446,0.14211275
0.8,97,0.29333333333333333,0.22,3,0.08641975308641975,0,0.5576745369773335,0.3167256199835126,0.11220977
0.8,100,0.2733333333333333,0.21333333333333335,3,0.07407407407407407,0,0.7100072608494161,0.603969218938757,0.086033575
0.8,130,0.28,0.16666666666666666,3,0.09876543209876543,0,0.5373166114760116,0.11478325516053768,0.120920315
0.8,49,0.2733333333333333,0.20666666666666667,6,0.09876543209876543,0,0.3663029326331029,0.10113048565216527,0.21233237
0.8,152,0.24,0.23333333333333334,3,0.07407407407407407,0,0.5978760281428258,0.29242378795143165,0.16463877
0.8,157,0.29333333333333333,0.18,2,0.12345679012345678,0,0.40720151133170224,0.36361078506732425,0.08203609
0.8,34,0.22666666666666666,0.22,2,0.08641975308641975,0,0.5430493688398079,0.1425498358533729,0.14025864
0.8,142,0.24,0.20666666666666667,6,0.09876543209876543,0,0.3925452059271246,0.15694455518340805,0.16643442
0.8,127,0.2866666666666667,0.2,3,0.08641975308641975,0,0.5044249547929837,0.12829250516063564,0.104127005
0.8,74,0.32,0.2,13,0.1111111111111111,0,0.5340020205136252,0.20799513726401078,0.20020849
0.8,179,0.29333333333333333,0.20666666666666667,5,0.1111111111111111,0,0.3773838390781704,0.37826414917754725,0.14287286
0.8,170,0.26666666666666666,0.2,2,0.13580246913580246,0,0.42246719132909216,0.06700809281114381,0.17714004
0.8,11,0.34,1.0,3,1.0,1,0.6584044894860495,0.999999999999386,9.8115784e-14
0.8,197,0.32666666666666666,0.22,2,0.04938271604938271,0,0.22612604333084035,0.31326466772700734,0.07849454
0.8,80,0.18666666666666668,0.18666666666666668,2,0.06172839506172839,0,0.5090545770084561,0.29718844100856606,0.14455616
0.8,104,0.31333333333333335,0.24666666666666667,3,0.08641975308641975,0,0.4198599675256025,0.06289954329931667,0.18269175
0.8,130,0.26,0.17333333333333334,3,0.07407407407407407,0,0.5707537227112852,0.25274219831317124,0.13851698
0.8,3,0.36666666666666664,0.24666666666666667,3,0.12345679012345678,0,0.45342755540662794,0.30373806347166055,0.158709
1.0,73,0.2866666666666667,0.22,8,0.12345679012345678,0,0.6010951934875788,0.2472673377943628,0.17268598
1.0,174,0.32,0.18666666666666668,11,0.14814814814814814,0,0.46187147528649736,0.10351048568643063,0.18970244
1.0,176,0.16666666666666666,0.19333333333333333,3,0.14814814814814814,0,0.28530825983618374,0.2196615903367399,0.13297607
1.0,157,0.19333333333333333,0.19333333333333333,3,0.14814814814814814,0,0.45704471066149066,0.2797585943327249,0.13003716
1.0,75,0.2866666666666667,0.23333333333333334,3,0.13580246913580246,0,0.29492121670449645,0.18740562517621934,0.12425533
1.0,55,0.3466666666666667,0.19333333333333333,4,0.1111111111111111,0,0.6612299740833315,0.2011940597669634,0.2162314
1.0,187,0.25333333333333335,0.18,3,0.16049382716049382,0,0.6742789848857412,0.4250935199048467,0.1260922
1.0,78,0.32,0.26,5,0.13580246913580246,0,0.5152611622660969,0.38276806651823214,0.12555034
1.0,121,0.20666666666666667,0.18,6,0.1111111111111111,0,0.5172743945829185,0.13233268826698563,0.12508911
1.0,61,0.4066666666666667,1.0,3,1.0,1,0.6139630206178395,0.9999999999996619,1.2038367e-13
1.0,27,0.32666666666666666,0.22,2,0.06172839506172839,0,0.565620211189598,-0.02019686841763667,0.14886977
1.0,102,0.24666666666666667,0.25333333333333335,4,0.09876543209876543,0,0.5021110157679931,0.5194184276713891,0.10674746
1.0,191,0.2733333333333333,0.25333333333333335,3,0.1111111111111111,0,0.38831487767774175,0.20645793863900447,0.12497647
1.0,50,0.29333333333333333,0.21333333333333335,4,0.07407407407407407,0,0.564766429661181,0.32354828851305434,0.13186422
1.0,93,0.3,0.25333333333333335,4,0.16049382716049382,0,0.608068077886964,0.4657809017003632,0.089663304
1.0,57,0.2733333333333333,0.22,7,0.1728395061728395,0,0.5081335682265757,0.2701463021907358,0.1412138
1.0,43,0.3466666666666667,0.22666666666666666,3,0.04938271604938271,0,0.29829920873164834,0.34550527649107965,0.10089506
1.0,132,0.30666666666666664,0.21333333333333335,4,0.12345679012345678,0,0.388954856698925,0.07446489306386377,0.12696739
1.0,84,0.3,0.25333333333333335,8,0.07407407407407407,0,0.4128932560751369,0.2941608686065466,0.14787473
1.0,86,0.32,0.19333333333333333,2,0.09876543209876543,0,0.5251226327393134,0.39165865932389854,0.095255695
1.0,171,0.2733333333333333,0.24,13,0.1111111111111111,0,0.6492524457152726,0.0631617776560518,0.16104046
1.0,144,0.3466666666666667,0.23333333333333334,2,0.1728395061728395,0,0.47298045625805496,0.46015266166414914,0.088144146
1.0,144,0.32,0.19333333333333333,5,0.07407407407407407,0,0.5546282216033338,0.41440739987783953,0.13129032
1.0,183,0.26,0.2,5,0.09876543209876543,0,0.37768029539502346,0.29093179141356873,0.09979592
1.0,97,0.2733333333333333,0.2,3,0.13580246913580246,0,0.5220198080287979,0.5948053652033335,0.07584447
1.0,1,0.25333333333333335,0.22666666666666666,3,0.14814814814814814,0,0.3307718024662053,0.36847319017365426,0.112665914
1.0,136,0.31333333333333335,0.18666666666666668,12,0.1728395061728395,0,0.7416669064370324,0.5257946909882545,0.12013978
1.0,173,0.22,0.23333333333333334,6,0.16049382716049382,0,0.46189475952221803,0.029977602290641957,0.21522075
1.0,17,0.26666666666666666,0.22,3,0.1111111111111111,0,0.6729421509804723,0.4009707427977293,0.11628111
1.0,166,0.3466666666666667,0.19333333333333333,3,0.09876543209876543,0,0.437292641761074,0.2752111358046862,0.081110194
1.0,52,0.43333333333333335,0.24666666666666667,12,0.06172839506172839,0,0.5232166961759157,0.34693510272971734,0.08072844
1.0,114,0.26,0.23333333333333334,2,0.14814814814814814,0,0.5850882891895572,0.41463182582708563,0.15780178
1.0,1,0.26,0.18666666666666668,2,0.2222222222222222,0,0.5885052859168687,0.007254964805026955,0.110336885
1.0,23,0.28,0.22,11,0.24691358024691357,0,0.4097669315975104,0.524065491299764,0.091926314
