density,noise_percent,iterations,converged,initial_acc,final_acc
0.005,80.0,13,True,0.12345679012345678,0.1728395061728395
0.005,80.0,8,True,0.13580246913580246,0.09876543209876543
0.005,80.0,3,True,0.12345679012345678,0.14814814814814814
0.005,80.0,14,True,0.1111111111111111,0.1111111111111111
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,0.0,1,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,5.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,10.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,15.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,20.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,25.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,30.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,35.0,2,True,1.0,1.0
0.01,40.0,4,True,0.18518518518518517,1.0
0.01,40.0,5,True,0.14814814814814814,0.06172839506172839
0.01,40.0,14,True,0.16049382716049382,0.037037037037037035
0.01,40.0,3,True,0.4074074074074074,1.0
0.01,40.0,2,True,1.0,1.0
0.01,40.0,4,True,0.1728395061728395,1.0
0.01,40.0,2,True,1.0,1.0
0.01,40.0,3,True,0.19753086419753085,1.0
0.01,40.0,5,True,0.18518518518518517,0.09876543209876543
0.01,40.0,3,True,0.8641975308641975,1.0
0.01,40.0,16,True,0.13580246913580246,0.08641975308641975
0.01,40.0,2,True,1.0,1.0
0.01,40.0,3,True,0.8888888888888888,1.0
0.01,40.0,5,True,0.1111111111111111,0.12345679012345678
0.01,40.0,3,True,0.35802469135802467,1.0
0.01,40.0,2,True,1.0,1.0
0.01,40.0,14,True,0.16049382716049382,0.12345679012345678
0.01,40.0,5,True,0.16049382716049382,0.12345679012345678
0.01,40.0,2,True,1.0,1.0
0.01,40.0,3,True,0.4567901234567901,1.0
0.01,40.0,3,True,0.30864197530864196,1.0
0.01,40.0,2,True,1.0,1.0
0.01,40.0,3,True,0.7037037037037037,1.0
0.01,40.0,3,True,0.19753086419753085,1.0
0.01,40.0,18,True,0.1111111111111111,0.14814814814814814
0.01,40.0,2,True,1.0,1.0
0.01,40.0,3,True,0.35802469135802467,1.0
0.01,40.0,2,True,1.0,1.0
0.01,40.0,4,True,0.14814814814814814,1.0
0.01,40.0,20,False,0.35802469135802467,0.09876543209876543
0.01,40.0,5,True,0.1111111111111111,0.08641975308641975
0.01,40.0,3,True,0.345679012345679,1.0
0.01,40.0,3,True,0.2345679012345679,1.0
0.01,40.0,3,True,0.9135802469135802,1.0
0.01,40.0,3,True,0.30864197530864196,1.0
0.01,40.0,20,False,0.13580246913580246,0.09876543209876543
0.01,40.0,3,True,0.8641975308641975,1.0
0.01,40.0,2,True,1.0,1.0
0.01,40.0,3,True,0.24691358024691357,1.0
0.01,40.0,20,False,0.1111111111111111,0.13580246913580246
0.01,40.0,3,True,0.25925925925925924,1.0
0.01,40.0,2,True,1.0,1.0
0.01,40.0,3,True,0.8518518518518519,1.0
0.01,40.0,5,True,0.13580246913580246,0.1728395061728395
0.01,40.0,8,True,0.13580246913580246,0.12345679012345678
0.01,40.0,3,True,0.25925925925925924,1.0
0.01,40.0,6,True,0.12345679012345678,0.12345679012345678
0.01,40.0,2,True,1.0,1.0
0.01,40.0,3,True,0.32098765432098764,1.0
0.01,40.0,8,True,0.1111111111111111,0.1111111111111111
0.01,45.0,3,True,0.06172839506172839,0.09876543209876543
0.01,45.0,4,True,0.09876543209876543,0.16049382716049382
0.01,45.0,15,True,0.07407407407407407,0.1111111111111111
0.01,45.0,12,True,0.1111111111111111,0.06172839506172839
0.01,45.0,20,False,0.13580246913580246,0.14814814814814814
0.01,45.0,16,True,0.14814814814814814,0.12345679012345678
0.01,45.0,4,True,0.09876543209876543,0.08641975308641975
0.01,45.0,3,True,0.07407407407407407,0.09876543209876543
0.01,45.0,20,False,0.09876543209876543,0.14814814814814814
0.01,45.0,8,True,0.13580246913580246,0.09876543209876543
0.01,45.0,4,True,0.09876543209876543,0.07407407407407407
0.01,45.0,3,True,0.13580246913580246,0.1111111111111111
0.01,45.0,5,True,0.09876543209876543,0.2222222222222222
0.01,45.0,10,True,0.12345679012345678,0.1111111111111111
0.01,45.0,7,True,0.09876543209876543,0.09876543209876543
0.01,45.0,3,True,0.06172839506172839,0.12345679012345678
0.01,45.0,8,True,0.09876543209876543,0.08641975308641975
0.01,45.0,12,True,0.12345679012345678,0.08641975308641975
0.01,45.0,20,False,0.13580246913580246,0.09876543209876543
0.01,45.0,3,True,0.2222222222222222,0.20987654320987653
0.01,45.0,10,True,0.1111111111111111,0.07407407407407407
0.01,45.0,5,True,0.09876543209876543,0.07407407407407407
0.01,45.0,15,True,0.13580246913580246,0.09876543209876543
0.01,45.0,9,True,0.07407407407407407,0.16049382716049382
0.01,45.0,14,True,0.1111111111111111,0.12345679012345678
0.01,45.0,9,True,0.09876543209876543,0.06172839506172839
0.01,45.0,4,True,0.1728395061728395,0.07407407407407407
0.01,45.0,7,True,0.13580246913580246,0.07407407407407407
0.01,45.0,9,True,0.13580246913580246,0.13580246913580246
0.01,45.0,4,True,0.09876543209876543,0.08641975308641975
0.01,45.0,10,True,0.12345679012345678,0.18518518518518517
0.01,45.0,10,True,0.14814814814814814,0.08641975308641975
0.01,45.0,4,True,0.12345679012345678,0.16049382716049382
0.01,45.0,3,True,0.07407407407407407,0.04938271604938271
0.01,45.0,12,True,0.13580246913580246,0.12345679012345678
0.01,45.0,10,True,0.13580246913580246,0.1111111111111111
0.01,45.0,8,True,0.07407407407407407,0.1111111111111111
0.01,45.0,5,True,0.04938271604938271,0.18518518518518517
0.01,45.0,13,True,0.14814814814814814,0.13580246913580246
0.01,45.0,19,True,0.08641975308641975,0.08641975308641975
0.01,45.0,11,True,0.12345679012345678,0.1111111111111111
0.01,45.0,12,True,0.12345679012345678,0.1111111111111111
0.01,45.0,9,True,0.09876543209876543,0.04938271604938271
0.01,45.0,8,True,0.1111111111111111,0.09876543209876543
0.01,45.0,20,False,0.14814814814814814,0.12345679012345678
0.01,45.0,20,False,0.08641975308641975,0.1111111111111111
0.01,45.0,15,True,0.13580246913580246,0.07407407407407407
0.01,45.0,14,True,0.1111111111111111,0.12345679012345678
0.01,45.0,7,True,0.12345679012345678,0.06172839506172839
0.01,45.0,7,True,0.2222222222222222,0.06172839506172839
0.01,50.0,10,True,0.12345679012345678,0.09876543209876543
0.01,50.0,13,True,0.08641975308641975,0.07407407407407407
0.01,50.0,6,True,0.08641975308641975,0.012345679012345678
0.01,50.0,6,True,0.12345679012345678,0.04938271604938271
0.01,50.0,20,False,0.07407407407407407,0.08641975308641975
0.01,50.0,11,True,0.09876543209876543,0.08641975308641975
0.01,50.0,12,True,0.04938271604938271,0.08641975308641975
0.01,50.0,6,True,0.08641975308641975,0.08641975308641975
0.01,50.0,7,True,0.14814814814814814,0.06172839506172839
0.01,50.0,5,True,0.09876543209876543,0.12345679012345678
0.01,50.0,9,True,0.07407407407407407,0.18518518518518517
0.01,50.0,7,True,0.1111111111111111,0.06172839506172839
0.01,50.0,19,True,0.09876543209876543,0.07407407407407407
0.01,50.0,8,True,0.1111111111111111,0.14814814814814814
0.01,50.0,2,True,0.04938271604938271,0.04938271604938271
0.01,50.0,4,True,0.13580246913580246,0.16049382716049382
0.01,50.0,10,True,0.14814814814814814,0.1728395061728395
0.01,50.0,12,True,0.09876543209876543,0.1111111111111111
0.01,50.0,5,True,0.16049382716049382,0.14814814814814814
0.01,50.0,4,True,0.12345679012345678,0.07407407407407407
0.01,50.0,5,True,0.13580246913580246,0.19753086419753085
0.01,50.0,6,True,0.09876543209876543,0.1111111111111111
0.01,50.0,3,True,0.09876543209876543,0.08641975308641975
0.01,50.0,10,True,0.13580246913580246,0.1728395061728395
0.01,50.0,11,True,0.1111111111111111,0.13580246913580246
0.01,50.0,4,True,0.12345679012345678,0.1111111111111111
0.01,50.0,10,True,0.08641975308641975,0.12345679012345678
0.01,50.0,10,True,0.1111111111111111,0.04938271604938271
0.01,50.0,10,True,0.13580246913580246,0.09876543209876543
0.01,50.0,18,True,0.14814814814814814,0.12345679012345678
0.01,50.0,18,True,0.09876543209876543,0.08641975308641975
0.01,50.0,6,True,0.12345679012345678,0.14814814814814814
0.01,50.0,3,True,0.07407407407407407,0.14814814814814814
0.01,50.0,3,True,0.06172839506172839,0.1111111111111111
0.01,50.0,13,True,0.12345679012345678,0.16049382716049382
0.01,50.0,11,True,0.13580246913580246,0.13580246913580246
0.01,50.0,11,True,0.1111111111111111,0.13580246913580246
0.01,50.0,8,True,0.07407407407407407,0.12345679012345678
0.01,50.0,7,True,0.12345679012345678,0.1111111111111111
0.01,50.0,14,True,0.1111111111111111,0.13580246913580246
0.01,50.0,20,False,0.07407407407407407,0.13580246913580246
0.01,50.0,4,True,0.08641975308641975,0.06172839506172839
0.01,50.0,4,True,0.07407407407407407,0.16049382716049382
0.01,50.0,20,False,0.12345679012345678,0.07407407407407407
0.01,50.0,13,True,0.12345679012345678,0.18518518518518517
0.01,50.0,5,True,0.08641975308641975,0.08641975308641975
0.01,50.0,4,True,0.07407407407407407,0.13580246913580246
0.01,50.0,4,True,0.07407407407407407,0.14814814814814814
0.01,50.0,5,True,0.12345679012345678,0.08641975308641975
0.01,50.0,13,True,0.1111111111111111,0.09876543209876543
0.01,55.00000000000001,14,True,0.12345679012345678,0.09876543209876543
0.01,55.00000000000001,10,True,0.13580246913580246,0.08641975308641975
0.01,55.00000000000001,20,False,0.12345679012345678,0.08641975308641975
0.01,55.00000000000001,20,False,0.1111111111111111,0.1111111111111111
0.01,55.00000000000001,7,True,0.09876543209876543,0.1728395061728395
0.01,55.00000000000001,7,True,0.1111111111111111,0.06172839506172839
0.01,55.00000000000001,9,True,0.12345679012345678,0.04938271604938271
0.01,55.00000000000001,20,False,0.08641975308641975,0.13580246913580246
0.01,55.00000000000001,7,True,0.08641975308641975,0.13580246913580246
0.01,55.00000000000001,11,True,0.1111111111111111,0.07407407407407407
0.01,55.00000000000001,10,True,0.09876543209876543,0.037037037037037035
0.01,55.00000000000001,4,True,0.06172839506172839,0.1728395061728395
0.01,55.00000000000001,12,True,0.13580246913580246,0.07407407407407407
0.01,55.00000000000001,7,True,0.12345679012345678,0.1111111111111111
0.01,55.00000000000001,20,False,0.14814814814814814,0.09876543209876543
0.01,55.00000000000001,4,True,0.14814814814814814,0.08641975308641975
0.01,55.00000000000001,5,True,0.08641975308641975,0.09876543209876543
0.01,55.00000000000001,4,True,0.09876543209876543,0.07407407407407407
0.01,55.00000000000001,3,True,0.07407407407407407,0.13580246913580246
0.01,55.00000000000001,9,True,0.1111111111111111,0.13580246913580246
0.01,55.00000000000001,4,True,0.07407407407407407,0.037037037037037035
0.01,55.00000000000001,20,False,0.08641975308641975,0.13580246913580246
0.01,55.00000000000001,5,True,0.1111111111111111,0.14814814814814814
0.01,55.00000000000001,9,True,0.07407407407407407,0.037037037037037035
0.01,55.00000000000001,11,True,0.08641975308641975,0.04938271604938271
0.01,55.00000000000001,10,True,0.12345679012345678,0.08641975308641975
0.01,55.00000000000001,8,True,0.12345679012345678,0.1111111111111111
0.01,55.00000000000001,6,True,0.13580246913580246,0.04938271604938271
0.01,55.00000000000001,11,True,0.18518518518518517,0.08641975308641975
0.01,55.00000000000001,20,False,0.1728395061728395,0.13580246913580246
0.01,55.00000000000001,11,True,0.1111111111111111,0.12345679012345678
0.01,55.00000000000001,10,True,0.13580246913580246,0.08641975308641975
0.01,55.00000000000001,8,True,0.13580246913580246,0.07407407407407407
0.01,55.00000000000001,5,True,0.08641975308641975,0.13580246913580246
0.01,55.00000000000001,15,True,0.16049382716049382,0.1111111111111111
0.01,55.00000000000001,20,False,0.09876543209876543,0.08641975308641975
0.01,55.00000000000001,5,True,0.09876543209876543,0.14814814814814814
0.01,55.00000000000001,8,True,0.13580246913580246,0.06172839506172839
0.01,55.00000000000001,11,True,0.07407407407407407,0.09876543209876543
0.01,55.00000000000001,9,True,0.14814814814814814,0.07407407407407407
0.01,55.00000000000001,13,True,0.12345679012345678,0.19753086419753085
0.01,55.00000000000001,12,True,0.16049382716049382,0.06172839506172839
0.01,55.00000000000001,6,True,0.09876543209876543,0.12345679012345678
0.01,55.00000000000001,14,True,0.09876543209876543,0.18518518518518517
0.01,55.00000000000001,4,True,0.12345679012345678,0.08641975308641975
0.01,55.00000000000001,4,True,0.12345679012345678,0.13580246913580246
