clue_fraction,target,iterations,converged,exact_acc
0.41,195,3,True,1
0.41,122,32,True,0
0.41,121,3,True,1
0.41,449,3,True,1
0.41,298,3,True,1
0.41,392,3,True,1
0.41,123,3,True,1
0.41,351,3,True,1
0.41,218,3,True,1
0.41,171,2,True,1
0.41,139,2,True,1
0.41,262,2,True,1
0.41,360,3,True,1
0.41,104,2,True,1
0.41,65,3,True,1
0.41,385,2,True,1
0.41,306,3,True,1
0.41,458,2,True,1
0.41,227,2,True,1
0.41,31,3,True,1
0.41,299,3,True,1
0.41,2,3,True,1
0.41,230,2,True,1
0.41,287,2,True,1
0.41,42,3,True,1
0.41,50,2,True,1
0.41,9,3,True,1
0.41,362,3,True,1
0.41,215,3,True,1
0.41,14,3,True,1
0.41,130,2,True,1
0.41,247,3,True,1
0.41,63,2,True,1
0.41,365,3,True,1
0.41,391,3,True,1
0.41,459,2,True,1
0.41,254,3,True,1
0.41,464,3,True,1
0.41,342,2,True,1
0.41,267,2,True,1
0.41,0,3,True,1
0.41,445,2,True,1
0.41,152,3,True,1
0.41,343,2,True,1
0.41,216,2,True,1
0.41,315,3,True,1
0.41,15,3,True,1
0.43,316,2,True,1
0.43,226,2,True,1
0.43,184,3,True,1
0.43,383,2,True,1
0.43,418,3,True,1
0.43,479,2,True,1
0.43,231,3,True,1
0.43,4,2,True,1
0.43,492,2,True,1
0.43,41,3,True,1
0.43,310,2,True,1
0.43,189,3,True,1
0.43,145,3,True,1
0.43,337,2,True,1
0.43,273,3,True,1
0.43,197,2,True,1
0.43,431,2,True,1
0.43,65,2,True,1
0.43,390,2,True,1
0.43,134,2,True,1
0.43,7,3,True,1
0.43,77,2,True,1
0.43,374,2,True,1
0.43,368,2,True,1
0.43,113,2,True,1
0.43,307,2,True,1
0.43,186,2,True,1
0.43,121,2,True,1
0.43,441,2,True,1
0.43,232,2,True,1
0.43,429,2,True,1
0.43,303,2,True,1
0.43,220,2,True,1
0.43,135,2,True,1
0.43,482,2,True,1
0.43,266,3,True,1
0.43,75,2,True,1
0.43,491,2,True,1
0.43,187,2,True,1
0.43,325,2,True,1
0.43,487,2,True,1
0.43,458,2,True,1
0.43,471,3,True,1
0.43,67,2,True,1
0.43,440,2,True,1
0.43,172,2,True,1
0.43,373,2,True,1
0.43,397,2,True,1
0.43,244,3,True,1
0.43,164,2,True,1
0.43,486,2,True,1
0.43,103,3,True,1
0.43,92,2,True,1
0.43,401,2,True,1
0.43,18,3,True,1
0.43,318,2,True,1
0.43,151,2,True,1
0.43,488,2,True,1
0.43,400,2,True,1
0.43,28,2,True,1
0.43,27,2,True,1
0.43,97,3,True,1
0.43,331,2,True,1
0.43,499,2,True,1
0.43,105,3,True,1
0.43,404,3,True,1
0.43,389,3,True,1
0.43,385,2,True,1
0.43,37,2,True,1
0.43,296,3,True,1
0.43,409,2,True,1
0.43,378,2,True,1
0.43,433,2,True,1
0.43,159,3,True,1
0.43,181,2,True,1
0.43,198,2,True,1
0.43,380,2,True,1
0.43,54,2,True,1
0.43,55,3,True,1
0.43,132,2,True,1
0.43,453,3,True,1
0.43,178,3,True,1
0.43,353,2,True,1
0.43,447,3,True,1
0.43,84,2,True,1
0.43,267,3,True,1
0.43,162,2,True,1
0.43,306,3,True,1
0.43,127,3,True,1
0.43,20,2,True,1
0.43,402,3,True,1
0.43,463,3,True,1
0.43,61,2,True,1
0.43,81,3,True,1
0.43,495,2,True,1
0.43,82,2,True,1
0.43,13,2,True,1
0.43,35,2,True,1
0.43,437,2,True,1
0.43,423,2,True,1
0.43,278,2,True,1
0.43,257,2,True,1
0.43,347,2,True,1
0.43,123,3,True,1
0.43,260,2,True,1
0.43,150,2,True,1
0.43,466,2,True,1
0.43,211,2,True,1
0.43,21,2,True,1
0.43,292,3,True,1
0.43,289,2,True,1
0.43,214,2,True,1
0.43,190,2,True,1
0.43,382,3,True,1
0.43,339,2,True,1
0.43,153,2,True,1
0.43,480,2,True,1
0.43,290,2,True,1
0.43,255,2,True,1
0.43,38,3,True,1
0.43,358,3,True,1
0.43,53,2,True,1
0.43,456,3,True,1
0.43,106,2,True,1
0.43,398,2,True,1
0.43,87,2,True,1
0.43,83,3,True,1
0.43,419,2,True,1
0.43,31,2,True,1
0.43,428,3,True,1
0.43,24,2,True,1
0.43,52,2,True,1
0.43,212,2,True,1
0.43,129,2,True,1
0.43,346,2,True,1
0.43,473,3,True,1
0.43,2,2,True,1
0.43,360,2,True,1
0.43,199,2,True,1
0.43,362,2,True,1
0.43,5,2,True,1
0.43,436,2,True,1
0.43,241,2,True,1
0.43,446,2,True,1
0.43,68,3,True,1
0.43,288,3,True,1
0.43,17,3,True,1
0.43,263,2,True,1
0.43,247,2,True,1
0.43,365,2,True,1
0.43,228,2,True,1
0.43,253,2,True,1
0.43,312,2,True,1
0.43,451,2,True,1
0.43,125,3,True,1
0.43,459,2,True,1
0.43,272,2,True,1
0.43,393,2,True,1
0.43,209,2,True,1
0.43,350,2,True,1
0.43,498,3,True,1
0.43,109,2,True,1
0.43,221,2,True,1
0.43,344,3,True,1
0.43,98,3,True,1
0.43,100,2,True,1
0.43,120,2,True,1
0.43,412,3,True,1
0.43,469,2,True,1
0.43,285,2,True,1
0.43,313,2,True,1
0.43,460,2,True,1
0.43,392,2,True,1
0.43,455,3,True,1
0.43,340,3,True,1
0.43,375,3,True,1
0.43,342,2,True,1
0.43,192,3,True,1
0.43,330,2,True,1
0.43,59,2,True,1
0.43,46,3,True,1
0.43,284,2,True,1
0.43,422,2,True,1
0.43,155,3,True,1
0.43,170,2,True,1
0.43,216,2,True,1
0.43,468,2,True,1
0.43,405,2,True,1
0.43,130,3,True,1
0.43,8,2,True,1
0.43,357,2,True,1
0.43,467,3,True,1
0.43,334,3,True,1
0.43,376,2,True,1
0.43,204,2,True,1
0.43,321,3,True,1
0.43,275,2,True,1
0.43,262,2,True,1
0.43,408,2,True,1
0.43,333,2,True,1
0.45,310,2,True,1
0.45,18,2,True,1
0.45,160,2,True,1
0.45,209,2,True,1
0.45,237,2,True,1
0.45,97,3,True,1
0.45,201,2,True,1
0.45,349,2,True,1
0.45,96,3,True,1
0.45,411,2,True,1
0.45,244,2,True,1
0.45,312,2,True,1
0.45,197,2,True,1
0.45,474,2,True,1
0.45,136,3,True,1
0.45,126,2,True,1
0.45,259,2,True,1
0.45,287,2,True,1
0.45,37,3,True,1
0.45,45,2,True,1
0.45,380,2,True,1
0.45,165,2,True,1
0.45,404,2,True,1
0.45,83,3,True,1
0.45,262,2,True,1
0.45,358,2,True,1
0.45,66,2,True,1
0.45,246,3,True,1
0.45,208,2,True,1
0.45,42,2,True,1
0.45,421,3,True,1
0.45,266,2,True,1
0.45,405,2,True,1
0.45,145,3,True,1
0.45,309,2,True,1
0.45,280,3,True,1
0.45,454,2,True,1
0.45,9,2,True,1
0.45,53,2,True,1
0.45,40,2,True,1
0.45,341,3,True,1
0.45,87,2,True,1
0.45,293,3,True,1
0.45,320,2,True,1
0.45,410,2,True,1
0.45,407,2,True,1
0.45,223,2,True,1
0.45,254,2,True,1
0.45,468,2,True,1
0.45,478,2,True,1
0.45,86,2,True,1
0.45,453,3,True,1
0.45,302,2,True,1
0.45,239,2,True,1
0.45,318,2,True,1
0.45,300,2,True,1
0.45,458,2,True,1
0.45,333,2,True,1
0.45,331,2,True,1
0.45,36,2,True,1
0.45,472,2,True,1
0.45,15,2,True,1
0.45,0,2,True,1
0.45,376,2,True,1
0.45,59,3,True,1
0.45,319,2,True,1
0.45,412,3,True,1
0.45,340,3,True,1
0.45,21,3,True,1
0.45,163,3,True,1
0.45,105,3,True,1
0.45,178,2,True,1
0.45,65,3,True,1
0.45,138,2,True,1
0.45,85,2,True,1
0.45,47,2,True,1
0.45,157,2,True,1
0.45,391,2,True,1
0.45,301,2,True,1
0.45,155,2,True,1
0.45,123,2,True,1
0.45,273,2,True,1
0.45,409,2,True,1
0.45,359,2,True,1
0.45,170,3,True,1
0.45,252,2,True,1
0.45,206,2,True,1
0.45,446,3,True,1
0.45,436,2,True,1
0.45,210,2,True,1
0.45,249,2,True,1
0.45,317,2,True,1
0.45,258,2,True,1
0.45,466,2,True,1
0.45,396,2,True,1
0.45,373,2,True,1
0.45,416,2,True,1
0.45,122,2,True,1
0.45,193,2,True,1
0.45,23,2,True,1
0.45,230,2,True,1
0.45,228,2,True,1
0.45,308,2,True,1
0.45,156,2,True,1
0.45,151,2,True,1
0.45,146,2,True,1
0.45,101,2,True,1
0.45,296,3,True,1
0.45,68,2,True,1
0.45,440,2,True,1
0.45,110,2,True,1
0.45,295,3,True,1
0.45,271,2,True,1
0.45,92,2,True,1
0.45,196,2,True,1
0.45,371,3,True,1
0.45,362,2,True,1
0.45,73,3,True,1
0.45,49,2,True,1
0.45,27,2,True,1
0.45,179,2,True,1
0.45,71,2,True,1
0.45,218,3,True,1
0.45,234,2,True,1
0.45,14,2,True,1
0.45,227,3,True,1
0.45,219,2,True,1
0.45,6,2,True,1
0.45,41,3,True,1
0.45,344,2,True,1
0.45,424,2,True,1
0.45,352,2,True,1
0.45,175,2,True,1
0.45,281,2,True,1
0.45,384,2,True,1
0.45,497,2,True,1
0.45,286,2,True,1
0.45,124,3,True,1
0.45,25,2,True,1
0.45,139,2,True,1
0.45,375,2,True,1
0.45,152,2,True,1
0.45,413,2,True,1
0.45,141,2,True,1
0.45,159,2,True,1
0.45,130,2,True,1
0.45,278,2,True,1
0.45,486,2,True,1
0.45,485,2,True,1
0.45,414,3,True,1
0.45,328,2,True,1
0.45,282,2,True,1
0.45,447,3,True,1
0.45,232,2,True,1
0.45,11,2,True,1
0.45,496,2,True,1
0.45,147,3,True,1
0.45,394,2,True,1
0.45,418,2,True,1
0.45,431,2,True,1
0.45,57,2,True,1
0.45,217,2,True,1
0.45,204,2,True,1
0.45,51,2,True,1
0.45,260,2,True,1
0.45,381,2,True,1
0.45,495,2,True,1
0.45,356,2,True,1
0.45,448,2,True,1
0.45,455,2,True,1
0.45,336,2,True,1
0.45,355,2,True,1
0.45,354,2,True,1
0.45,365,3,True,1
0.45,190,2,True,1
0.45,195,2,True,1
0.45,56,2,True,1
0.45,372,3,True,1
0.45,154,2,True,1
0.45,183,2,True,1
0.45,69,2,True,1
0.45,78,3,True,1
0.45,64,2,True,1
0.45,16,2,True,1
0.45,119,3,True,1
0.45,82,2,True,1
0.45,81,2,True,1
0.45,10,2,True,1
0.45,368,2,True,1
0.45,211,2,True,1
0.45,307,2,True,1
0.45,382,2,True,1
0.45,399,3,True,1
0.45,182,2,True,1
0.45,465,3,True,1
0.45,327,2,True,1
0.45,263,2,True,1
0.45,177,2,True,1
0.45,72,2,True,1
0.45,298,2,True,1
0.47,419,2,True,1
0.47,184,2,True,1
0.47,273,2,True,1
0.47,153,3,True,1
0.47,394,2,True,1
0.47,349,3,True,1
0.47,344,3,True,1
0.47,457,2,True,1
0.47,40,2,True,1
0.47,323,2,True,1
0.47,42,3,True,1
0.47,492,2,True,1
0.47,363,2,True,1
0.47,364,2,True,1
0.47,220,2,True,1
0.47,202,2,True,1
0.47,214,3,True,1
0.47,322,2,True,1
0.47,352,2,True,1
0.47,236,2,True,1
0.47,23,2,True,1
0.47,113,2,True,1
0.47,39,3,True,1
0.47,412,2,True,1
0.47,497,2,True,1
0.47,213,3,True,1
0.47,78,2,True,1
0.47,261,2,True,1
0.47,232,2,True,1
0.47,70,2,True,1
0.47,22,3,True,1
0.47,129,2,True,1
0.47,283,2,True,1
0.47,255,3,True,1
0.47,219,2,True,1
0.47,325,2,True,1
0.47,447,2,True,1
0.47,281,2,True,1
0.47,229,2,True,1
0.47,436,2,True,1
0.47,227,2,True,1
0.47,498,3,True,1
0.47,194,2,True,1
0.47,451,2,True,1
0.47,185,2,True,1
0.47,267,2,True,1
0.47,461,2,True,1
0.47,158,2,True,1
0.47,298,2,True,1
0.47,301,2,True,1
0.47,427,3,True,1
0.47,199,2,True,1
0.47,12,2,True,1
0.47,312,2,True,1
0.47,398,2,True,1
0.47,162,2,True,1
0.47,108,2,True,1
0.47,250,2,True,1
0.47,111,2,True,1
0.47,237,2,True,1
0.47,418,2,True,1
0.47,209,2,True,1
0.47,100,2,True,1
0.47,115,2,True,1
0.47,99,2,True,1
0.47,327,2,True,1
0.47,160,2,True,1
0.47,91,2,True,1
0.47,341,2,True,1
0.47,166,2,True,1
0.47,416,2,True,1
0.47,446,2,True,1
0.47,174,2,True,1
0.47,332,2,True,1
0.47,354,2,True,1
0.47,468,2,True,1
0.47,140,3,True,1
0.47,377,2,True,1
0.47,245,2,True,1
0.47,4,2,True,1
0.47,482,2,True,1
0.47,331,3,True,1
0.47,240,2,True,1
0.47,442,2,True,1
0.47,290,3,True,1
0.47,343,2,True,1
0.47,342,2,True,1
0.47,362,2,True,1
0.47,350,2,True,1
0.47,424,2,True,1
0.47,150,2,True,1
0.47,5,3,True,1
0.47,423,2,True,1
0.47,19,2,True,1
0.47,165,2,True,1
0.47,477,2,True,1
0.47,294,2,True,1
0.47,243,2,True,1
0.47,284,2,True,1
0.47,130,2,True,1
0.47,393,2,True,1
0.47,397,2,True,1
0.47,282,2,True,1
0.47,259,2,True,1
0.47,263,2,True,1
0.47,450,2,True,1
0.47,37,2,True,1
0.47,464,2,True,1
0.47,454,2,True,1
0.47,276,3,True,1
0.47,79,2,True,1
0.47,376,2,True,1
0.47,309,2,True,1
0.47,318,2,True,1
0.47,356,2,True,1
0.47,128,2,True,1
0.47,428,2,True,1
0.47,154,2,True,1
0.47,223,2,True,1
0.47,107,2,True,1
0.47,269,2,True,1
0.47,95,2,True,1
0.47,176,2,True,1
0.47,49,2,True,1
0.47,186,2,True,1
0.47,62,2,True,1
0.47,142,2,True,1
0.47,359,2,True,1
0.47,146,3,True,1
0.47,336,2,True,1
0.47,439,2,True,1
0.47,72,2,True,1
0.47,181,2,True,1
0.47,351,2,True,1
0.47,90,2,True,1
0.47,335,3,True,1
0.47,76,2,True,1
0.47,51,2,True,1
0.47,50,2,True,1
0.47,180,2,True,1
0.47,0,2,True,1
0.47,485,2,True,1
0.47,499,2,True,1
0.47,195,2,True,1
0.47,52,2,True,1
0.47,305,2,True,1
0.47,201,2,True,1
0.47,59,2,True,1
0.47,143,2,True,1
0.47,127,2,True,1
0.47,303,2,True,1
0.47,435,2,True,1
0.47,487,2,True,1
0.47,467,2,True,1
0.47,292,2,True,1
0.47,404,2,True,1
0.47,472,2,True,1
0.47,411,2,True,1
0.47,253,2,True,1
0.47,48,2,True,1
0.47,381,2,True,1
0.47,346,2,True,1
0.47,474,2,True,1
0.47,289,2,True,1
0.47,47,2,True,1
0.47,328,2,True,1
0.47,134,2,True,1
0.47,429,2,True,1
0.47,25,2,True,1
0.47,373,2,True,1
0.47,392,3,True,1
0.47,489,2,True,1
0.47,235,2,True,1
0.47,133,2,True,1
0.47,463,2,True,1
0.47,459,3,True,1
0.47,462,2,True,1
0.47,358,2,True,1
0.47,494,2,True,1
0.47,54,2,True,1
0.47,9,2,True,1
0.47,114,2,True,1
0.47,35,2,True,1
0.47,13,2,True,1
0.47,152,2,True,1
0.47,173,2,True,1
0.47,372,2,True,1
0.47,400,2,True,1
0.47,147,2,True,1
0.47,94,2,True,1
0.47,71,2,True,1
0.47,256,2,True,1
0.47,445,2,True,1
0.47,61,2,True,1
0.47,399,2,True,1
0.47,155,2,True,1
0.47,230,2,True,1
0.47,34,2,True,1
0.47,410,2,True,1
0.47,80,2,True,1
0.49,448,2,True,1
0.49,343,2,True,1
0.49,199,2,True,1
0.49,321,3,True,1
0.49,142,2,True,1
0.49,479,2,True,1
0.49,204,2,True,1
0.49,246,2,True,1
0.49,281,2,True,1
0.49,487,2,True,1
0.49,278,2,True,1
0.49,0,2,True,1
0.49,408,2,True,1
0.49,477,2,True,1
0.49,31,2,True,1
0.49,316,2,True,1
0.49,19,2,True,1
0.49,11,2,True,1
0.49,259,2,True,1
0.49,73,2,True,1
0.49,353,2,True,1
0.49,284,2,True,1
0.49,337,2,True,1
0.49,266,2,True,1
0.49,59,2,True,1
0.49,233,2,True,1
0.49,24,2,True,1
0.49,232,2,True,1
0.49,482,2,True,1
0.49,481,2,True,1
0.49,374,2,True,1
0.49,21,2,True,1
0.49,367,2,True,1
0.49,360,2,True,1
0.49,402,2,True,1
0.49,288,2,True,1
0.49,263,2,True,1
0.49,254,2,True,1
0.49,290,2,True,1
0.49,94,2,True,1
0.49,208,2,True,1
0.49,486,2,True,1
0.49,231,2,True,1
0.49,66,2,True,1
0.49,139,2,True,1
0.49,471,2,True,1
0.49,83,2,True,1
0.49,313,3,True,1
0.49,398,2,True,1
0.49,235,2,True,1
0.49,344,2,True,1
0.49,380,2,True,1
0.49,489,2,True,1
0.49,411,2,True,1
0.49,194,2,True,1
0.49,149,2,True,1
0.49,470,2,True,1
0.49,474,2,True,1
0.49,46,2,True,1
0.49,420,2,True,1
0.49,109,2,True,1
0.49,64,2,True,1
0.49,160,2,True,1
0.49,424,2,True,1
0.49,496,2,True,1
0.49,150,2,True,1
0.49,47,2,True,1
0.49,180,2,True,1
0.49,299,2,True,1
0.49,39,2,True,1
0.49,256,2,True,1
0.49,401,2,True,1
0.49,326,2,True,1
0.49,190,2,True,1
0.49,265,2,True,1
0.49,56,2,True,1
0.49,311,2,True,1
0.49,423,3,True,1
0.49,488,2,True,1
0.49,341,2,True,1
0.49,243,2,True,1
0.49,335,2,True,1
0.49,473,2,True,1
0.49,339,2,True,1
0.49,167,2,True,1
0.49,133,2,True,1
0.49,405,2,True,1
0.49,163,2,True,1
0.49,36,2,True,1
0.49,494,2,True,1
0.49,396,2,True,1
0.49,272,2,True,1
0.49,34,2,True,1
0.49,328,2,True,1
0.49,75,2,True,1
0.49,54,2,True,1
0.49,426,2,True,1
0.49,23,2,True,1
0.49,356,2,True,1
0.49,179,2,True,1
0.49,216,2,True,1
0.49,26,2,True,1
0.49,90,2,True,1
0.49,49,2,True,1
0.49,250,2,True,1
0.49,400,2,True,1
0.49,78,2,True,1
0.49,191,2,True,1
0.49,491,2,True,1
0.49,68,2,True,1
0.49,336,2,True,1
0.49,275,2,True,1
0.49,164,2,True,1
0.49,50,2,True,1
0.49,359,2,True,1
0.49,421,2,True,1
0.49,285,2,True,1
0.49,52,2,True,1
0.49,324,2,True,1
0.49,115,2,True,1
0.49,443,2,True,1
0.49,135,2,True,1
0.49,365,2,True,1
0.49,492,2,True,1
0.49,364,2,True,1
0.49,442,2,True,1
0.49,293,2,True,1
0.49,378,2,True,1
0.49,368,2,True,1
0.49,82,2,True,1
0.49,203,2,True,1
0.49,498,2,True,1
0.49,87,2,True,1
0.49,287,2,True,1
0.49,455,2,True,1
0.49,80,2,True,1
0.49,5,2,True,1
0.49,158,2,True,1
0.49,383,2,True,1
0.49,449,2,True,1
0.49,57,2,True,1
0.49,189,2,True,1
0.49,262,2,True,1
0.49,212,2,True,1
0.49,198,2,True,1
0.49,95,2,True,1
0.49,138,2,True,1
0.49,215,2,True,1
0.49,291,2,True,1
0.49,286,3,True,1
0.49,395,2,True,1
0.49,42,2,True,1
0.49,230,2,True,1
0.49,358,2,True,1
0.49,351,2,True,1
0.49,436,2,True,1
0.49,172,2,True,1
0.49,480,2,True,1
0.49,6,2,True,1
0.49,237,2,True,1
0.49,393,2,True,1
0.49,403,2,True,1
0.49,165,2,True,1
0.49,227,2,True,1
0.49,238,2,True,1
0.49,412,2,True,1
0.49,156,2,True,1
0.49,7,2,True,1
0.49,74,2,True,1
0.49,175,2,True,1
0.49,55,2,True,1
0.49,173,2,True,1
0.49,355,2,True,1
0.49,314,2,True,1
0.49,211,2,True,1
0.49,1,2,True,1
0.49,96,3,True,1
0.49,70,2,True,1
0.49,349,2,True,1
0.49,255,2,True,1
0.49,404,2,True,1
0.49,361,2,True,1
0.49,282,2,True,1
0.49,304,2,True,1
0.49,193,3,True,1
0.49,65,2,True,1
0.49,354,2,True,1
0.49,28,2,True,1
0.49,229,2,True,1
0.49,81,2,True,1
0.49,300,2,True,1
0.49,283,2,True,1
0.49,112,2,True,1
0.49,148,2,True,1
0.49,141,2,True,1
0.49,373,2,True,1
0.49,251,2,True,1
0.49,416,2,True,1
0.49,457,2,True,1
0.49,69,2,True,1
0.51,385,2,True,1
0.51,338,2,True,1
0.51,36,2,True,1
0.51,48,2,True,1
0.51,113,2,True,1
0.51,396,2,True,1
0.51,405,2,True,1
0.51,149,2,True,1
0.51,386,2,True,1
0.51,343,2,True,1
0.51,21,2,True,1
0.51,432,2,True,1
0.51,314,2,True,1
0.51,222,2,True,1
0.51,215,2,True,1
0.51,87,2,True,1
0.51,184,2,True,1
0.51,50,2,True,1
0.51,325,2,True,1
0.51,51,2,True,1
0.51,57,2,True,1
0.51,249,2,True,1
0.51,174,2,True,1
0.51,490,2,True,1
0.51,101,2,True,1
0.51,186,2,True,1
0.51,212,2,True,1
0.51,302,2,True,1
0.51,179,2,True,1
0.51,193,2,True,1
0.51,239,2,True,1
0.51,332,2,True,1
0.51,89,2,True,1
0.51,438,2,True,1
0.51,254,2,True,1
0.51,143,2,True,1
0.51,289,2,True,1
0.51,282,2,True,1
0.51,300,2,True,1
0.51,326,2,True,1
0.51,399,2,True,1
0.51,321,2,True,1
0.51,462,2,True,1
0.51,312,2,True,1
0.51,497,2,True,1
0.51,259,2,True,1
0.51,47,2,True,1
0.51,342,2,True,1
0.51,103,2,True,1
0.51,400,2,True,1
0.51,391,2,True,1
0.51,197,2,True,1
0.51,311,2,True,1
0.51,11,2,True,1
0.51,180,2,True,1
0.51,121,2,True,1
0.51,175,2,True,1
0.51,61,2,True,1
0.51,367,2,True,1
0.51,387,2,True,1
0.51,476,2,True,1
0.51,185,2,True,1
0.51,66,2,True,1
0.51,283,2,True,1
0.51,292,2,True,1
0.51,94,2,True,1
0.51,379,2,True,1
0.51,493,2,True,1
0.51,10,2,True,1
0.51,489,2,True,1
0.51,168,2,True,1
0.51,46,2,True,1
0.51,485,2,True,1
0.51,9,2,True,1
0.51,151,2,True,1
0.51,323,2,True,1
0.51,15,2,True,1
0.51,39,2,True,1
0.51,384,2,True,1
0.51,165,2,True,1
0.51,260,2,True,1
0.51,494,2,True,1
0.51,181,2,True,1
0.51,454,2,True,1
0.51,37,2,True,1
0.51,354,2,True,1
0.51,334,2,True,1
0.51,214,2,True,1
0.51,414,2,True,1
0.51,42,2,True,1
0.51,335,2,True,1
0.51,95,2,True,1
0.51,464,2,True,1
0.51,436,2,True,1
0.51,447,2,True,1
0.51,390,2,True,1
0.51,230,2,True,1
0.51,190,2,True,1
0.51,307,2,True,1
0.51,352,2,True,1
0.51,147,2,True,1
0.51,100,2,True,1
0.51,104,2,True,1
0.51,440,2,True,1
0.51,263,2,True,1
0.51,120,2,True,1
0.51,29,2,True,1
0.51,207,2,True,1
0.51,317,2,True,1
0.51,18,2,True,1
0.51,154,2,True,1
0.51,268,2,True,1
0.51,466,2,True,1
0.51,27,2,True,1
0.51,425,2,True,1
0.51,119,2,True,1
0.51,237,2,True,1
0.51,219,2,True,1
0.51,412,2,True,1
0.51,460,2,True,1
0.51,8,2,True,1
0.51,228,2,True,1
0.51,487,2,True,1
0.51,277,2,True,1
0.51,287,2,True,1
0.51,216,2,True,1
0.51,253,2,True,1
0.51,213,2,True,1
0.51,44,2,True,1
0.51,169,2,True,1
0.51,288,2,True,1
0.51,150,2,True,1
0.51,97,2,True,1
0.51,430,2,True,1
0.51,468,2,True,1
0.51,164,2,True,1
0.51,91,2,True,1
0.51,459,3,True,1
0.51,163,2,True,1
0.51,243,2,True,1
0.51,273,2,True,1
0.51,376,2,True,1
0.51,176,2,True,1
0.51,199,2,True,1
0.51,200,2,True,1
0.51,63,2,True,1
0.51,339,2,True,1
0.51,74,2,True,1
0.51,96,2,True,1
0.51,188,2,True,1
0.51,370,2,True,1
0.51,189,2,True,1
0.51,192,2,True,1
0.51,451,2,True,1
0.51,303,2,True,1
0.51,275,2,True,1
0.51,285,2,True,1
0.51,402,2,True,1
0.51,315,2,True,1
0.51,130,2,True,1
0.51,41,2,True,1
0.51,134,2,True,1
0.51,374,2,True,1
0.51,475,2,True,1
0.51,194,2,True,1
0.51,60,2,True,1
0.51,428,2,True,1
0.51,69,2,True,1
0.51,196,2,True,1
0.51,369,2,True,1
0.51,141,2,True,1
0.51,218,2,True,1
0.51,146,2,True,1
0.51,17,2,True,1
0.51,229,2,True,1
0.51,128,2,True,1
0.51,328,2,True,1
0.51,375,2,True,1
0.51,162,2,True,1
0.51,81,2,True,1
0.51,88,2,True,1
0.51,444,2,True,1
0.51,49,2,True,1
0.51,76,2,True,1
0.51,78,2,True,1
0.51,187,2,True,1
0.51,457,2,True,1
0.51,403,2,True,1
0.51,445,2,True,1
0.51,471,2,True,1
0.51,274,2,True,1
0.51,251,2,True,1
0.51,73,2,True,1
0.51,236,2,True,1
0.51,270,2,True,1
0.51,210,2,True,1
0.51,291,2,True,1
0.51,350,2,True,1
0.51,131,2,True,1
0.51,33,2,True,1
0.53,383,2,True,1
0.53,250,2,True,1
0.53,62,2,True,1
0.53,232,2,True,1
0.53,493,2,True,1
0.53,79,2,True,1
0.53,31,2,True,1
0.53,154,2,True,1
0.53,241,2,True,1
0.53,116,2,True,1
0.53,408,2,True,1
0.53,333,2,True,1
0.53,228,2,True,1
0.53,75,2,True,1
0.53,366,2,True,1
0.53,302,2,True,1
0.53,310,2,True,1
0.53,495,2,True,1
0.53,338,2,True,1
0.53,104,2,True,1
0.53,326,2,True,1
0.53,36,2,True,1
0.53,417,2,True,1
0.53,462,2,True,1
0.53,280,2,True,1
0.53,399,2,True,1
0.53,444,2,True,1
0.53,216,2,True,1
0.53,395,2,True,1
0.53,21,2,True,1
0.53,261,2,True,1
0.53,465,2,True,1
0.53,187,2,True,1
0.53,82,2,True,1
0.53,330,2,True,1
0.53,97,2,True,1
0.53,497,2,True,1
0.53,458,2,True,1
0.53,445,2,True,1
0.53,10,2,True,1
0.53,433,2,True,1
0.53,447,2,True,1
0.53,407,2,True,1
0.53,138,2,True,1
0.53,87,2,True,1
0.53,111,2,True,1
0.53,390,2,True,1
0.53,343,2,True,1
0.53,168,2,True,1
0.53,65,2,True,1
0.53,448,2,True,1
0.53,37,2,True,1
0.53,293,2,True,1
0.53,488,2,True,1
0.53,494,2,True,1
0.53,374,2,True,1
0.53,480,2,True,1
0.53,121,2,True,1
0.53,457,2,True,1
0.53,107,2,True,1
0.53,208,2,True,1
0.53,33,2,True,1
0.53,32,2,True,1
0.53,328,2,True,1
0.53,446,2,True,1
0.53,80,2,True,1
0.53,307,2,True,1
0.53,202,2,True,1
0.53,131,2,True,1
0.53,209,2,True,1
0.53,29,2,True,1
0.53,464,2,True,1
0.53,44,2,True,1
0.53,175,2,True,1
0.53,113,2,True,1
0.53,103,2,True,1
0.53,30,2,True,1
0.53,199,2,True,1
0.53,429,2,True,1
0.53,319,2,True,1
0.53,443,2,True,1
0.53,422,2,True,1
0.53,74,2,True,1
0.53,235,2,True,1
0.53,284,2,True,1
0.53,244,2,True,1
0.53,213,2,True,1
0.53,288,2,True,1
0.53,18,2,True,1
0.53,483,2,True,1
0.53,491,2,True,1
0.53,409,2,True,1
0.53,68,2,True,1
0.53,489,2,True,1
0.53,139,2,True,1
0.53,119,2,True,1
0.53,215,2,True,1
0.53,384,2,True,1
0.53,485,2,True,1
0.53,400,2,True,1
0.53,126,2,True,1
0.53,388,2,True,1
0.53,35,2,True,1
0.53,313,2,True,1
0.53,84,2,True,1
0.53,230,2,True,1
0.53,316,2,True,1
0.53,239,2,True,1
0.53,195,2,True,1
0.53,96,2,True,1
0.53,298,2,True,1
0.53,416,2,True,1
0.53,48,2,True,1
0.53,167,2,True,1
0.53,260,2,True,1
0.53,52,2,True,1
0.53,269,2,True,1
