clue_fraction,target,iterations,converged,exact_acc
0.29,238,167,True,0
0.29,5,120,True,0
0.29,305,30,True,0
0.29,96,129,True,0
0.29,169,127,True,0
0.29,421,61,True,0
0.29,175,3,True,1
0.29,485,154,True,0
0.29,86,104,True,0
0.29,36,3,True,1
0.29,428,4,True,1
0.31,409,65,True,0
0.31,8,124,True,0
0.31,303,147,True,0
0.31,2,4,True,1
0.31,212,138,True,0
0.31,11,3,True,1
0.31,382,3,True,1
0.31,81,3,True,1
0.31,241,3,True,1
0.31,103,3,True,1
0.31,325,74,True,0
0.31,32,138,True,0
0.31,300,4,True,1
0.31,387,3,True,1
0.31,455,3,True,1
0.31,119,4,True,1
0.31,177,3,True,1
0.31,73,3,True,1
0.31,292,76,True,0
0.31,42,3,True,1
0.31,151,53,True,0
0.31,6,3,True,1
0.31,252,127,True,0
0.31,362,3,True,1
0.31,250,3,True,1
0.31,244,3,True,1
0.31,374,54,True,0
0.31,159,3,True,1
0.31,89,3,True,1
0.31,482,3,True,1
0.31,390,28,True,0
0.31,415,3,True,1
0.31,322,3,True,1
0.31,43,3,True,1
0.31,134,42,True,0
0.31,420,2,True,1
0.31,44,160,True,0
0.31,161,10,True,0
0.31,19,134,True,0
0.31,266,3,True,1
0.31,259,39,True,0
0.31,38,3,True,1
0.31,249,3,True,1
0.31,265,134,True,0
0.31,84,3,True,1
0.31,368,3,True,1
0.31,61,3,True,1
0.31,487,3,True,1
0.31,198,127,True,0
0.31,132,158,True,0
0.31,245,3,True,1
0.31,215,131,True,0
0.31,234,3,True,1
0.31,55,29,True,0
0.31,283,3,True,1
0.31,59,177,True,0
0.31,370,13,True,0
0.31,317,3,True,1
0.31,324,28,True,0
0.31,14,3,True,1
0.31,193,36,True,0
0.31,326,118,True,0
0.31,72,25,True,0
0.31,456,3,True,1
0.31,493,126,True,0
0.31,480,3,True,1
0.31,471,38,True,0
0.31,105,4,True,1
0.31,253,4,True,1
0.31,414,3,True,1
0.31,447,124,True,0
0.31,165,33,True,0
0.31,410,3,True,1
0.31,276,25,True,0
0.31,155,3,True,1
0.31,434,143,True,0
0.31,133,125,True,0
0.31,327,3,True,1
0.31,484,3,True,1
0.31,497,4,True,1
0.31,192,3,True,1
0.31,338,154,True,0
0.31,334,3,True,1
0.31,450,3,True,1
0.31,116,20,True,0
0.31,336,4,True,1
0.31,218,64,True,0
0.31,145,128,True,0
0.31,27,3,True,1
0.31,448,71,True,0
0.31,298,3,True,1
0.31,150,130,True,0
0.31,291,4,True,1
0.31,277,4,True,1
0.31,284,6,True,0
0.31,50,117,True,0
0.31,296,3,True,1
0.31,54,3,True,1
0.31,364,3,True,1
0.31,355,3,True,1
0.31,35,3,True,1
0.31,372,64,True,0
0.31,357,128,True,0
0.31,69,142,True,0
0.31,269,129,True,0
0.31,406,3,True,1
0.31,263,3,True,1
0.31,472,130,True,0
0.31,208,3,True,1
0.31,228,2,True,1
0.31,363,130,True,0
0.31,121,26,True,0
0.31,271,3,True,1
0.31,22,3,True,1
0.31,262,3,True,1
0.31,473,3,True,1
0.31,427,3,True,1
0.31,170,3,True,1
0.31,7,3,True,1
0.31,33,3,True,1
0.31,356,3,True,1
0.31,288,134,True,0
0.31,354,65,True,0
0.31,489,3,True,1
0.31,475,81,True,0
0.31,270,5,True,0
0.31,345,127,True,0
0.31,157,51,True,0
0.31,304,134,True,0
0.31,64,3,True,1
0.31,302,58,True,0
0.31,152,48,True,0
0.31,320,3,True,1
0.31,176,5,True,1
0.31,424,132,True,0
0.31,392,29,True,0
0.31,209,4,True,1
0.31,431,3,True,1
0.31,146,5,True,1
0.31,158,3,True,1
0.31,469,3,True,1
0.31,186,13,True,0
0.31,346,8,True,0
0.31,181,3,True,1
0.31,342,44,True,0
0.31,315,145,True,0
0.31,164,51,True,0
0.31,272,162,True,0
0.31,331,16,True,0
0.31,348,2,True,1
0.31,371,3,True,1
0.31,440,3,True,1
0.31,21,3,True,1
0.31,135,3,True,1
0.31,388,3,True,1
0.31,459,139,True,0
0.31,490,151,True,0
0.31,107,122,True,0
0.31,109,2,True,1
0.31,94,171,True,0
0.31,25,56,True,0
0.31,0,4,True,1
0.31,328,4,True,1
0.31,137,3,True,1
0.31,17,29,True,0
0.31,100,3,True,1
0.31,28,2,True,1
0.31,187,77,True,0
0.31,211,146,True,0
0.31,492,3,True,1
0.31,96,3,True,1
0.31,309,75,True,0
0.31,82,4,True,1
0.31,294,121,True,0
0.31,167,127,True,0
0.31,39,3,True,1
0.31,412,128,True,0
0.31,369,4,True,1
0.31,173,4,True,1
0.31,316,3,True,1
0.31,10,3,True,1
0.31,179,35,True,0
0.31,126,5,True,1
0.31,178,46,True,0
0.31,47,3,True,1
0.31,248,3,True,1
0.31,381,3,True,1
0.31,365,4,True,1
0.31,399,3,True,1
0.31,67,55,True,0
0.31,443,4,True,0
0.31,118,26,True,0
0.31,242,27,True,0
0.31,106,3,True,1
0.31,446,3,True,1
0.31,411,5,True,0
0.31,285,66,True,0
0.31,207,155,True,0
0.31,419,3,True,1
0.31,422,121,True,0
0.33,26,3,True,1
0.33,340,3,True,1
0.33,273,3,True,1
0.33,486,3,True,1
0.33,51,129,True,0
0.33,440,3,True,1
0.33,175,49,True,0
0.33,478,2,True,1
0.33,200,4,True,1
0.33,378,2,True,1
0.33,69,3,True,1
0.33,499,4,True,1
0.33,408,25,True,0
0.33,272,4,True,1
0.33,54,3,True,1
0.33,430,3,True,1
0.33,207,4,True,1
0.33,106,3,True,1
0.33,13,4,True,1
0.33,198,3,True,1
0.33,493,3,True,1
0.33,65,3,True,1
0.33,5,16,True,0
0.33,363,3,True,1
0.33,470,144,True,0
0.33,375,4,True,1
0.33,40,3,True,1
0.33,309,4,True,1
0.33,310,4,True,1
0.33,444,3,True,1
0.33,404,19,True,0
0.33,483,3,True,1
0.33,124,3,True,1
0.33,145,4,True,1
0.33,392,4,True,0
0.33,104,44,True,0
0.33,56,161,True,0
0.33,469,3,True,1
0.33,343,2,True,1
0.33,334,122,True,0
0.33,259,4,True,1
0.33,29,3,True,1
0.33,418,3,True,1
0.33,407,3,True,1
0.33,96,3,True,1
0.33,179,3,True,1
0.33,186,4,True,1
0.33,132,3,True,1
0.33,71,3,True,1
0.33,190,3,True,1
0.33,173,4,True,1
0.33,362,3,True,1
0.33,181,3,True,1
0.33,213,131,True,0
0.33,348,3,True,1
0.33,370,3,True,1
0.33,495,3,True,1
0.33,269,3,True,1
0.33,148,4,True,1
0.33,136,3,True,1
0.33,24,3,True,1
0.33,157,3,True,1
0.33,482,3,True,1
0.33,170,3,True,1
0.33,126,3,True,1
0.33,174,16,True,0
0.33,77,3,True,1
0.33,333,3,True,1
0.33,68,3,True,1
0.33,72,3,True,1
0.33,498,3,True,1
0.33,95,117,True,0
0.33,123,3,True,1
0.33,209,3,True,1
0.33,356,3,True,1
0.33,281,3,True,1
0.33,280,2,True,1
0.33,437,3,True,1
0.33,442,3,True,1
0.33,461,150,True,0
0.33,402,3,True,1
0.33,302,3,True,1
0.33,109,5,True,0
0.33,308,124,True,0
0.33,393,4,True,1
0.33,222,4,True,1
0.33,270,3,True,1
0.33,168,3,True,1
0.33,91,2,True,1
0.33,31,66,True,0
0.33,1,4,True,0
0.33,450,3,True,1
0.33,432,3,True,1
0.33,76,3,True,1
0.33,346,3,True,1
0.33,424,3,True,1
0.33,55,3,True,1
0.33,287,3,True,1
0.33,298,3,True,1
0.33,448,132,True,0
0.33,58,52,True,0
0.33,225,4,True,1
0.33,20,3,True,1
0.33,456,3,True,1
0.33,221,3,True,1
0.33,120,3,True,1
0.33,80,28,True,0
0.33,401,27,True,0
0.33,84,3,True,1
0.33,337,3,True,1
0.33,19,3,True,1
0.33,258,3,True,1
0.33,67,2,True,1
0.33,196,26,True,0
0.33,290,2,True,1
0.33,154,3,True,1
0.33,41,63,True,0
0.33,10,3,True,1
0.33,476,3,True,1
0.33,355,136,True,0
0.33,211,3,True,1
0.33,255,3,True,1
0.33,226,4,True,1
0.33,303,3,True,1
0.33,295,3,True,1
0.33,4,4,True,1
0.33,9,3,True,1
0.33,133,4,True,0
0.33,241,3,True,1
0.33,161,104,True,0
0.33,257,3,True,1
0.33,301,131,True,0
0.33,66,150,True,0
0.33,130,3,True,1
0.33,129,3,True,1
0.33,36,3,True,1
0.33,388,3,True,1
0.33,70,3,True,1
0.33,219,3,True,1
0.33,285,3,True,1
0.33,88,3,True,1
0.33,282,3,True,1
0.33,307,4,True,1
0.33,140,3,True,1
0.33,97,3,True,1
0.33,22,3,True,1
0.33,18,4,True,1
0.33,158,4,True,1
0.33,111,3,True,1
0.33,232,3,True,1
0.33,201,3,True,1
0.33,223,131,True,0
0.33,326,3,True,1
0.33,358,3,True,1
0.33,59,3,True,1
0.33,23,57,True,0
0.33,311,3,True,1
0.33,279,3,True,1
0.33,135,3,True,1
0.33,446,3,True,1
0.33,304,132,True,0
0.33,414,120,True,0
0.33,305,3,True,1
0.33,193,120,True,0
0.33,115,4,True,1
0.33,353,3,True,1
0.33,319,3,True,1
0.33,216,65,True,0
0.33,50,3,True,1
0.33,256,3,True,1
0.33,94,4,True,1
0.33,399,3,True,1
0.33,44,2,True,1
0.33,27,41,True,0
0.33,37,3,True,1
0.33,345,3,True,1
0.33,114,12,True,0
0.33,416,3,True,1
0.33,415,59,True,0
0.33,64,36,True,0
0.33,361,3,True,1
0.33,99,2,True,1
0.33,167,54,True,0
0.33,6,3,True,1
0.33,217,3,True,1
0.33,487,130,True,0
0.33,7,3,True,1
0.33,397,3,True,1
0.33,194,3,True,1
0.33,492,122,True,0
0.33,379,131,True,0
0.33,328,29,True,0
0.33,237,3,True,1
0.33,139,3,True,1
0.33,443,2,True,1
0.33,32,150,True,0
0.33,231,3,True,1
0.33,227,47,True,0
0.33,472,118,True,0
0.33,261,3,True,1
0.35,240,3,True,1
0.35,411,3,True,1
0.35,42,3,True,1
0.35,265,22,True,0
0.35,72,3,True,1
0.35,51,3,True,1
0.35,346,2,True,1
0.35,254,3,True,1
0.35,268,2,True,1
0.35,161,3,True,1
0.35,208,3,True,1
0.35,468,3,True,1
0.35,293,3,True,1
0.35,62,3,True,1
0.35,280,131,True,0
0.35,381,3,True,1
0.35,64,103,True,0
0.35,232,2,True,1
0.35,367,3,True,1
0.35,252,3,True,1
0.35,142,3,True,1
0.35,276,3,True,1
0.35,187,2,True,1
0.35,100,3,True,1
0.35,476,3,True,1
0.35,459,3,True,1
0.35,173,2,True,1
0.35,454,3,True,1
0.35,447,2,True,1
0.35,359,35,True,0
0.35,58,3,True,1
0.35,291,2,True,1
0.35,83,127,True,0
0.35,224,3,True,1
0.35,372,56,True,0
0.35,191,2,True,1
0.35,354,3,True,1
0.35,403,3,True,1
0.35,71,3,True,1
0.35,33,3,True,1
0.35,102,4,True,1
0.35,387,3,True,1
0.35,206,3,True,1
0.35,340,3,True,1
0.35,17,6,True,0
0.35,345,4,True,1
0.35,310,3,True,1
0.35,67,3,True,1
0.35,28,3,True,1
0.35,122,3,True,1
0.35,499,3,True,1
0.35,314,59,True,0
0.35,453,157,True,0
0.35,56,3,True,1
0.35,421,3,True,1
0.35,425,3,True,1
0.35,431,2,True,1
0.35,357,3,True,1
0.35,396,4,True,1
0.35,317,3,True,1
0.35,284,3,True,1
0.35,86,3,True,1
0.35,423,4,True,1
0.35,160,2,True,1
0.35,18,3,True,1
0.35,32,3,True,1
0.35,322,6,True,1
0.35,190,3,True,1
0.35,419,3,True,1
0.35,164,3,True,1
0.35,75,3,True,1
0.35,391,2,True,1
0.35,65,3,True,1
0.35,480,3,True,1
0.35,374,3,True,1
0.35,52,3,True,1
0.35,257,2,True,1
0.35,94,119,True,0
0.35,66,2,True,1
0.35,13,3,True,1
0.35,398,3,True,1
0.35,316,3,True,1
0.35,14,2,True,1
0.35,281,3,True,1
0.35,201,2,True,1
0.35,152,3,True,1
0.35,471,3,True,1
0.35,473,3,True,1
0.35,432,3,True,1
0.35,98,3,True,1
0.35,212,3,True,1
0.35,210,3,True,1
0.35,324,3,True,1
0.35,361,4,True,1
0.35,149,3,True,1
0.35,312,3,True,1
0.35,448,3,True,1
0.35,48,3,True,1
0.35,30,3,True,1
0.35,308,3,True,1
0.35,116,3,True,1
0.35,202,2,True,1
0.35,486,146,True,0
0.35,147,3,True,1
0.35,136,3,True,1
0.35,78,129,True,0
0.35,285,3,True,1
0.35,39,60,True,0
0.35,262,3,True,1
0.35,458,3,True,1
0.35,181,3,True,1
0.35,76,3,True,1
0.35,111,3,True,1
0.35,189,3,True,1
0.35,37,118,True,0
0.35,241,135,True,0
0.35,188,3,True,1
0.35,21,3,True,1
0.35,369,3,True,1
0.35,5,3,True,1
0.35,309,2,True,1
0.35,379,3,True,1
0.35,277,3,True,1
0.35,350,3,True,1
0.35,123,4,True,1
0.35,184,3,True,1
0.35,81,3,True,1
0.35,455,124,True,0
0.35,467,3,True,1
0.35,477,3,True,1
0.35,57,55,True,0
0.35,497,60,True,0
0.35,11,3,True,1
0.35,489,3,True,1
0.35,488,3,True,1
0.35,407,3,True,1
0.35,46,9,True,0
0.35,306,4,True,1
0.35,12,3,True,1
0.35,373,3,True,1
0.35,185,3,True,1
0.35,233,3,True,1
0.35,290,4,True,1
0.35,171,2,True,1
0.35,330,6,True,1
0.35,465,141,True,0
0.35,73,3,True,1
0.35,274,4,True,1
0.35,491,2,True,1
0.35,235,4,True,1
0.35,343,3,True,1
0.35,416,3,True,1
0.35,141,3,True,1
0.35,211,3,True,1
0.35,55,3,True,1
0.35,61,3,True,1
0.35,15,3,True,1
0.35,87,3,True,1
0.35,126,3,True,1
0.35,60,121,True,0
0.35,248,120,True,0
0.35,244,3,True,1
0.35,23,3,True,1
0.35,239,2,True,1
0.35,344,3,True,1
0.35,282,2,True,1
0.35,106,3,True,1
0.35,253,3,True,1
0.35,135,132,True,0
0.35,159,3,True,1
0.35,485,2,True,1
0.35,119,3,True,1
0.35,389,3,True,1
0.35,77,3,True,1
0.35,422,3,True,1
0.35,275,3,True,1
0.35,197,2,True,1
0.35,125,3,True,1
0.35,143,3,True,1
0.35,103,3,True,1
0.35,96,3,True,1
0.35,484,3,True,1
0.35,353,3,True,1
0.35,205,3,True,1
0.35,127,4,True,1
0.35,375,3,True,1
0.35,250,3,True,1
0.35,199,3,True,1
0.35,349,3,True,1
0.35,405,3,True,1
0.35,242,3,True,1
0.35,231,3,True,1
0.35,91,45,True,0
0.35,40,3,True,1
0.35,338,2,True,1
0.35,229,3,True,1
0.35,481,2,True,1
0.35,144,3,True,1
0.35,301,3,True,1
0.35,138,3,True,1
0.37,354,3,True,1
0.37,496,3,True,1
0.37,318,142,True,0
0.37,248,2,True,1
0.37,346,2,True,1
0.37,99,4,True,1
0.37,414,2,True,1
0.37,362,3,True,1
0.37,201,3,True,1
0.37,68,3,True,1
0.37,423,2,True,1
0.37,435,4,True,1
0.37,458,3,True,1
0.37,310,3,True,1
0.37,102,3,True,1
0.37,58,3,True,1
0.37,63,3,True,1
0.37,327,3,True,1
0.37,479,2,True,1
0.37,347,3,True,1
0.37,336,2,True,1
0.37,52,3,True,1
0.37,190,3,True,1
0.37,461,2,True,1
0.37,297,3,True,1
0.37,299,3,True,1
0.37,241,3,True,1
0.37,406,3,True,1
0.37,312,2,True,1
0.37,199,3,True,1
0.37,323,2,True,1
0.37,103,2,True,1
0.37,268,3,True,1
0.37,9,3,True,1
0.37,261,3,True,1
0.37,467,3,True,1
0.37,218,3,True,1
0.37,151,3,True,1
0.37,30,2,True,1
0.37,275,2,True,1
0.37,89,4,True,1
0.37,114,3,True,1
0.37,228,3,True,1
0.37,287,3,True,1
0.37,12,3,True,1
0.37,364,3,True,1
0.37,358,3,True,1
0.37,389,3,True,1
0.37,19,2,True,1
0.37,463,2,True,1
0.37,78,3,True,1
0.37,215,158,True,0
0.37,169,3,True,1
0.37,450,2,True,1
0.37,253,2,True,1
0.37,48,3,True,1
0.37,111,3,True,1
0.37,156,2,True,1
0.37,57,3,True,1
0.37,79,3,True,1
0.37,260,2,True,1
0.37,331,2,True,1
0.37,97,3,True,1
0.37,46,20,True,0
0.37,405,2,True,1
0.37,349,3,True,1
0.37,438,2,True,1
0.37,232,2,True,1
0.37,385,3,True,1
0.37,26,2,True,1
0.37,94,3,True,1
0.37,352,3,True,1
0.37,101,3,True,1
0.37,417,3,True,1
0.37,416,3,True,1
0.37,166,3,True,1
0.37,345,3,True,1
0.37,342,2,True,1
0.37,133,3,True,1
0.37,256,3,True,1
0.37,62,3,True,1
0.37,176,3,True,1
0.37,141,3,True,1
0.37,400,3,True,1
0.37,404,4,True,1
0.37,90,3,True,1
0.37,17,2,True,1
0.37,96,3,True,1
0.37,82,3,True,1
0.37,145,2,True,1
0.37,365,3,True,1
0.37,412,3,True,1
0.37,322,4,True,1
0.37,397,2,True,1
0.37,300,3,True,1
0.37,490,3,True,1
0.37,445,2,True,1
0.37,21,3,True,1
0.37,128,2,True,1
0.37,194,3,True,1
0.37,424,2,True,1
0.37,430,3,True,1
0.37,285,3,True,1
0.37,39,3,True,1
0.37,434,4,True,1
0.37,257,3,True,1
0.37,223,3,True,1
0.37,84,3,True,1
0.37,196,3,True,1
0.37,81,3,True,1
0.37,49,3,True,1
0.37,162,3,True,1
0.37,3,3,True,1
0.37,165,3,True,1
0.37,375,3,True,1
0.37,55,3,True,1
0.37,200,2,True,1
0.37,27,2,True,1
0.37,337,3,True,1
0.37,486,2,True,1
0.37,183,3,True,1
0.37,131,3,True,1
0.37,73,3,True,1
0.37,104,3,True,1
0.37,272,3,True,1
0.37,43,3,True,1
0.37,247,3,True,1
0.37,296,3,True,1
0.37,38,3,True,1
0.37,330,3,True,1
0.37,293,3,True,1
0.37,267,35,True,0
0.37,470,2,True,1
0.37,432,3,True,1
0.37,301,3,True,1
0.37,14,5,True,1
0.37,50,3,True,1
0.37,11,3,True,1
0.37,116,3,True,1
0.37,164,3,True,1
0.37,305,3,True,1
0.37,294,124,True,0
0.37,265,40,True,0
0.37,415,4,True,1
0.37,429,2,True,1
0.37,217,14,True,0
0.37,220,3,True,1
0.37,8,3,True,1
0.37,436,2,True,1
0.37,13,2,True,1
0.37,251,4,True,1
0.37,129,3,True,1
0.37,344,126,True,0
0.37,195,3,True,1
0.37,243,3,True,1
0.37,492,2,True,1
0.37,374,2,True,1
0.37,240,3,True,1
0.37,40,3,True,1
0.37,388,4,True,1
0.37,484,3,True,1
0.37,160,172,True,0
0.37,282,3,True,1
0.37,408,3,True,1
0.37,468,2,True,1
0.37,109,2,True,1
0.37,276,3,True,1
0.37,290,3,True,1
0.37,202,3,True,1
0.37,390,3,True,1
0.37,447,3,True,1
0.37,313,131,True,0
0.37,387,38,True,0
0.37,36,3,True,1
0.37,403,3,True,1
0.37,488,3,True,1
0.37,174,3,True,1
0.37,77,3,True,1
0.37,69,3,True,1
0.37,262,3,True,1
0.37,426,3,True,1
0.37,163,3,True,1
0.37,136,3,True,1
0.37,356,2,True,1
0.37,32,2,True,1
0.37,113,2,True,1
0.37,229,3,True,1
0.37,255,2,True,1
0.37,425,2,True,1
0.37,186,3,True,1
0.37,393,4,True,1
0.37,366,3,True,1
0.37,123,4,True,1
0.37,273,3,True,1
0.37,411,3,True,1
0.37,72,3,True,1
0.37,472,3,True,1
0.37,213,3,True,1
0.37,428,3,True,1
0.37,33,3,True,1
0.39,459,3,True,1
0.39,4,3,True,1
0.39,85,3,True,1
0.39,209,2,True,1
0.39,195,3,True,1
0.39,234,3,True,1
0.39,466,3,True,1
0.39,476,2,True,1
0.39,323,2,True,1
0.39,363,3,True,1
0.39,87,3,True,1
0.39,177,2,True,1
0.39,88,2,True,1
0.39,286,3,True,1
0.39,350,2,True,1
0.39,411,2,True,1
0.39,301,2,True,1
0.39,373,2,True,1
0.39,273,2,True,1
0.39,254,2,True,1
0.39,182,3,True,1
0.39,183,3,True,1
0.39,302,3,True,1
0.39,290,2,True,1
0.39,371,2,True,1
0.39,275,2,True,1
0.39,117,3,True,1
0.39,365,3,True,1
0.39,184,2,True,1
0.39,442,3,True,1
0.39,139,3,True,1
0.39,288,3,True,1
0.39,217,3,True,1
0.39,469,3,True,1
0.39,233,2,True,1
0.39,306,3,True,1
0.39,3,3,True,1
0.39,16,2,True,1
0.39,203,3,True,1
0.39,366,3,True,1
0.39,173,3,True,1
0.39,341,2,True,1
0.39,133,3,True,1
0.39,380,2,True,1
0.39,461,2,True,1
0.39,415,2,True,1
0.39,386,3,True,1
0.39,219,3,True,1
0.39,358,3,True,1
0.39,493,3,True,1
0.39,428,2,True,1
0.39,307,2,True,1
0.39,495,3,True,1
0.39,354,2,True,1
0.39,179,2,True,1
0.39,202,2,True,1
0.39,90,3,True,1
0.39,157,3,True,1
0.39,449,3,True,1
0.39,433,3,True,1
0.39,308,3,True,1
0.39,178,2,True,1
0.39,342,3,True,1
0.39,229,3,True,1
0.39,356,3,True,1
0.39,2,2,True,1
0.39,261,3,True,1
0.39,150,3,True,1
0.39,10,2,True,1
0.39,494,2,True,1
0.39,145,3,True,1
0.39,383,2,True,1
0.39,472,3,True,1
0.39,385,3,True,1
0.39,484,3,True,1
0.39,240,2,True,1
0.39,92,3,True,1
0.39,389,3,True,1
0.39,215,3,True,1
0.39,377,3,True,1
0.39,300,3,True,1
0.39,69,3,True,1
0.39,480,3,True,1
0.39,34,3,True,1
0.39,339,2,True,1
0.39,23,3,True,1
0.39,24,2,True,1
0.39,467,2,True,1
0.39,22,2,True,1
0.39,477,3,True,1
0.39,331,2,True,1
0.39,499,2,True,1
0.39,441,2,True,1
0.39,84,2,True,1
0.39,311,3,True,1
0.39,189,4,True,1
0.39,491,2,True,1
0.39,192,3,True,1
0.39,59,3,True,1
0.39,99,2,True,1
0.39,78,3,True,1
0.39,97,3,True,1
0.39,496,2,True,1
0.39,81,3,True,1
0.39,153,2,True,1
0.39,49,3,True,1
0.39,126,3,True,1
0.39,7,3,True,1
0.39,332,2,True,1
0.39,39,2,True,1
0.39,71,3,True,1
0.39,277,2,True,1
0.39,106,3,True,1
0.39,486,3,True,1
0.39,447,3,True,1
0.39,303,3,True,1
0.39,443,2,True,1
0.39,163,2,True,1
0.39,393,2,True,1
0.39,25,3,True,1
0.39,41,2,True,1
0.39,52,3,True,1
0.39,492,2,True,1
0.39,102,3,True,1
0.39,118,2,True,1
0.39,450,3,True,1
0.39,468,2,True,1
0.39,318,2,True,1
0.39,305,2,True,1
0.39,56,3,True,1
0.39,406,3,True,1
0.39,134,3,True,1
0.39,253,3,True,1
0.39,359,2,True,1
0.39,237,3,True,1
0.39,299,3,True,1
0.39,257,3,True,1
0.39,57,2,True,1
0.39,127,2,True,1
0.39,264,3,True,1
0.39,474,2,True,1
0.39,31,3,True,1
0.39,42,3,True,1
0.39,357,2,True,1
0.39,194,2,True,1
0.39,367,3,True,1
0.39,372,3,True,1
0.39,15,2,True,1
0.39,432,3,True,1
0.39,312,3,True,1
0.39,155,3,True,1
0.39,352,2,True,1
0.39,53,2,True,1
0.39,322,3,True,1
0.39,27,2,True,1
0.39,381,3,True,1
0.39,338,2,True,1
0.39,108,3,True,1
0.39,82,3,True,1
0.39,93,3,True,1
0.39,416,3,True,1
0.39,201,4,True,1
0.39,198,2,True,1
0.39,435,3,True,1
0.39,222,3,True,1
0.39,9,2,True,1
0.39,48,2,True,1
0.39,167,2,True,1
0.39,232,3,True,1
0.39,368,3,True,1
0.39,282,3,True,1
0.39,246,2,True,1
0.39,159,2,True,1
0.39,123,2,True,1
0.39,216,2,True,1
0.39,291,2,True,1
0.39,270,3,True,1
0.39,104,2,True,1
0.39,168,4,True,1
0.39,360,3,True,1
0.39,244,2,True,1
0.39,374,2,True,1
0.39,61,4,True,1
0.39,221,3,True,1
0.39,251,3,True,1
0.39,481,3,True,1
0.39,250,3,True,1
0.39,121,3,True,1
0.39,55,2,True,1
0.39,391,3,True,1
0.39,122,3,True,1
0.39,498,3,True,1
0.39,197,2,True,1
0.39,231,2,True,1
0.39,292,3,True,1
0.39,260,2,True,1
0.39,70,3,True,1
0.39,190,2,True,1
0.39,175,3,True,1
0.39,453,3,True,1
0.41,188,2,True,1
0.41,371,2,True,1
0.41,94,3,True,1
0.41,353,2,True,1
0.41,219,3,True,1
0.41,461,3,True,1
0.41,135,3,True,1
0.41,292,3,True,1
0.41,480,2,True,1
0.41,266,2,True,1
0.41,3,2,True,1
0.41,213,2,True,1
0.41,206,3,True,1
0.41,13,3,True,1
0.41,48,3,True,1
0.41,93,2,True,1
0.41,433,3,True,1
0.41,86,2,True,1
0.41,417,3,True,1
0.41,144,3,True,1
0.41,477,3,True,1
0.41,345,3,True,1
0.41,314,3,True,1
0.41,348,2,True,1
0.41,451,2,True,1
0.41,60,3,True,1
0.41,356,2,True,1
0.41,402,3,True,1
0.41,335,2,True,1
0.41,494,2,True,1
0.41,465,2,True,1
0.41,317,3,True,1
0.41,424,3,True,1
0.41,373,2,True,1
0.41,201,3,True,1
0.41,403,3,True,1
0.41,105,2,True,1
0.41,158,3,True,1
0.41,389,2,True,1
0.41,341,3,True,1
0.41,498,3,True,1
0.41,186,3,True,1
0.41,401,2,True,1
0.41,369,2,True,1
0.41,302,3,True,1
0.41,136,3,True,1
0.41,180,2,True,1
0.41,324,3,True,1
0.41,157,3,True,1
0.41,259,3,True,1
0.41,347,2,True,1
0.41,397,2,True,1
0.41,95,3,True,1
0.41,57,3,True,1
0.41,182,2,True,1
0.41,490,2,True,1
0.41,368,3,True,1
0.41,387,2,True,1
0.41,484,3,True,1
0.41,441,3,True,1
0.41,108,2,True,1
0.41,97,3,True,1
0.41,364,2,True,1
0.41,178,3,True,1
0.41,422,2,True,1
0.41,92,3,True,1
0.41,426,3,True,1
0.41,66,2,True,1
0.41,265,3,True,1
0.41,118,2,True,1
0.41,204,3,True,1
0.41,278,3,True,1
0.41,181,3,True,1
0.41,276,2,True,1
0.41,354,4,True,1
0.41,145,3,True,1
0.41,87,3,True,1
0.41,183,2,True,1
0.41,212,3,True,1
0.41,52,3,True,1
0.41,307,3,True,1
0.41,312,2,True,1
0.41,413,3,True,1
0.41,309,2,True,1
0.41,499,2,True,1
0.41,81,3,True,1
0.41,19,3,True,1
0.41,132,2,True,1
0.41,293,3,True,1
0.41,125,2,True,1
0.41,366,2,True,1
0.41,359,3,True,1
0.41,44,3,True,1
0.41,321,2,True,1
0.41,45,2,True,1
0.41,437,2,True,1
0.41,12,3,True,1
0.41,110,2,True,1
0.41,467,2,True,1
0.41,119,3,True,1
0.41,273,3,True,1
0.41,330,2,True,1
0.41,172,3,True,1
0.41,39,3,True,1
0.41,131,2,True,1
0.41,25,2,True,1
0.41,198,3,True,1
0.41,290,2,True,1
0.41,295,3,True,1
0.41,29,2,True,1
0.41,431,2,True,1
0.41,310,3,True,1
0.41,146,2,True,1
0.41,377,2,True,1
0.41,291,2,True,1
0.41,222,3,True,1
0.41,325,2,True,1
0.41,98,2,True,1
0.41,395,2,True,1
0.41,4,3,True,1
0.41,193,3,True,1
0.41,114,2,True,1
0.41,263,3,True,1
0.41,41,3,True,1
0.41,20,3,True,1
0.41,448,3,True,1
0.41,197,2,True,1
0.41,440,2,True,1
0.41,468,2,True,1
0.41,436,2,True,1
0.41,214,2,True,1
0.41,35,3,True,1
0.41,386,2,True,1
0.41,113,2,True,1
0.41,72,3,True,1
0.41,90,2,True,1
0.41,79,2,True,1
0.41,432,3,True,1
0.41,452,2,True,1
0.41,420,3,True,1
0.41,220,2,True,1
0.41,199,2,True,1
0.41,69,2,True,1
0.41,40,2,True,1
0.41,427,3,True,1
0.41,383,69,True,0
0.41,128,3,True,1
0.41,339,3,True,1
0.41,485,3,True,1
0.41,252,3,True,1
0.41,439,2,True,1
0.41,203,2,True,1
0.41,43,3,True,1
