clue_fraction,n_known,target,iterations,top1_initial,top1_final,unknown_cell_acc_initial,unknown_cell_acc_final,exact_initial,exact_final
0.15,12,926,12,0,0,0.11594202898550725,0.13043478260869565,0,0
0.2,16,1540,4,0,0,0.07692307692307693,0.09230769230769231,0,0
0.2,16,1350,5,0,0,0.1076923076923077,0.07692307692307693,0,0
0.2,16,1388,10,0,0,0.12307692307692308,0.1076923076923077,0,0
0.2,16,1894,3,0,0,0.1076923076923077,0.09230769230769231,0,0
0.2,16,555,6,0,0,0.1076923076923077,0.046153846153846156,0,0
0.2,16,671,8,0,0,0.12307692307692308,0.2,0,0
0.2,16,812,12,0,0,0.1076923076923077,0.1076923076923077,0,0
0.2,16,925,9,0,0,0.09230769230769231,0.09230769230769231,0,0
0.2,16,1791,20,0,0,0.09230769230769231,0.1076923076923077,0,0
0.2,16,441,20,0,0,0.13846153846153847,0.15384615384615385,0,0
0.2,16,1641,10,0,0,0.06153846153846154,0.12307692307692308,0,0
0.2,16,1760,20,0,0,0.07692307692307693,0.15384615384615385,0,0
0.2,16,1527,10,0,0,0.12307692307692308,0.09230769230769231,0,0
0.2,16,1413,8,0,0,0.13846153846153847,0.09230769230769231,0,0
0.2,16,949,4,0,0,0.13846153846153847,0.046153846153846156,0,0
0.2,16,1327,20,1,0,0.09230769230769231,0.18461538461538463,0,0
0.2,16,696,7,1,0,0.16923076923076924,0.07692307692307693,0,0
0.2,16,885,8,0,0,0.09230769230769231,0.12307692307692308,0,0
0.2,16,1969,17,0,0,0.15384615384615385,0.06153846153846154,0,0
0.2,16,1180,4,1,1,0.1076923076923077,1.0,0,1
0.2,16,623,9,1,0,0.2153846153846154,0.15384615384615385,0,0
0.2,16,984,3,1,1,0.12307692307692308,1.0,0,1
0.2,16,1150,20,0,0,0.09230769230769231,0.13846153846153847,0,0
0.2,16,1504,6,1,0,0.1076923076923077,0.1076923076923077,0,0
0.2,16,610,11,0,0,0.1076923076923077,0.015384615384615385,0,0
0.2,16,1582,20,1,0,0.3076923076923077,0.16923076923076924,0,0
0.2,16,1936,15,0,0,0.07692307692307693,0.1076923076923077,0,0
0.2,16,1398,7,0,0,0.15384615384615385,0.2153846153846154,0,0
0.2,16,1382,5,0,0,0.07692307692307693,0.13846153846153847,0,0
0.2,16,1913,3,0,0,0.18461538461538463,0.06153846153846154,0,0
0.2,16,1721,9,0,0,0.1076923076923077,0.16923076923076924,0,0
0.2,16,878,4,0,0,0.07692307692307693,0.046153846153846156,0,0
0.2,16,146,5,0,0,0.09230769230769231,0.15384615384615385,0,0
0.2,16,1781,3,1,1,0.18461538461538463,1.0,0,1
0.2,16,1639,4,0,0,0.13846153846153847,0.12307692307692308,0,0
0.2,16,519,10,0,0,0.09230769230769231,0.15384615384615385,0,0
0.2,16,1904,8,0,0,0.1076923076923077,0.12307692307692308,0,0
0.2,16,1975,5,0,0,0.15384615384615385,0.015384615384615385,0,0
0.2,16,1043,3,0,0,0.15384615384615385,0.13846153846153847,0,0
0.2,16,1614,6,0,0,0.12307692307692308,0.16923076923076924,0,0
0.2,16,1161,11,1,0,0.13846153846153847,0.07692307692307693,0,0
0.2,16,1139,13,0,0,0.09230769230769231,0.2153846153846154,0,0
0.2,16,950,16,0,0,0.12307692307692308,0.13846153846153847,0,0
0.2,16,183,20,0,0,0.1076923076923077,0.12307692307692308,0,0
0.2,16,713,19,0,0,0.09230769230769231,0.1076923076923077,0,0
0.2,16,1908,9,0,0,0.12307692307692308,0.15384615384615385,0,0
0.2,16,1825,3,0,0,0.13846153846153847,0.07692307692307693,0,0
0.2,16,1396,20,0,0,0.06153846153846154,0.18461538461538463,0,0
0.2,16,1982,11,1,0,0.07692307692307693,0.06153846153846154,0,0
0.2,16,1550,4,0,0,0.09230769230769231,0.12307692307692308,0,0
0.2,16,1179,6,0,0,0.09230769230769231,0.15384615384615385,0,0
0.2,16,1268,14,1,0,0.15384615384615385,0.15384615384615385,0,0
0.2,16,785,20,0,0,0.1076923076923077,0.09230769230769231,0,0
0.2,16,681,9,0,0,0.07692307692307693,0.09230769230769231,0,0
0.2,16,1710,3,1,1,0.2923076923076923,1.0,0,1
0.2,16,1404,20,0,0,0.1076923076923077,0.1076923076923077,0,0
0.2,16,1035,20,0,0,0.09230769230769231,0.07692307692307693,0,0
0.2,16,1836,13,0,0,0.12307692307692308,0.07692307692307693,0,0
0.2,16,1025,20,1,0,0.13846153846153847,0.07692307692307693,0,0
0.2,16,566,11,0,0,0.07692307692307693,0.15384615384615385,0,0
0.2,16,446,9,0,0,0.12307692307692308,0.06153846153846154,0,0
0.2,16,12,14,0,0,0.07692307692307693,0.1076923076923077,0,0
0.2,16,1272,3,0,0,0.046153846153846156,0.07692307692307693,0,0
0.2,16,1674,20,0,0,0.1076923076923077,0.1076923076923077,0,0
0.2,16,333,17,0,0,0.1076923076923077,0.12307692307692308,0,0
0.2,16,380,6,0,0,0.12307692307692308,0.07692307692307693,0,0
0.2,16,358,5,0,0,0.12307692307692308,0.13846153846153847,0,0
0.2,16,844,20,0,0,0.1076923076923077,0.1076923076923077,0,0
0.2,16,291,20,0,0,0.13846153846153847,0.1076923076923077,0,0
0.2,16,1063,7,0,0,0.12307692307692308,0.15384615384615385,0,0
0.2,16,948,16,0,0,0.15384615384615385,0.13846153846153847,0,0
0.2,16,1420,4,0,0,0.09230769230769231,0.2,0,0
0.2,16,1970,5,0,0,0.16923076923076924,0.09230769230769231,0,0
0.2,16,1532,15,0,0,0.16923076923076924,0.09230769230769231,0,0
0.2,16,260,20,0,0,0.13846153846153847,0.046153846153846156,0,0
0.2,16,79,8,0,0,0.09230769230769231,0.15384615384615385,0,0
0.2,16,1077,12,0,0,0.16923076923076924,0.1076923076923077,0,0
