dataset,sigma,target,cleaned_overlap,exact,knn_exact
MNIST,0.8,98,1.0,1,1
MNIST,0.8,103,0.22,0,1
MNIST,0.8,142,0.23333333333333334,0,1
MNIST,0.8,1,0.22,0,1
MNIST,0.8,177,0.24,0,1
MNIST,0.8,124,0.19333333333333333,0,1
MNIST,0.8,25,0.20666666666666667,0,1
MNIST,0.8,28,0.21333333333333335,0,1
MNIST,0.8,27,0.18666666666666668,0,1
MNIST,0.8,176,0.2,0,1
MNIST,0.8,187,0.19333333333333333,0,1
MNIST,0.8,195,0.24,0,1
MNIST,0.8,73,0.20666666666666667,0,1
MNIST,0.8,139,0.23333333333333334,0,1
MNIST,0.8,60,0.18666666666666668,0,1
MNIST,0.8,70,0.19333333333333333,0,1
MNIST,0.8,103,0.20666666666666667,0,1
MNIST,0.8,53,0.2733333333333333,0,1
MNIST,0.8,38,0.20666666666666667,0,1
MNIST,0.8,188,0.26666666666666666,0,1
MNIST,0.8,176,0.19333333333333333,0,1
MNIST,0.8,98,0.19333333333333333,0,1
MNIST,0.8,158,0.18666666666666668,0,1
MNIST,0.8,109,1.0,1,1
MNIST,0.8,173,1.0,1,1
MNIST,0.8,157,0.16666666666666666,0,1
MNIST,0.8,189,0.24,0,1
MNIST,0.8,140,1.0,1,1
MNIST,0.8,13,0.20666666666666667,0,1
MNIST,0.8,25,0.21333333333333335,0,1
MNIST,0.8,181,0.22666666666666666,0,1
MNIST,0.8,145,0.20666666666666667,0,1
MNIST,0.8,17,0.24,0,1
MNIST,0.8,151,0.22666666666666666,0,1
MNIST,0.8,166,0.26666666666666666,0,0
MNIST,0.8,89,0.22666666666666666,0,1
MNIST,0.8,192,0.24,0,1
MNIST,0.8,2,0.18,0,1
MNIST,0.8,48,0.28,0,1
MNIST,0.8,108,0.26,0,1
MNIST,0.8,149,0.20666666666666667,0,1
MNIST,0.8,134,0.20666666666666667,0,1
MNIST,0.8,100,0.16666666666666666,0,1
MNIST,0.8,37,0.22,0,1
MNIST,0.8,121,0.22666666666666666,0,1
MNIST,0.8,113,0.21333333333333335,0,1
MNIST,0.8,27,0.16666666666666666,0,1
MNIST,0.8,62,0.18666666666666668,0,1
MNIST,0.8,5,0.24,0,1
MNIST,0.8,17,1.0,1,1
MNIST,0.8,146,0.20666666666666667,0,1
MNIST,0.8,199,0.21333333333333335,0,1
MNIST,0.8,160,0.22666666666666666,0,1
MNIST,0.8,22,0.20666666666666667,0,1
MNIST,0.8,156,0.25333333333333335,0,1
MNIST,0.8,96,0.23333333333333334,0,1
MNIST,0.8,35,0.16666666666666666,0,1
MNIST,0.8,198,0.18666666666666668,0,1
MNIST,0.8,56,1.0,1,1
MNIST,0.8,147,0.23333333333333334,0,1
MNIST,0.8,12,0.20666666666666667,0,1
MNIST,0.8,175,0.21333333333333335,0,1
MNIST,0.8,81,1.0,1,1
MNIST,0.8,134,0.22,0,1
MNIST,0.8,182,0.23333333333333334,0,1
MNIST,0.8,88,0.24666666666666667,0,1
MNIST,0.8,187,0.24,0,1
MNIST,0.8,5,1.0,1,1
MNIST,0.8,98,0.17333333333333334,0,1
MNIST,0.8,38,0.18666666666666668,0,1
MNIST,0.8,179,0.22,0,1
MNIST,0.8,60,0.17333333333333334,0,1
MNIST,0.8,30,0.24666666666666667,0,1
MNIST,0.8,144,0.2,0,1
MNIST,0.8,72,0.20666666666666667,0,1
MNIST,0.8,151,0.26,0,1
MNIST,0.8,46,0.20666666666666667,0,1
MNIST,0.8,5,0.14666666666666667,0,1
MNIST,0.8,52,0.26,0,1
MNIST,0.8,34,0.2,0,1
MNIST,0.8,171,0.2,0,1
MNIST,0.8,108,0.26,0,1
MNIST,0.8,199,0.17333333333333334,0,1
MNIST,0.8,55,0.18666666666666668,0,1
MNIST,0.8,176,0.23333333333333334,0,1
MNIST,0.8,31,0.22,0,1
MNIST,0.8,148,0.20666666666666667,0,1
MNIST,0.8,59,0.18666666666666668,0,1
MNIST,0.8,43,0.19333333333333333,0,1
MNIST,0.8,156,0.26,0,1
MNIST,0.8,64,1.0,1,1
MNIST,0.8,178,0.18,0,1
MNIST,0.8,22,0.25333333333333335,0,1
MNIST,0.8,33,1.0,1,0
MNIST,0.8,70,0.23333333333333334,0,1
MNIST,0.8,90,0.24666666666666667,0,1
MNIST,0.8,160,0.19333333333333333,0,1
MNIST,0.8,143,0.20666666666666667,0,1
MNIST,0.8,46,0.25333333333333335,0,1
MNIST,0.8,77,0.29333333333333333,0,1
MNIST,0.8,32,0.24666666666666667,0,1
MNIST,0.8,88,1.0,1,1
MNIST,0.8,106,0.2,0,1
MNIST,0.8,10,1.0,1,1
MNIST,0.8,129,0.23333333333333334,0,1
MNIST,0.8,80,0.18666666666666668,0,1
MNIST,0.8,175,0.19333333333333333,0,1
MNIST,0.8,120,0.21333333333333335,0,1
MNIST,0.8,135,0.28,0,1
MNIST,0.8,162,0.20666666666666667,0,1
MNIST,0.8,84,0.18666666666666668,0,1
MNIST,0.8,92,0.21333333333333335,0,1
MNIST,0.8,10,0.23333333333333334,0,1
MNIST,0.8,67,0.22,0,1
MNIST,0.8,36,0.18,0,1
MNIST,0.8,26,0.23333333333333334,0,1
MNIST,0.8,56,0.2733333333333333,0,1
MNIST,0.8,69,0.16,0,1
MNIST,0.8,189,1.0,1,1
MNIST,0.8,124,0.19333333333333333,0,1
MNIST,0.8,118,0.22,0,1
MNIST,0.8,90,1.0,1,1
MNIST,0.8,0,0.25333333333333335,0,1
MNIST,0.8,31,0.2733333333333333,0,1
MNIST,0.8,60,0.21333333333333335,0,1
MNIST,0.8,99,0.21333333333333335,0,1
MNIST,0.8,58,0.23333333333333334,0,1
MNIST,0.8,6,0.22666666666666666,0,1
MNIST,0.8,155,0.22,0,1
MNIST,0.8,38,0.19333333333333333,0,1
MNIST,0.8,196,0.20666666666666667,0,1
MNIST,0.8,126,0.24666666666666667,0,1
MNIST,0.8,180,0.19333333333333333,0,1
MNIST,0.8,103,0.24,0,1
MNIST,0.8,111,0.18,0,1
MNIST,0.8,184,0.23333333333333334,0,1
MNIST,0.8,23,0.24666666666666667,0,1
MNIST,0.8,169,0.2,0,1
MNIST,0.8,165,0.16,0,1
MNIST,0.8,69,0.26666666666666666,0,1
MNIST,0.8,199,0.16,0,1
MNIST,0.8,146,0.19333333333333333,0,1
MNIST,0.8,22,0.16666666666666666,0,1
MNIST,0.8,28,0.22666666666666666,0,1
MNIST,0.8,93,1.0,1,1
MNIST,0.8,6,0.21333333333333335,0,1
MNIST,0.8,103,0.18,0,1
MNIST,0.8,182,0.18666666666666668,0,1
MNIST,0.8,188,0.19333333333333333,0,1
MNIST,0.8,84,0.18666666666666668,0,1
MNIST,0.8,179,0.21333333333333335,0,1
MNIST,0.8,191,1.0,1,1
MNIST,0.8,100,0.2,0,1
MNIST,0.8,37,0.21333333333333335,0,1
MNIST,0.8,10,0.15333333333333332,0,1
MNIST,0.8,107,0.21333333333333335,0,1
MNIST,0.8,41,1.0,1,1
MNIST,0.8,11,0.21333333333333335,0,1
MNIST,0.8,117,1.0,1,1
MNIST,0.8,20,1.0,1,1
MNIST,0.8,165,0.18,0,1
MNIST,0.8,112,0.23333333333333334,0,1
MNIST,0.8,197,0.18666666666666668,0,1
MNIST,0.8,107,0.22,0,1
MNIST,0.8,166,1.0,1,1
MNIST,0.8,121,0.24,0,1
MNIST,0.8,137,0.21333333333333335,0,1
MNIST,0.8,3,0.26,0,1
MNIST,0.8,98,0.23333333333333334,0,1
MNIST,0.8,149,0.24,0,1
MNIST,0.8,98,0.17333333333333334,0,1
MNIST,0.8,87,0.19333333333333333,0,1
MNIST,0.8,94,0.22666666666666666,0,1
MNIST,0.8,82,0.24,0,1
MNIST,0.8,127,0.20666666666666667,0,1
MNIST,0.8,32,0.24666666666666667,0,1
MNIST,0.8,152,0.20666666666666667,0,1
MNIST,0.8,196,0.18666666666666668,0,1
MNIST,0.8,88,0.16666666666666666,0,1
MNIST,0.8,142,0.26,0,1
MNIST,0.8,7,0.22666666666666666,0,1
MNIST,0.8,113,0.23333333333333334,0,1
MNIST,0.8,29,1.0,1,1
MNIST,0.8,87,1.0,1,1
MNIST,0.8,83,0.16666666666666666,0,1
MNIST,1.0,71,0.20666666666666667,0,1
MNIST,1.0,86,0.25333333333333335,0,1
MNIST,1.0,63,0.20666666666666667,0,1
MNIST,1.0,1,1.0,1,1
MNIST,1.0,116,0.20666666666666667,0,0
MNIST,1.0,46,0.19333333333333333,0,1
MNIST,1.0,187,0.26666666666666666,0,1
MNIST,1.0,180,0.20666666666666667,0,1
MNIST,1.0,130,0.22,0,1
MNIST,1.0,122,0.22,0,1
MNIST,1.0,114,0.23333333333333334,0,1
MNIST,1.0,98,0.18,0,1
MNIST,1.0,21,0.24666666666666667,0,1
MNIST,1.0,78,0.22,0,1
MNIST,1.0,139,0.16666666666666666,0,1
MNIST,1.0,147,0.25333333333333335,0,1
MNIST,1.0,92,0.24666666666666667,0,1
MNIST,1.0,97,0.18666666666666668,0,1
MNIST,1.0,100,0.16666666666666666,0,1
MNIST,1.0,7,0.23333333333333334,0,1
MNIST,1.0,88,0.21333333333333335,0,1
MNIST,1.0,140,0.22,0,1
MNIST,1.0,110,0.24,0,1
MNIST,1.0,102,0.24666666666666667,0,1
MNIST,1.0,9,0.16666666666666666,0,1
MNIST,1.0,95,0.20666666666666667,0,0
MNIST,1.0,35,0.28,0,1
MNIST,1.0,176,0.24,0,1
MNIST,1.0,4,0.14,0,1
MNIST,1.0,181,0.20666666666666667,0,1
MNIST,1.0,170,0.19333333333333333,0,1
MNIST,1.0,109,0.20666666666666667,0,0
MNIST,1.0,98,0.24,0,1
MNIST,1.0,70,0.23333333333333334,0,1
MNIST,1.0,189,0.18,0,1
MNIST,1.0,53,0.18666666666666668,0,1
MNIST,1.0,191,0.24,0,1
MNIST,1.0,172,0.26,0,1
MNIST,1.0,103,0.17333333333333334,0,1
MNIST,1.0,170,0.2,0,1
MNIST,1.0,77,1.0,1,1
MNIST,1.0,71,0.18666666666666668,0,1
MNIST,1.0,140,0.2,0,1
MNIST,1.0,141,0.20666666666666667,0,1
MNIST,1.0,14,0.15333333333333332,0,1
MNIST,1.0,117,0.26,0,1
MNIST,1.0,127,0.20666666666666667,0,1
MNIST,1.0,145,0.2,0,1
MNIST,1.0,65,0.13333333333333333,0,1
MNIST,1.0,186,0.16666666666666666,0,1
MNIST,1.0,178,0.15333333333333332,0,1
MNIST,1.0,83,0.16666666666666666,0,1
MNIST,1.0,148,0.23333333333333334,0,1
MNIST,1.0,0,0.15333333333333332,0,1
MNIST,1.0,185,0.22,0,1
MNIST,1.0,126,0.20666666666666667,0,1
MNIST,1.0,62,0.18666666666666668,0,1
MNIST,1.0,22,0.22666666666666666,0,1
MNIST,1.0,150,0.30666666666666664,0,1
MNIST,1.0,153,0.21333333333333335,0,1
MNIST,1.0,6,0.24,0,1
MNIST,1.0,65,0.21333333333333335,0,1
MNIST,1.0,33,0.17333333333333334,0,1
MNIST,1.0,127,0.23333333333333334,0,1
MNIST,1.0,191,0.25333333333333335,0,1
MNIST,1.0,33,1.0,1,0
MNIST,1.0,95,0.24666666666666667,0,1
MNIST,1.0,172,0.19333333333333333,0,1
MNIST,1.0,158,0.18,0,1
MNIST,1.0,13,0.23333333333333334,0,1
MNIST,1.0,86,0.17333333333333334,0,1
MNIST,1.0,93,0.24,0,1
MNIST,1.0,134,0.25333333333333335,0,1
MNIST,1.0,75,0.22666666666666666,0,1
MNIST,1.0,128,0.2,0,1
MNIST,1.0,18,0.21333333333333335,0,1
MNIST,1.0,15,0.18,0,1
MNIST,1.0,115,0.19333333333333333,0,1
MNIST,1.0,22,0.20666666666666667,0,1
MNIST,1.0,118,0.18666666666666668,0,1
MNIST,1.0,178,0.18666666666666668,0,1
MNIST,1.0,90,0.24,0,1
MNIST,1.0,196,0.2733333333333333,0,1
MNIST,1.0,139,0.20666666666666667,0,1
MNIST,1.0,29,0.25333333333333335,0,1
MNIST,1.0,162,0.19333333333333333,0,1
MNIST,1.0,64,0.22666666666666666,0,1
MNIST,1.0,107,0.23333333333333334,0,1
MNIST,1.0,67,0.20666666666666667,0,1
MNIST,1.0,52,0.2733333333333333,0,1
MNIST,1.0,181,0.20666666666666667,0,1
MNIST,1.0,36,0.22666666666666666,0,1
MNIST,1.0,1,0.18,0,0
MNIST,1.0,125,0.2733333333333333,0,1
MNIST,1.0,1,0.24666666666666667,0,1
MNIST,1.0,79,0.24666666666666667,0,1
MNIST,1.0,63,0.16666666666666666,0,1
MNIST,1.0,99,0.24666666666666667,0,1
MNIST,1.0,25,0.18666666666666668,0,1
MNIST,1.0,187,0.18666666666666668,0,1
MNIST,1.0,30,0.18,0,1
MNIST,1.0,45,0.18666666666666668,0,1
MNIST,1.0,196,0.23333333333333334,0,1
MNIST,1.0,97,0.19333333333333333,0,0
MNIST,1.0,146,0.21333333333333335,0,1
MNIST,1.0,2,0.26,0,1
MNIST,1.0,76,0.28,0,1
MNIST,1.0,108,0.24,0,1
MNIST,1.0,29,0.19333333333333333,0,1
MNIST,1.0,35,0.26666666666666666,0,1
MNIST,1.0,57,0.20666666666666667,0,1
MNIST,1.0,82,0.24666666666666667,0,1
MNIST,1.0,139,0.25333333333333335,0,1
MNIST,1.0,119,0.15333333333333332,0,1
MNIST,1.0,168,0.2866666666666667,0,1
MNIST,1.0,76,0.17333333333333334,0,1
MNIST,1.0,98,0.19333333333333333,0,0
MNIST,1.0,37,0.17333333333333334,0,1
MNIST,1.0,92,0.20666666666666667,0,1
MNIST,1.0,151,0.22,0,1
MNIST,1.0,92,0.20666666666666667,0,1
MNIST,1.0,146,0.22666666666666666,0,1
MNIST,1.0,22,0.21333333333333335,0,1
MNIST,1.0,26,0.22,0,1
MNIST,1.0,127,0.24,0,1
MNIST,1.0,146,0.2,0,1
MNIST,1.0,138,0.22666666666666666,0,1
MNIST,1.0,148,0.23333333333333334,0,1
MNIST,1.0,69,0.18,0,0
MNIST,1.0,99,0.19333333333333333,0,1
MNIST,1.0,74,0.22666666666666666,0,1
MNIST,1.0,131,0.21333333333333335,0,1
MNIST,1.0,148,0.22666666666666666,0,1
MNIST,1.0,144,0.20666666666666667,0,1
MNIST,1.0,51,0.23333333333333334,0,1
MNIST,1.0,196,0.2733333333333333,0,1
MNIST,1.0,11,0.18,0,0
MNIST,1.0,198,0.22666666666666666,0,1
MNIST,1.0,107,0.21333333333333335,0,1
MNIST,1.0,157,0.21333333333333335,0,1
MNIST,1.0,145,0.22,0,1
MNIST,1.0,194,1.0,1,1
MNIST,1.0,114,0.22666666666666666,0,1
MNIST,1.0,63,0.18,0,1
MNIST,1.0,154,0.20666666666666667,0,0
MNIST,1.0,188,0.26666666666666666,0,1
MNIST,1.0,43,1.0,1,1
MNIST,1.0,165,0.2,0,1
MNIST,1.0,135,0.2,0,1
MNIST,1.0,117,0.22,0,1
MNIST,1.0,100,0.2,0,1
MNIST,1.0,170,0.26,0,1
MNIST,1.0,162,0.2866666666666667,0,1
MNIST,1.0,130,0.22666666666666666,0,1
MNIST,1.0,51,0.19333333333333333,0,1
MNIST,1.0,178,0.18,0,1
MNIST,1.0,134,0.21333333333333335,0,1
MNIST,1.0,97,0.24,0,1
MNIST,1.0,126,0.24,0,1
MNIST,1.0,132,0.16,0,1
MNIST,1.0,164,0.24,0,1
MNIST,1.0,198,0.23333333333333334,0,1
MNIST,1.0,152,0.22666666666666666,0,1
MNIST,1.0,25,0.24,0,1
MNIST,1.0,57,0.22,0,1
MNIST,1.0,177,0.24666666666666667,0,1
MNIST,1.0,138,1.0,1,1
MNIST,1.0,12,0.18666666666666668,0,1
MNIST,1.0,89,0.21333333333333335,0,1
MNIST,1.0,52,0.19333333333333333,0,1
MNIST,1.0,152,0.24666666666666667,0,1
MNIST,1.0,118,0.26666666666666666,0,1
MNIST,1.0,197,0.2,0,1
MNIST,1.0,30,0.20666666666666667,0,1
MNIST,1.0,105,0.22666666666666666,0,1
MNIST,1.0,154,1.0,1,1
MNIST,1.0,130,0.23333333333333334,0,1
MNIST,1.0,43,0.2733333333333333,0,1
MNIST,1.0,181,0.21333333333333335,0,1
MNIST,1.0,127,0.20666666666666667,0,1
MNIST,1.0,193,0.2,0,1
MNIST,1.0,12,0.21333333333333335,0,1
MNIST,1.0,109,1.0,1,1
MNIST,1.0,58,0.25333333333333335,0,1
MNIST,1.0,185,0.22,0,1
MNIST,1.0,39,0.24,0,1
MNIST,1.0,4,0.29333333333333333,0,1
MNIST,1.0,168,0.19333333333333333,0,1
MNIST,1.0,73,0.23333333333333334,0,1
MNIST,1.0,158,0.22,0,1
MNIST,1.0,73,0.18666666666666668,0,1
MNIST,1.0,148,0.16666666666666666,0,1
MNIST,1.0,72,0.22666666666666666,0,1
MNIST,1.0,61,0.22666666666666666,0,1
MNIST,1.0,67,0.19333333333333333,0,1
MNIST,1.0,48,0.17333333333333334,0,1
MNIST,1.0,78,0.22,0,1
MNIST,1.0,12,0.18666666666666668,0,1
MNIST,1.0,56,0.21333333333333335,0,1
MNIST,1.0,7,0.20666666666666667,0,1
Fashion-MNIST,0.0,176,1.0,1,1
Fashion-MNIST,0.0,180,1.0,1,1
Fashion-MNIST,0.0,124,1.0,1,1
Fashion-MNIST,0.0,196,1.0,1,1
Fashion-MNIST,0.0,126,1.0,1,1
Fashion-MNIST,0.0,115,1.0,1,1
Fashion-MNIST,0.0,50,1.0,1,1
Fashion-MNIST,0.0,191,1.0,1,1
Fashion-MNIST,0.0,116,1.0,1,1
Fashion-MNIST,0.0,86,1.0,1,1
Fashion-MNIST,0.0,50,1.0,1,1
Fashion-MNIST,0.0,43,1.0,1,1
Fashion-MNIST,0.0,22,1.0,1,1
Fashion-MNIST,0.0,112,1.0,1,1
Fashion-MNIST,0.0,31,1.0,1,1
Fashion-MNIST,0.0,104,1.0,1,1
Fashion-MNIST,0.0,144,1.0,1,1
Fashion-MNIST,0.0,187,1.0,1,1
Fashion-MNIST,0.0,40,1.0,1,1
Fashion-MNIST,0.0,131,1.0,1,1
Fashion-MNIST,0.0,120,1.0,1,1
Fashion-MNIST,0.0,148,1.0,1,1
Fashion-MNIST,0.0,84,1.0,1,1
Fashion-MNIST,0.0,96,1.0,1,1
Fashion-MNIST,0.0,153,1.0,1,1
Fashion-MNIST,0.0,101,1.0,1,1
Fashion-MNIST,0.0,138,1.0,1,1
Fashion-MNIST,0.0,138,1.0,1,1
Fashion-MNIST,0.0,137,1.0,1,1
Fashion-MNIST,0.0,20,1.0,1,1
Fashion-MNIST,0.0,188,1.0,1,1
Fashion-MNIST,0.0,10,1.0,1,1
Fashion-MNIST,0.0,148,1.0,1,1
Fashion-MNIST,0.0,166,1.0,1,1
Fashion-MNIST,0.0,128,1.0,1,1
Fashion-MNIST,0.0,187,1.0,1,1
Fashion-MNIST,0.0,149,1.0,1,1
Fashion-MNIST,0.0,63,1.0,1,1
Fashion-MNIST,0.0,44,1.0,1,1
Fashion-MNIST,0.0,53,1.0,1,1
Fashion-MNIST,0.0,83,1.0,1,1
Fashion-MNIST,0.0,194,1.0,1,1
Fashion-MNIST,0.0,195,1.0,1,1
Fashion-MNIST,0.0,177,1.0,1,1
Fashion-MNIST,0.0,89,1.0,1,1
Fashion-MNIST,0.0,80,1.0,1,1
Fashion-MNIST,0.0,63,1.0,1,1
Fashion-MNIST,0.0,77,1.0,1,1
Fashion-MNIST,0.0,65,1.0,1,1
Fashion-MNIST,0.0,135,1.0,1,1
Fashion-MNIST,0.0,28,1.0,1,1
Fashion-MNIST,0.0,93,1.0,1,1
Fashion-MNIST,0.0,103,1.0,1,1
Fashion-MNIST,0.0,154,1.0,1,1
Fashion-MNIST,0.0,130,1.0,1,1
Fashion-MNIST,0.0,91,1.0,1,1
Fashion-MNIST,0.0,24,1.0,1,1
Fashion-MNIST,0.0,39,1.0,1,1
Fashion-MNIST,0.0,133,1.0,1,1
Fashion-MNIST,0.0,86,1.0,1,1
Fashion-MNIST,0.0,73,1.0,1,1
Fashion-MNIST,0.0,84,1.0,1,1
Fashion-MNIST,0.0,168,1.0,1,1
Fashion-MNIST,0.0,136,1.0,1,1
Fashion-MNIST,0.0,134,1.0,1,1
Fashion-MNIST,0.0,18,1.0,1,1
Fashion-MNIST,0.0,113,1.0,1,1
Fashion-MNIST,0.0,62,1.0,1,1
Fashion-MNIST,0.0,17,1.0,1,1
Fashion-MNIST,0.0,140,1.0,1,1
Fashion-MNIST,0.0,2,1.0,1,1
Fashion-MNIST,0.0,57,1.0,1,1
Fashion-MNIST,0.0,27,1.0,1,1
Fashion-MNIST,0.0,81,1.0,1,1
Fashion-MNIST,0.0,59,1.0,1,1
Fashion-MNIST,0.0,39,1.0,1,1
Fashion-MNIST,0.0,132,1.0,1,1
Fashion-MNIST,0.0,164,1.0,1,1
Fashion-MNIST,0.0,127,1.0,1,1
Fashion-MNIST,0.0,125,1.0,1,1
Fashion-MNIST,0.0,177,1.0,1,1
Fashion-MNIST,0.0,192,1.0,1,1
Fashion-MNIST,0.0,184,1.0,1,1
Fashion-MNIST,0.0,59,1.0,1,1
Fashion-MNIST,0.0,107,1.0,1,1
Fashion-MNIST,0.0,154,1.0,1,1
Fashion-MNIST,0.0,182,1.0,1,1
Fashion-MNIST,0.0,24,1.0,1,1
Fashion-MNIST,0.0,174,1.0,1,1
Fashion-MNIST,0.0,45,1.0,1,1
Fashion-MNIST,0.0,42,1.0,1,1
Fashion-MNIST,0.0,56,1.0,1,1
Fashion-MNIST,0.0,107,1.0,1,1
Fashion-MNIST,0.0,70,1.0,1,1
Fashion-MNIST,0.0,7,1.0,1,1
Fashion-MNIST,0.0,96,1.0,1,1
Fashion-MNIST,0.0,1,1.0,1,1
Fashion-MNIST,0.0,158,1.0,1,1
Fashion-MNIST,0.0,153,1.0,1,1
Fashion-MNIST,0.0,2,1.0,1,1
Fashion-MNIST,0.0,45,1.0,1,1
Fashion-MNIST,0.0,61,1.0,1,1
Fashion-MNIST,0.0,180,1.0,1,1
Fashion-MNIST,0.0,123,1.0,1,1
Fashion-MNIST,0.0,169,1.0,1,1
Fashion-MNIST,0.0,187,1.0,1,1
Fashion-MNIST,0.0,61,1.0,1,1
Fashion-MNIST,0.0,4,1.0,1,1
Fashion-MNIST,0.0,173,1.0,1,1
Fashion-MNIST,0.0,182,1.0,1,1
Fashion-MNIST,0.0,122,1.0,1,1
Fashion-MNIST,0.0,32,1.0,1,1
Fashion-MNIST,0.0,41,1.0,1,1
Fashion-MNIST,0.0,199,1.0,1,1
Fashion-MNIST,0.0,182,1.0,1,1
Fashion-MNIST,0.0,57,1.0,1,1
Fashion-MNIST,0.0,137,1.0,1,1
Fashion-MNIST,0.0,14,1.0,1,1
Fashion-MNIST,0.0,94,1.0,1,1
Fashion-MNIST,0.0,152,1.0,1,1
Fashion-MNIST,0.0,91,1.0,1,1
Fashion-MNIST,0.0,89,1.0,1,1
Fashion-MNIST,0.0,25,1.0,1,1
Fashion-MNIST,0.0,160,1.0,1,1
Fashion-MNIST,0.0,183,1.0,1,1
Fashion-MNIST,0.0,25,1.0,1,1
Fashion-MNIST,0.0,156,1.0,1,1
Fashion-MNIST,0.0,148,1.0,1,1
Fashion-MNIST,0.0,45,1.0,1,1
Fashion-MNIST,0.0,44,1.0,1,1
Fashion-MNIST,0.0,54,1.0,1,1
Fashion-MNIST,0.0,63,1.0,1,1
Fashion-MNIST,0.0,167,1.0,1,1
Fashion-MNIST,0.0,146,1.0,1,1
Fashion-MNIST,0.0,68,1.0,1,1
Fashion-MNIST,0.0,149,1.0,1,1
Fashion-MNIST,0.0,90,1.0,1,1
Fashion-MNIST,0.0,165,1.0,1,1
Fashion-MNIST,0.0,170,1.0,1,1
Fashion-MNIST,0.0,44,1.0,1,1
Fashion-MNIST,0.0,176,1.0,1,1
Fashion-MNIST,0.0,197,1.0,1,1
Fashion-MNIST,0.0,133,1.0,1,1
Fashion-MNIST,0.0,128,1.0,1,1
Fashion-MNIST,0.0,44,1.0,1,1
Fashion-MNIST,0.0,156,1.0,1,1
Fashion-MNIST,0.0,79,1.0,1,1
Fashion-MNIST,0.0,34,1.0,1,1
Fashion-MNIST,0.0,87,1.0,1,1
Fashion-MNIST,0.0,127,1.0,1,1
Fashion-MNIST,0.0,31,1.0,1,1
Fashion-MNIST,0.0,14,1.0,1,1
Fashion-MNIST,0.0,168,1.0,1,1
Fashion-MNIST,0.0,133,1.0,1,1
Fashion-MNIST,0.0,25,1.0,1,1
Fashion-MNIST,0.0,194,1.0,1,1
Fashion-MNIST,0.0,1,1.0,1,1
Fashion-MNIST,0.0,129,1.0,1,1
Fashion-MNIST,0.0,64,1.0,1,1
Fashion-MNIST,0.0,57,1.0,1,1
Fashion-MNIST,0.0,89,1.0,1,1
Fashion-MNIST,0.0,130,1.0,1,1
Fashion-MNIST,0.0,137,1.0,1,1
Fashion-MNIST,0.0,81,1.0,1,1
Fashion-MNIST,0.0,8,1.0,1,1
Fashion-MNIST,0.0,24,1.0,1,1
Fashion-MNIST,0.0,76,1.0,1,1
Fashion-MNIST,0.0,87,1.0,1,1
Fashion-MNIST,0.0,37,1.0,1,1
Fashion-MNIST,0.0,1,1.0,1,1
Fashion-MNIST,0.0,83,1.0,1,1
Fashion-MNIST,0.0,5,1.0,1,1
Fashion-MNIST,0.0,88,1.0,1,1
Fashion-MNIST,0.0,129,1.0,1,1
Fashion-MNIST,0.0,102,1.0,1,1
Fashion-MNIST,0.0,15,1.0,1,1
Fashion-MNIST,0.0,96,1.0,1,1
Fashion-MNIST,0.0,177,1.0,1,1
Fashion-MNIST,0.0,114,1.0,1,1
Fashion-MNIST,0.0,104,1.0,1,1
Fashion-MNIST,0.0,192,1.0,1,1
Fashion-MNIST,0.0,52,1.0,1,1
Fashion-MNIST,0.0,156,1.0,1,1
Fashion-MNIST,0.0,121,1.0,1,1
Fashion-MNIST,0.0,199,1.0,1,1
Fashion-MNIST,0.0,93,1.0,1,1
Fashion-MNIST,0.0,174,1.0,1,1
Fashion-MNIST,0.0,3,1.0,1,1
Fashion-MNIST,0.0,177,1.0,1,1
Fashion-MNIST,0.0,166,1.0,1,1
Fashion-MNIST,0.0,68,1.0,1,1
Fashion-MNIST,0.0,183,1.0,1,1
Fashion-MNIST,0.0,93,1.0,1,1
Fashion-MNIST,0.0,16,1.0,1,1
Fashion-MNIST,0.0,7,1.0,1,1
Fashion-MNIST,0.0,100,1.0,1,1
Fashion-MNIST,0.0,78,1.0,1,1
Fashion-MNIST,0.0,26,1.0,1,1
Fashion-MNIST,0.0,186,1.0,1,1
Fashion-MNIST,0.0,147,1.0,1,1
Fashion-MNIST,0.1,102,1.0,1,1
Fashion-MNIST,0.1,157,1.0,1,1
Fashion-MNIST,0.1,57,1.0,1,1
Fashion-MNIST,0.1,128,1.0,1,1
Fashion-MNIST,0.1,160,1.0,1,1
Fashion-MNIST,0.1,167,1.0,1,1
Fashion-MNIST,0.1,175,1.0,1,1
Fashion-MNIST,0.1,194,1.0,1,1
Fashion-MNIST,0.1,156,1.0,1,1
Fashion-MNIST,0.1,62,1.0,1,1
Fashion-MNIST,0.1,91,1.0,1,1
Fashion-MNIST,0.1,139,1.0,1,1
Fashion-MNIST,0.1,130,1.0,1,1
Fashion-MNIST,0.1,165,1.0,1,1
Fashion-MNIST,0.1,4,1.0,1,1
Fashion-MNIST,0.1,107,1.0,1,1
Fashion-MNIST,0.1,77,1.0,1,1
Fashion-MNIST,0.1,139,1.0,1,1
Fashion-MNIST,0.1,183,1.0,1,1
Fashion-MNIST,0.1,163,1.0,1,1
Fashion-MNIST,0.1,135,1.0,1,1
Fashion-MNIST,0.1,34,1.0,1,1
Fashion-MNIST,0.1,50,1.0,1,1
Fashion-MNIST,0.1,23,1.0,1,1
