dataset,sigma,target,cleaned_overlap,exact,knn_exact
MNIST,0.3,51,1.0,1,1
MNIST,0.3,178,1.0,1,1
MNIST,0.3,166,1.0,1,1
MNIST,0.3,59,1.0,1,1
MNIST,0.3,96,1.0,1,1
MNIST,0.3,14,1.0,1,1
MNIST,0.3,197,1.0,1,1
MNIST,0.3,3,1.0,1,1
MNIST,0.3,61,1.0,1,1
MNIST,0.3,48,1.0,1,1
MNIST,0.3,62,1.0,1,1
MNIST,0.3,188,1.0,1,1
MNIST,0.3,24,1.0,1,1
MNIST,0.3,138,1.0,1,1
MNIST,0.3,91,1.0,1,1
MNIST,0.3,175,1.0,1,1
MNIST,0.3,75,1.0,1,1
MNIST,0.3,136,1.0,1,1
MNIST,0.3,119,1.0,1,1
MNIST,0.3,10,1.0,1,1
MNIST,0.3,108,1.0,1,1
MNIST,0.3,147,1.0,1,1
MNIST,0.3,102,1.0,1,1
MNIST,0.3,46,1.0,1,1
MNIST,0.3,145,1.0,1,1
MNIST,0.3,114,1.0,1,1
MNIST,0.3,179,1.0,1,1
MNIST,0.3,101,1.0,1,1
MNIST,0.3,121,1.0,1,1
MNIST,0.3,31,1.0,1,1
MNIST,0.3,187,1.0,1,1
MNIST,0.3,28,1.0,1,1
MNIST,0.3,72,1.0,1,1
MNIST,0.3,188,1.0,1,1
MNIST,0.3,58,1.0,1,1
MNIST,0.3,7,1.0,1,1
MNIST,0.3,107,1.0,1,1
MNIST,0.3,85,1.0,1,1
MNIST,0.3,186,1.0,1,1
MNIST,0.3,150,1.0,1,1
MNIST,0.3,30,1.0,1,1
MNIST,0.3,64,1.0,1,1
MNIST,0.3,145,1.0,1,1
MNIST,0.3,173,1.0,1,1
MNIST,0.3,167,1.0,1,1
MNIST,0.3,100,1.0,1,1
MNIST,0.3,180,1.0,1,1
MNIST,0.3,124,1.0,1,1
MNIST,0.3,142,1.0,1,1
MNIST,0.3,33,1.0,1,1
MNIST,0.3,89,1.0,1,1
MNIST,0.3,189,1.0,1,1
MNIST,0.3,101,1.0,1,1
MNIST,0.3,9,1.0,1,1
MNIST,0.3,67,1.0,1,1
MNIST,0.3,165,1.0,1,1
MNIST,0.3,136,1.0,1,1
MNIST,0.3,111,1.0,1,1
MNIST,0.3,165,1.0,1,1
MNIST,0.3,169,1.0,1,1
MNIST,0.3,142,1.0,1,1
MNIST,0.3,84,1.0,1,1
MNIST,0.3,132,1.0,1,1
MNIST,0.3,112,1.0,1,1
MNIST,0.3,43,1.0,1,1
MNIST,0.3,121,1.0,1,1
MNIST,0.3,5,1.0,1,1
MNIST,0.3,33,1.0,1,1
MNIST,0.3,63,1.0,1,1
MNIST,0.3,67,1.0,1,1
MNIST,0.4,193,1.0,1,1
MNIST,0.4,182,1.0,1,1
MNIST,0.4,129,1.0,1,1
MNIST,0.4,56,0.28,0,1
MNIST,0.4,168,1.0,1,1
MNIST,0.4,55,0.24666666666666667,0,1
MNIST,0.4,51,1.0,1,1
MNIST,0.4,5,1.0,1,1
MNIST,0.4,49,1.0,1,1
MNIST,0.4,126,1.0,1,1
MNIST,0.4,50,0.21333333333333335,0,1
MNIST,0.4,2,1.0,1,1
MNIST,0.4,153,0.24,0,1
MNIST,0.4,24,1.0,1,1
MNIST,0.4,174,1.0,1,1
MNIST,0.4,165,0.16666666666666666,0,1
MNIST,0.4,94,1.0,1,1
MNIST,0.4,65,1.0,1,1
MNIST,0.4,120,1.0,1,1
MNIST,0.4,79,0.17333333333333334,0,1
MNIST,0.4,23,1.0,1,1
MNIST,0.4,95,0.22,0,1
MNIST,0.4,107,1.0,1,1
MNIST,0.4,9,0.15333333333333332,0,1
MNIST,0.4,142,1.0,1,1
MNIST,0.4,127,0.21333333333333335,0,1
MNIST,0.4,175,1.0,1,1
MNIST,0.4,172,1.0,1,1
MNIST,0.4,164,1.0,1,1
MNIST,0.4,125,1.0,1,1
MNIST,0.4,44,1.0,1,1
MNIST,0.4,184,1.0,1,1
MNIST,0.4,27,0.18666666666666668,0,1
MNIST,0.4,21,1.0,1,1
MNIST,0.4,36,1.0,1,1
MNIST,0.4,159,1.0,1,1
MNIST,0.4,69,1.0,1,1
MNIST,0.4,139,0.21333333333333335,0,1
MNIST,0.4,139,1.0,1,1
MNIST,0.4,54,1.0,1,1
MNIST,0.4,25,0.20666666666666667,0,1
MNIST,0.4,178,1.0,1,1
MNIST,0.4,146,1.0,1,1
MNIST,0.4,31,1.0,1,1
MNIST,0.4,6,1.0,1,1
MNIST,0.4,5,1.0,1,1
MNIST,0.4,53,1.0,1,1
MNIST,0.4,50,1.0,1,1
MNIST,0.4,155,1.0,1,1
MNIST,0.4,101,0.19333333333333333,0,1
MNIST,0.4,149,1.0,1,1
MNIST,0.4,92,1.0,1,1
MNIST,0.4,85,1.0,1,1
MNIST,0.4,4,1.0,1,1
MNIST,0.4,124,1.0,1,1
MNIST,0.4,68,1.0,1,1
MNIST,0.4,35,1.0,1,1
MNIST,0.4,23,0.24666666666666667,0,1
MNIST,0.4,96,1.0,1,1
MNIST,0.4,154,1.0,1,1
MNIST,0.4,124,1.0,1,1
MNIST,0.4,62,0.22,0,1
MNIST,0.4,175,1.0,1,1
MNIST,0.4,96,1.0,1,1
MNIST,0.4,87,0.20666666666666667,0,1
MNIST,0.4,149,1.0,1,1
MNIST,0.4,30,1.0,1,1
MNIST,0.4,18,1.0,1,1
MNIST,0.4,177,1.0,1,1
MNIST,0.4,164,1.0,1,1
MNIST,0.4,16,0.2,0,1
MNIST,0.4,60,1.0,1,1
MNIST,0.4,77,1.0,1,1
MNIST,0.4,165,1.0,1,1
MNIST,0.4,155,1.0,1,1
MNIST,0.4,8,1.0,1,1
MNIST,0.4,40,1.0,1,1
MNIST,0.4,82,0.24,0,1
MNIST,0.4,79,1.0,1,1
MNIST,0.4,38,1.0,1,1
MNIST,0.4,179,1.0,1,1
MNIST,0.4,60,1.0,1,1
MNIST,0.4,91,1.0,1,1
MNIST,0.4,96,1.0,1,1
MNIST,0.4,139,1.0,1,1
MNIST,0.4,22,1.0,1,1
MNIST,0.4,44,0.21333333333333335,0,1
MNIST,0.4,156,1.0,1,1
MNIST,0.4,63,1.0,1,1
MNIST,0.4,56,1.0,1,1
MNIST,0.4,136,1.0,1,1
MNIST,0.4,84,1.0,1,1
MNIST,0.4,183,1.0,1,1
MNIST,0.4,32,1.0,1,1
MNIST,0.4,130,0.3,0,1
MNIST,0.4,184,0.26666666666666666,0,1
MNIST,0.4,149,1.0,1,1
MNIST,0.4,68,1.0,1,1
MNIST,0.4,89,1.0,1,1
MNIST,0.4,170,1.0,1,1
MNIST,0.4,184,1.0,1,1
MNIST,0.4,31,1.0,1,1
MNIST,0.4,91,1.0,1,1
MNIST,0.4,166,1.0,1,1
MNIST,0.4,10,1.0,1,1
MNIST,0.4,3,1.0,1,1
MNIST,0.4,58,1.0,1,1
MNIST,0.4,153,1.0,1,1
MNIST,0.4,97,0.26,0,1
MNIST,0.4,144,1.0,1,1
MNIST,0.4,132,1.0,1,1
MNIST,0.4,133,1.0,1,1
MNIST,0.4,22,1.0,1,1
MNIST,0.4,49,1.0,1,1
MNIST,0.4,79,0.2,0,1
MNIST,0.4,116,1.0,1,1
MNIST,0.4,27,1.0,1,1
MNIST,0.4,74,1.0,1,1
MNIST,0.4,23,1.0,1,1
MNIST,0.4,188,1.0,1,1
MNIST,0.4,147,1.0,1,1
MNIST,0.4,83,1.0,1,1
MNIST,0.4,19,0.17333333333333334,0,1
MNIST,0.4,184,1.0,1,1
MNIST,0.4,162,1.0,1,1
MNIST,0.4,73,1.0,1,1
MNIST,0.4,169,1.0,1,1
MNIST,0.4,18,1.0,1,1
MNIST,0.4,195,1.0,1,1
MNIST,0.4,10,1.0,1,1
MNIST,0.4,138,1.0,1,1
MNIST,0.4,38,1.0,1,1
MNIST,0.4,152,1.0,1,1
MNIST,0.4,124,0.19333333333333333,0,1
MNIST,0.4,100,1.0,1,1
MNIST,0.4,12,1.0,1,1
MNIST,0.4,113,1.0,1,1
MNIST,0.4,125,1.0,1,1
MNIST,0.4,108,0.26,0,1
MNIST,0.4,167,1.0,1,1
MNIST,0.4,76,1.0,1,1
MNIST,0.4,189,1.0,1,1
MNIST,0.4,192,1.0,1,1
MNIST,0.4,5,1.0,1,1
MNIST,0.4,96,1.0,1,1
MNIST,0.4,53,1.0,1,1
MNIST,0.4,63,1.0,1,1
MNIST,0.4,156,1.0,1,1
MNIST,0.4,188,0.25333333333333335,0,1
MNIST,0.4,154,1.0,1,1
MNIST,0.4,198,1.0,1,1
MNIST,0.4,164,0.24,0,1
MNIST,0.4,147,1.0,1,1
MNIST,0.4,170,1.0,1,1
MNIST,0.4,15,1.0,1,1
MNIST,0.4,79,1.0,1,1
MNIST,0.4,49,1.0,1,1
MNIST,0.4,146,1.0,1,1
MNIST,0.4,130,1.0,1,1
MNIST,0.4,132,1.0,1,1
MNIST,0.4,30,1.0,1,1
MNIST,0.4,193,0.20666666666666667,0,1
MNIST,0.4,78,1.0,1,1
MNIST,0.4,152,1.0,1,1
MNIST,0.4,115,1.0,1,1
MNIST,0.4,97,1.0,1,1
MNIST,0.4,3,0.18666666666666668,0,1
MNIST,0.4,142,1.0,1,1
MNIST,0.4,36,1.0,1,1
MNIST,0.4,116,1.0,1,1
MNIST,0.4,97,1.0,1,1
MNIST,0.4,40,1.0,1,1
MNIST,0.4,24,0.24,0,1
MNIST,0.4,103,1.0,1,1
MNIST,0.4,158,1.0,1,1
MNIST,0.4,49,1.0,1,1
MNIST,0.4,79,1.0,1,1
MNIST,0.4,120,1.0,1,1
MNIST,0.4,38,1.0,1,1
MNIST,0.4,43,1.0,1,1
MNIST,0.4,50,0.21333333333333335,0,1
MNIST,0.4,63,1.0,1,1
MNIST,0.4,179,1.0,1,1
MNIST,0.4,53,1.0,1,1
MNIST,0.4,141,0.21333333333333335,0,1
MNIST,0.4,70,1.0,1,1
MNIST,0.4,73,1.0,1,1
MNIST,0.4,92,1.0,1,1
MNIST,0.4,52,1.0,1,1
MNIST,0.4,49,0.21333333333333335,0,1
MNIST,0.4,18,1.0,1,1
MNIST,0.4,166,0.18666666666666668,0,1
MNIST,0.4,80,1.0,1,1
MNIST,0.4,42,1.0,1,1
MNIST,0.4,29,1.0,1,1
MNIST,0.4,190,1.0,1,1
MNIST,0.4,23,0.23333333333333334,0,1
MNIST,0.4,43,1.0,1,1
MNIST,0.4,182,1.0,1,1
MNIST,0.4,165,1.0,1,1
MNIST,0.5,105,1.0,1,1
MNIST,0.5,180,1.0,1,1
MNIST,0.5,199,1.0,1,1
MNIST,0.5,197,0.24,0,1
MNIST,0.5,130,0.22666666666666666,0,1
MNIST,0.5,128,1.0,1,1
MNIST,0.5,164,1.0,1,1
MNIST,0.5,145,0.19333333333333333,0,1
MNIST,0.5,130,0.14666666666666667,0,1
MNIST,0.5,103,0.20666666666666667,0,1
MNIST,0.5,154,0.18,0,1
MNIST,0.5,187,0.2,0,1
MNIST,0.5,114,0.20666666666666667,0,1
MNIST,0.5,103,0.24666666666666667,0,1
MNIST,0.5,38,0.23333333333333334,0,1
MNIST,0.5,180,1.0,1,1
MNIST,0.5,66,1.0,1,1
MNIST,0.5,50,0.24666666666666667,0,1
MNIST,0.5,100,0.14666666666666667,0,1
MNIST,0.5,129,0.23333333333333334,0,1
MNIST,0.5,169,0.18666666666666668,0,1
MNIST,0.5,171,1.0,1,1
MNIST,0.5,23,1.0,1,1
MNIST,0.5,183,0.21333333333333335,0,1
MNIST,0.5,24,0.24666666666666667,0,1
MNIST,0.5,44,0.12666666666666668,0,1
MNIST,0.5,1,0.22,0,1
MNIST,0.5,64,1.0,1,1
MNIST,0.5,99,1.0,1,1
MNIST,0.5,128,1.0,1,1
MNIST,0.5,190,1.0,1,1
MNIST,0.5,191,0.22666666666666666,0,1
MNIST,0.5,168,1.0,1,1
MNIST,0.5,33,1.0,1,1
MNIST,0.5,67,1.0,1,1
MNIST,0.5,89,1.0,1,1
MNIST,0.5,40,1.0,1,1
MNIST,0.5,65,0.21333333333333335,0,1
MNIST,0.5,41,1.0,1,1
MNIST,0.5,0,0.16666666666666666,0,1
MNIST,0.5,44,0.19333333333333333,0,1
MNIST,0.5,55,0.21333333333333335,0,1
MNIST,0.5,136,0.2,0,1
MNIST,0.5,192,0.23333333333333334,0,1
MNIST,0.5,14,0.18666666666666668,0,1
MNIST,0.5,31,1.0,1,1
MNIST,0.5,174,1.0,1,1
MNIST,0.5,170,0.19333333333333333,0,1
MNIST,0.5,41,1.0,1,1
MNIST,0.5,113,1.0,1,1
MNIST,0.5,2,1.0,1,1
MNIST,0.5,112,0.17333333333333334,0,1
MNIST,0.5,15,0.2,0,1
MNIST,0.5,112,0.18666666666666668,0,1
MNIST,0.5,2,1.0,1,1
MNIST,0.5,27,0.16666666666666666,0,1
MNIST,0.5,23,0.2,0,1
MNIST,0.5,41,1.0,1,1
MNIST,0.5,175,1.0,1,1
MNIST,0.5,86,0.23333333333333334,0,1
MNIST,0.5,61,1.0,1,1
MNIST,0.5,84,1.0,1,1
MNIST,0.5,66,0.20666666666666667,0,1
MNIST,0.5,151,1.0,1,1
MNIST,0.5,119,1.0,1,1
MNIST,0.5,120,0.24,0,1
MNIST,0.5,81,0.21333333333333335,0,1
MNIST,0.5,13,1.0,1,1
MNIST,0.5,180,1.0,1,1
MNIST,0.5,197,0.21333333333333335,0,1
MNIST,0.5,153,1.0,1,1
MNIST,0.5,52,1.0,1,1
MNIST,0.5,188,0.2,0,1
MNIST,0.5,189,1.0,1,1
MNIST,0.5,79,0.22,0,1
MNIST,0.5,167,1.0,1,1
MNIST,0.5,84,1.0,1,1
MNIST,0.5,110,1.0,1,1
MNIST,0.5,81,0.18,0,1
MNIST,0.5,25,1.0,1,1
MNIST,0.5,65,1.0,1,1
MNIST,0.5,125,1.0,1,1
MNIST,0.5,68,1.0,1,1
MNIST,0.5,193,0.26,0,1
MNIST,0.5,170,1.0,1,1
MNIST,0.5,159,1.0,1,1
MNIST,0.5,155,0.24,0,1
MNIST,0.5,58,0.18,0,1
MNIST,0.5,9,1.0,1,1
MNIST,0.5,100,1.0,1,1
MNIST,0.5,110,0.20666666666666667,0,1
MNIST,0.5,74,0.19333333333333333,0,1
MNIST,0.5,127,1.0,1,1
MNIST,0.5,190,0.25333333333333335,0,1
MNIST,0.5,109,0.26,0,1
MNIST,0.5,50,0.26666666666666666,0,1
MNIST,0.5,22,1.0,1,1
MNIST,0.5,169,0.18666666666666668,0,1
MNIST,0.5,150,0.26,0,1
MNIST,0.5,135,1.0,1,1
MNIST,0.5,88,1.0,1,1
MNIST,0.5,93,0.22,0,1
MNIST,0.5,151,0.22666666666666666,0,1
MNIST,0.5,31,1.0,1,1
MNIST,0.5,49,0.3,0,1
MNIST,0.5,196,1.0,1,1
MNIST,0.5,14,0.18,0,1
MNIST,0.5,24,0.21333333333333335,0,1
MNIST,0.5,93,0.22,0,1
MNIST,0.5,26,0.23333333333333334,0,1
MNIST,0.5,184,0.20666666666666667,0,1
MNIST,0.5,20,1.0,1,1
MNIST,0.5,172,1.0,1,1
MNIST,0.5,57,1.0,1,1
MNIST,0.5,2,1.0,1,1
MNIST,0.5,141,1.0,1,1
MNIST,0.5,20,1.0,1,1
MNIST,0.5,135,1.0,1,1
MNIST,0.5,29,1.0,1,1
MNIST,0.5,55,0.3,0,1
MNIST,0.5,124,1.0,1,1
MNIST,0.5,41,0.23333333333333334,0,1
MNIST,0.5,72,0.18666666666666668,0,1
MNIST,0.5,140,0.24,0,1
MNIST,0.5,25,1.0,1,1
MNIST,0.5,163,0.23333333333333334,0,1
MNIST,0.5,157,1.0,1,1
MNIST,0.5,107,1.0,1,1
MNIST,0.5,101,0.22666666666666666,0,1
MNIST,0.5,175,0.2,0,1
MNIST,0.5,98,1.0,1,1
MNIST,0.5,127,1.0,1,1
MNIST,0.5,14,0.25333333333333335,0,1
MNIST,0.5,125,1.0,1,1
MNIST,0.5,55,1.0,1,1
MNIST,0.5,70,1.0,1,1
MNIST,0.5,167,0.24,0,1
MNIST,0.5,19,1.0,1,1
MNIST,0.5,150,0.24,0,1
MNIST,0.5,97,0.18666666666666668,0,1
MNIST,0.5,21,1.0,1,1
MNIST,0.5,5,1.0,1,1
MNIST,0.5,61,0.24666666666666667,0,1
MNIST,0.5,166,0.26666666666666666,0,1
MNIST,0.5,22,0.20666666666666667,0,1
MNIST,0.5,151,1.0,1,1
MNIST,0.5,185,1.0,1,1
MNIST,0.5,112,0.22666666666666666,0,1
MNIST,0.5,192,0.2,0,1
MNIST,0.5,72,0.21333333333333335,0,1
MNIST,0.5,176,1.0,1,1
MNIST,0.5,68,1.0,1,1
MNIST,0.5,27,0.18666666666666668,0,1
MNIST,0.5,10,1.0,1,1
MNIST,0.5,141,0.23333333333333334,0,1
MNIST,0.5,134,0.24666666666666667,0,1
MNIST,0.5,30,1.0,1,1
MNIST,0.5,158,1.0,1,1
MNIST,0.5,116,1.0,1,1
MNIST,0.5,50,0.22,0,1
MNIST,0.5,59,1.0,1,1
MNIST,0.5,125,0.2733333333333333,0,1
MNIST,0.5,106,1.0,1,1
MNIST,0.5,27,0.22,0,1
MNIST,0.5,45,1.0,1,1
MNIST,0.5,37,0.22666666666666666,0,1
MNIST,0.5,63,0.26666666666666666,0,1
MNIST,0.5,61,0.18,0,1
MNIST,0.5,137,0.20666666666666667,0,1
MNIST,0.5,188,0.16,0,1
MNIST,0.5,50,0.24666666666666667,0,1
MNIST,0.5,186,1.0,1,1
MNIST,0.5,188,0.22,0,1
MNIST,0.5,108,1.0,1,1
MNIST,0.5,59,0.17333333333333334,0,1
MNIST,0.5,147,1.0,1,1
MNIST,0.5,115,1.0,1,1
MNIST,0.5,20,1.0,1,1
MNIST,0.5,143,0.18666666666666668,0,1
MNIST,0.5,105,0.18,0,1
MNIST,0.5,18,1.0,1,1
MNIST,0.5,160,1.0,1,1
MNIST,0.5,8,0.24666666666666667,0,1
MNIST,0.5,12,0.22666666666666666,0,1
MNIST,0.5,10,1.0,1,1
MNIST,0.5,107,0.25333333333333335,0,1
MNIST,0.5,82,0.22666666666666666,0,1
MNIST,0.5,76,1.0,1,1
MNIST,0.5,18,0.2733333333333333,0,1
MNIST,0.5,56,1.0,1,1
MNIST,0.5,62,0.16666666666666666,0,1
MNIST,0.5,45,1.0,1,1
MNIST,0.5,180,1.0,1,1
MNIST,0.5,124,1.0,1,1
MNIST,0.5,158,1.0,1,1
MNIST,0.5,28,0.22666666666666666,0,1
MNIST,0.5,177,1.0,1,1
MNIST,0.5,112,0.16666666666666666,0,1
MNIST,0.5,9,0.22,0,1
MNIST,0.5,14,0.21333333333333335,0,1
MNIST,0.6,34,0.21333333333333335,0,1
MNIST,0.6,28,1.0,1,1
MNIST,0.6,157,0.2,0,1
MNIST,0.6,34,0.14666666666666667,0,1
MNIST,0.6,185,0.18,0,1
MNIST,0.6,58,1.0,1,1
MNIST,0.6,21,0.14666666666666667,0,1
MNIST,0.6,70,0.26,0,1
MNIST,0.6,31,0.25333333333333335,0,1
MNIST,0.6,65,0.18,0,1
MNIST,0.6,175,0.22666666666666666,0,1
MNIST,0.6,120,1.0,1,1
MNIST,0.6,0,0.24,0,1
MNIST,0.6,13,0.21333333333333335,0,1
MNIST,0.6,131,1.0,1,1
MNIST,0.6,81,1.0,1,1
MNIST,0.6,66,0.24,0,1
MNIST,0.6,51,1.0,1,1
MNIST,0.6,80,0.15333333333333332,0,1
MNIST,0.6,179,0.21333333333333335,0,1
MNIST,0.6,139,0.20666666666666667,0,1
MNIST,0.6,58,0.22666666666666666,0,1
MNIST,0.6,126,1.0,1,1
MNIST,0.6,186,1.0,1,1
MNIST,0.6,22,0.18666666666666668,0,1
MNIST,0.6,76,0.2733333333333333,0,1
MNIST,0.6,155,0.20666666666666667,0,1
MNIST,0.6,12,0.18666666666666668,0,1
MNIST,0.6,102,0.24666666666666667,0,1
MNIST,0.6,181,0.19333333333333333,0,1
MNIST,0.6,192,1.0,1,1
MNIST,0.6,12,0.22666666666666666,0,1
MNIST,0.6,113,1.0,1,1
MNIST,0.6,79,1.0,1,1
MNIST,0.6,28,1.0,1,1
MNIST,0.6,154,0.22,0,1
MNIST,0.6,62,0.20666666666666667,0,1
MNIST,0.6,0,1.0,1,1
MNIST,0.6,196,1.0,1,1
MNIST,0.6,167,1.0,1,1
MNIST,0.6,143,0.22666666666666666,0,1
MNIST,0.6,104,0.21333333333333335,0,1
MNIST,0.6,157,0.18666666666666668,0,1
MNIST,0.6,120,0.26666666666666666,0,1
MNIST,0.6,123,0.20666666666666667,0,1
MNIST,0.6,138,1.0,1,1
MNIST,0.6,83,0.18666666666666668,0,1
MNIST,0.6,169,0.25333333333333335,0,1
MNIST,0.6,81,1.0,1,1
MNIST,0.6,95,0.20666666666666667,0,1
MNIST,0.6,122,0.21333333333333335,0,1
MNIST,0.6,117,0.18,0,1
MNIST,0.6,97,0.16666666666666666,0,1
MNIST,0.6,110,0.18,0,1
MNIST,0.6,108,1.0,1,1
MNIST,0.6,24,0.21333333333333335,0,1
MNIST,0.6,57,0.2,0,1
MNIST,0.6,195,0.21333333333333335,0,1
MNIST,0.6,112,1.0,1,1
MNIST,0.6,165,0.17333333333333334,0,1
MNIST,0.6,117,0.23333333333333334,0,1
MNIST,0.6,102,0.24,0,1
MNIST,0.6,86,1.0,1,1
MNIST,0.6,71,0.18666666666666668,0,1
MNIST,0.6,153,1.0,1,1
MNIST,0.6,3,1.0,1,1
MNIST,0.6,60,1.0,1,1
MNIST,0.6,11,1.0,1,1
MNIST,0.6,139,0.23333333333333334,0,1
MNIST,0.6,171,0.26666666666666666,0,1
MNIST,0.6,50,0.20666666666666667,0,1
MNIST,0.6,188,0.17333333333333334,0,1
MNIST,0.6,39,0.2733333333333333,0,1
MNIST,0.6,2,0.2,0,1
MNIST,0.6,116,0.18,0,1
MNIST,0.6,50,0.25333333333333335,0,1
MNIST,0.6,199,0.22,0,1
MNIST,0.6,156,0.2,0,1
MNIST,0.6,0,0.18,0,1
MNIST,0.6,159,1.0,1,1
MNIST,0.6,182,1.0,1,1
MNIST,0.6,123,0.19333333333333333,0,1
MNIST,0.6,4,1.0,1,1
MNIST,0.6,148,0.22,0,1
MNIST,0.6,146,0.19333333333333333,0,1
MNIST,0.6,92,0.22,0,1
MNIST,0.6,179,0.16666666666666666,0,1
MNIST,0.6,0,1.0,1,1
MNIST,0.6,157,0.2,0,1
MNIST,0.6,17,0.25333333333333335,0,1
MNIST,0.6,77,0.20666666666666667,0,1
MNIST,0.6,38,0.20666666666666667,0,1
MNIST,0.6,113,0.3,0,1
MNIST,0.6,3,1.0,1,1
MNIST,0.6,6,0.18666666666666668,0,1
MNIST,0.6,154,1.0,1,1
MNIST,0.6,102,0.2,0,1
MNIST,0.6,191,1.0,1,1
MNIST,0.6,115,0.18666666666666668,0,1
MNIST,0.6,31,1.0,1,1
MNIST,0.6,125,0.22666666666666666,0,1
MNIST,0.6,45,0.2,0,1
MNIST,0.6,10,1.0,1,1
MNIST,0.6,167,0.22666666666666666,0,1
MNIST,0.6,152,0.22,0,1
MNIST,0.6,164,0.14,0,1
MNIST,0.6,58,0.18666666666666668,0,1
MNIST,0.6,146,0.18,0,1
MNIST,0.6,92,0.18,0,1
MNIST,0.6,52,0.26666666666666666,0,1
MNIST,0.6,149,1.0,1,1
MNIST,0.6,160,0.23333333333333334,0,1
MNIST,0.6,107,0.21333333333333335,0,1
MNIST,0.6,22,0.26,0,1
MNIST,0.6,75,0.18,0,1
MNIST,0.6,67,0.26,0,1
MNIST,0.6,69,0.24,0,1
MNIST,0.6,150,0.19333333333333333,0,1
MNIST,0.6,173,1.0,1,1
MNIST,0.6,77,0.26,0,1
MNIST,0.6,96,0.18,0,1
MNIST,0.6,182,0.18,0,1
MNIST,0.6,90,1.0,1,1
MNIST,0.6,195,1.0,1,1
MNIST,0.6,98,1.0,1,1
MNIST,0.6,116,1.0,1,1
MNIST,0.6,79,0.28,0,1
MNIST,0.6,135,0.2,0,1
MNIST,0.6,130,1.0,1,1
MNIST,0.6,125,0.24666666666666667,0,1
MNIST,0.6,166,0.26,0,1
MNIST,0.6,198,0.25333333333333335,0,1
MNIST,0.6,54,0.25333333333333335,0,1
MNIST,0.6,133,0.20666666666666667,0,1
MNIST,0.6,156,0.2,0,1
MNIST,0.6,196,0.16666666666666666,0,1
MNIST,0.6,130,1.0,1,1
MNIST,0.6,4,1.0,1,1
MNIST,0.6,157,0.21333333333333335,0,1
MNIST,0.6,90,1.0,1,1
MNIST,0.6,78,0.16,0,1
MNIST,0.6,43,0.22,0,1
MNIST,0.6,82,0.18,0,1
MNIST,0.6,75,1.0,1,1
MNIST,0.6,93,0.21333333333333335,0,1
MNIST,0.6,44,1.0,1,1
MNIST,0.6,111,0.18,0,1
MNIST,0.6,65,0.18666666666666668,0,1
MNIST,0.6,187,0.16,0,1
MNIST,0.6,172,1.0,1,1
MNIST,0.6,0,0.24,0,1
MNIST,0.6,130,0.23333333333333334,0,1
MNIST,0.6,58,1.0,1,1
MNIST,0.6,33,1.0,1,1
MNIST,0.6,166,0.25333333333333335,0,1
MNIST,0.6,109,0.24666666666666667,0,1
MNIST,0.6,2,0.18666666666666668,0,1
MNIST,0.6,82,0.19333333333333333,0,1
MNIST,0.6,182,0.22,0,1
MNIST,0.6,118,0.22,0,1
MNIST,0.6,177,0.19333333333333333,0,1
MNIST,0.6,101,0.2,0,1
MNIST,0.6,48,0.20666666666666667,0,1
MNIST,0.6,90,0.24,0,1
MNIST,0.6,45,1.0,1,1
MNIST,0.6,114,0.20666666666666667,0,1
MNIST,0.6,124,0.26666666666666666,0,1
MNIST,0.6,92,0.25333333333333335,0,1
MNIST,0.6,177,0.16,0,1
MNIST,0.6,112,1.0,1,1
MNIST,0.6,126,1.0,1,1
MNIST,0.6,121,1.0,1,1
MNIST,0.6,13,0.24666666666666667,0,1
MNIST,0.6,97,0.18,0,1
MNIST,0.6,127,0.18666666666666668,0,1
MNIST,0.6,57,0.21333333333333335,0,1
MNIST,0.6,113,0.2,0,1
MNIST,0.6,120,0.20666666666666667,0,1
MNIST,0.6,75,0.21333333333333335,0,1
MNIST,0.6,159,0.20666666666666667,0,1
MNIST,0.6,57,0.28,0,1
MNIST,0.6,15,0.21333333333333335,0,1
MNIST,0.6,161,0.21333333333333335,0,1
MNIST,0.6,121,0.18,0,1
MNIST,0.6,159,1.0,1,1
MNIST,0.6,175,1.0,1,1
MNIST,0.6,98,0.25333333333333335,0,1
MNIST,0.6,69,0.14666666666666667,0,1
MNIST,0.6,43,1.0,1,1
MNIST,0.6,88,0.24666666666666667,0,1
MNIST,0.6,84,1.0,1,1
MNIST,0.6,101,1.0,1,1
MNIST,0.6,55,0.22666666666666666,0,1
MNIST,0.6,13,0.19333333333333333,0,1
MNIST,0.6,175,0.17333333333333334,0,1
MNIST,0.6,10,0.2,0,1
MNIST,0.6,80,0.19333333333333333,0,1
MNIST,0.6,43,0.21333333333333335,0,1
MNIST,0.6,180,1.0,1,1
MNIST,0.6,32,1.0,1,1
MNIST,0.8,85,0.21333333333333335,0,1
MNIST,0.8,66,0.18666666666666668,0,1
MNIST,0.8,45,0.25333333333333335,0,1
MNIST,0.8,76,0.17333333333333334,0,1
MNIST,0.8,111,0.19333333333333333,0,1
MNIST,0.8,38,0.18666666666666668,0,1
MNIST,0.8,178,0.18,0,1
MNIST,0.8,31,1.0,1,1
MNIST,0.8,166,0.19333333333333333,0,1
MNIST,0.8,116,0.22666666666666666,0,1
MNIST,0.8,162,0.24666666666666667,0,1
MNIST,0.8,99,0.2,0,1
MNIST,0.8,163,0.16,0,1
MNIST,0.8,114,0.20666666666666667,0,1
MNIST,0.8,50,0.20666666666666667,0,1
