sigma,true_class,overlap_W_IH_vs_target,overlap_W_IMG_self_consistency
0.6,9,0.14,0.4266666666666667
0.6,7,0.16666666666666666,0.48
0.6,5,0.26,0.48
0.6,4,0.62,0.4533333333333333
0.6,2,0.1,0.47333333333333333
0.6,3,0.22666666666666666,0.43333333333333335
0.6,4,0.02,0.35333333333333333
0.6,3,0.30666666666666664,0.43333333333333335
0.6,3,0.3466666666666667,0.43333333333333335
0.6,1,0.6666666666666666,0.37333333333333335
0.6,8,0.0,0.4533333333333333
0.6,7,0.12666666666666668,0.5133333333333333
0.6,4,0.006666666666666667,0.38
0.6,1,0.06,0.35333333333333333
0.6,3,0.24,0.49333333333333335
0.6,3,0.54,0.46
0.6,6,0.46,0.4266666666666667
0.6,2,0.0,0.41333333333333333
0.6,8,0.04,0.4533333333333333
0.6,6,0.29333333333333333,0.4066666666666667
0.6,3,0.7933333333333333,0.44
0.6,8,0.12,0.42
0.6,5,0.2733333333333333,0.38666666666666666
0.6,9,0.20666666666666667,0.37333333333333335
0.6,5,0.6733333333333333,0.48
0.6,4,0.2733333333333333,0.4866666666666667
0.6,6,0.28,0.43333333333333335
0.6,2,0.12666666666666668,0.47333333333333333
0.6,6,0.2866666666666667,0.3933333333333333
0.6,9,0.3,0.3933333333333333
0.6,7,0.30666666666666664,0.41333333333333333
0.6,6,0.66,0.3933333333333333
