sigma,true_class,overlap_W_IH_vs_target,overlap_W_IMG_self_consistency
0.6,2,0.02,0.4266666666666667
0.6,9,0.11333333333333333,0.44
0.6,7,0.62,0.38666666666666666
0.6,1,0.0,0.4
0.6,8,0.12666666666666668,0.43333333333333335
0.6,4,0.3,0.4533333333333333
0.6,5,0.15333333333333332,0.41333333333333333
0.6,7,0.13333333333333333,0.4866666666666667
0.6,1,0.18,0.38
0.6,4,0.04,0.4533333333333333
0.6,8,0.16,0.38666666666666666
0.6,9,0.15333333333333332,0.4533333333333333
0.8,3,0.2866666666666667,0.3333333333333333
0.8,6,0.2733333333333333,0.36
0.8,8,0.18666666666666668,0.3933333333333333
0.8,6,0.37333333333333335,0.5066666666666667
0.8,2,0.0,0.38
0.8,7,0.23333333333333334,0.32666666666666666
0.8,7,0.22,0.43333333333333335
0.8,3,0.16,0.44666666666666666
0.8,1,0.15333333333333332,0.2733333333333333
0.8,8,0.02666666666666667,0.4533333333333333
0.8,8,0.03333333333333333,0.37333333333333335
0.8,4,0.5533333333333333,0.41333333333333333
0.8,1,0.07333333333333333,0.26666666666666666
0.8,2,0.11333333333333333,0.36666666666666664
0.8,9,0.3,0.32
0.8,5,0.30666666666666664,0.35333333333333333
0.8,7,0.25333333333333335,0.37333333333333335
0.8,4,0.7666666666666667,0.3933333333333333
0.8,3,0.08,0.4066666666666667
0.8,8,0.03333333333333333,0.4066666666666667
0.8,4,0.3,0.41333333333333333
0.8,4,0.19333333333333333,0.32
0.8,2,0.14,0.3466666666666667
0.8,3,0.4666666666666667,0.36666666666666664
0.8,3,0.20666666666666667,0.36
0.8,9,0.04,0.38
0.8,6,0.6666666666666666,0.38666666666666666
0.8,2,0.35333333333333333,0.36
0.8,9,0.11333333333333333,0.34
0.8,4,0.3333333333333333,0.4
0.8,8,0.04666666666666667,0.3333333333333333
0.8,1,0.42,0.36
0.8,4,0.11333333333333333,0.36
0.8,6,0.04,0.3333333333333333
0.8,5,0.16666666666666666,0.43333333333333335
0.8,5,0.5133333333333333,0.44
0.8,8,0.05333333333333334,0.37333333333333335
0.8,1,0.23333333333333334,0.3466666666666667
0.8,8,0.0,0.43333333333333335
0.8,6,0.6133333333333333,0.4533333333333333
0.8,6,0.25333333333333335,0.38666666666666666
0.8,3,0.15333333333333332,0.2733333333333333
0.8,7,0.16,0.36666666666666664
0.8,4,0.26,0.3
0.8,8,0.02,0.36
0.8,2,0.02666666666666667,0.44
0.8,4,0.10666666666666667,0.3933333333333333
0.8,4,0.02,0.31333333333333335
0.8,7,0.29333333333333333,0.35333333333333333
0.8,4,0.04,0.43333333333333335
0.8,5,0.32666666666666666,0.36
0.8,5,0.18,0.42
0.8,6,0.37333333333333335,0.36
0.8,8,0.10666666666666667,0.38
0.8,1,0.18,0.38666666666666666
0.8,9,0.10666666666666667,0.38666666666666666
0.8,7,0.16,0.38
0.8,4,0.26,0.31333333333333335
0.8,3,0.12,0.3333333333333333
0.8,9,0.6,0.36666666666666664
0.8,2,0.006666666666666667,0.41333333333333333
0.8,7,0.26666666666666666,0.32
0.8,6,0.16,0.26666666666666666
0.8,1,0.26666666666666666,0.38
0.8,9,0.30666666666666664,0.38666666666666666
0.8,9,0.25333333333333335,0.32
0.8,8,0.03333333333333333,0.43333333333333335
0.8,6,0.15333333333333332,0.4066666666666667
0.8,6,0.52,0.4
0.8,2,0.013333333333333334,0.34
0.8,6,0.24666666666666667,0.4533333333333333
0.8,8,0.06,0.3933333333333333
0.8,9,0.12666666666666668,0.3466666666666667
0.8,6,0.18666666666666668,0.35333333333333333
0.8,8,0.20666666666666667,0.3466666666666667
0.8,4,0.06666666666666667,0.36
0.8,7,0.30666666666666664,0.41333333333333333
0.8,3,0.6666666666666666,0.4
0.8,3,0.31333333333333335,0.36666666666666664
0.8,9,0.14666666666666667,0.38
0.8,9,0.04666666666666667,0.36666666666666664
0.8,4,0.05333333333333334,0.4066666666666667
0.8,9,0.19333333333333333,0.3466666666666667
0.8,4,0.5333333333333333,0.3333333333333333
0.8,3,0.5266666666666666,0.46
0.8,9,0.26,0.37333333333333335
0.8,6,0.04,0.35333333333333333
0.8,5,0.10666666666666667,0.44
0.8,1,0.5733333333333334,0.4266666666666667
0.8,5,0.36666666666666664,0.5066666666666667
0.8,4,0.4266666666666667,0.4666666666666667
0.8,1,0.20666666666666667,0.38666666666666666
0.8,7,0.22,0.32666666666666666
0.8,2,0.02,0.3333333333333333
0.8,8,0.02,0.46
0.8,5,0.2866666666666667,0.38
0.8,8,0.0,0.41333333333333333
0.8,7,0.14666666666666667,0.36
0.8,5,0.31333333333333335,0.3466666666666667
0.8,1,0.09333333333333334,0.37333333333333335
1.0,8,0.17333333333333334,0.29333333333333333
1.0,4,0.3333333333333333,0.30666666666666664
1.0,2,0.14,0.38
1.0,5,0.36,0.29333333333333333
1.0,2,0.15333333333333332,0.38666666666666666
1.0,3,0.26666666666666666,0.3466666666666667
1.0,3,0.14,0.29333333333333333
1.0,9,0.5,0.38666666666666666
1.0,9,0.2,0.2866666666666667
1.0,8,0.0,0.41333333333333333
1.0,1,0.28,0.3333333333333333
1.0,3,0.2,0.43333333333333335
1.0,2,0.49333333333333335,0.3466666666666667
1.0,1,0.42,0.2866666666666667
1.0,6,0.2866666666666667,0.38
1.0,6,0.1,0.37333333333333335
1.0,9,0.24,0.38
1.0,6,0.3333333333333333,0.36
1.0,8,0.12,0.32
1.0,2,0.72,0.26
1.0,7,0.22666666666666666,0.3466666666666667
1.0,1,0.16,0.3
1.0,3,0.22666666666666666,0.30666666666666664
1.0,2,0.34,0.34
1.0,6,0.2,0.26
1.0,1,0.38666666666666666,0.28
1.0,1,0.4,0.3
1.0,8,0.0,0.36
1.0,6,0.24666666666666667,0.3933333333333333
1.0,4,0.29333333333333333,0.34
1.0,9,0.22,0.38
1.0,7,0.24666666666666667,0.37333333333333335
1.0,5,0.36666666666666664,0.3933333333333333
1.0,4,0.18,0.34
1.0,1,0.14666666666666667,0.2733333333333333
1.0,7,0.42,0.32666666666666666
1.0,5,0.35333333333333333,0.38666666666666666
1.0,2,0.7733333333333333,0.3466666666666667
1.0,9,0.22666666666666666,0.34
1.0,2,0.02666666666666667,0.4
1.0,9,0.19333333333333333,0.31333333333333335
1.0,3,0.32666666666666666,0.38
1.0,4,0.31333333333333335,0.36666666666666664
1.0,2,0.64,0.32666666666666666
1.0,7,0.16,0.35333333333333333
1.0,5,0.32,0.43333333333333335
1.0,7,0.22666666666666666,0.43333333333333335
1.0,9,0.25333333333333335,0.34
1.0,3,0.19333333333333333,0.36666666666666664
1.0,7,0.38,0.30666666666666664
1.0,4,0.36,0.30666666666666664
1.0,4,0.37333333333333335,0.38666666666666666
1.0,1,0.2733333333333333,0.35333333333333333
1.0,6,0.13333333333333333,0.29333333333333333
1.0,1,0.3,0.32666666666666666
1.0,1,0.05333333333333334,0.28
1.0,7,0.0,0.32666666666666666
1.0,7,0.006666666666666667,0.37333333333333335
1.0,7,0.38,0.25333333333333335
1.0,9,0.26666666666666666,0.4533333333333333
1.0,3,0.3466666666666667,0.3466666666666667
1.0,4,0.44,0.3
1.0,7,0.7,0.38
1.0,3,0.12,0.3
1.0,6,0.7533333333333333,0.38
1.0,2,0.07333333333333333,0.4
1.0,9,0.02666666666666667,0.42
1.0,7,0.23333333333333334,0.3466666666666667
1.0,6,0.14,0.35333333333333333
1.0,1,0.6466666666666666,0.26
1.0,2,0.18666666666666668,0.35333333333333333
1.0,6,0.5266666666666666,0.42
1.0,5,0.14,0.30666666666666664
1.0,6,0.22666666666666666,0.38666666666666666
1.0,4,0.14666666666666667,0.32
1.0,2,0.02,0.29333333333333333
1.0,5,0.10666666666666667,0.3933333333333333
1.0,4,0.15333333333333332,0.38
1.0,5,0.22,0.30666666666666664
1.0,2,0.013333333333333334,0.2866666666666667
1.0,4,0.13333333333333333,0.32
1.0,2,0.30666666666666664,0.34
1.0,3,0.25333333333333335,0.31333333333333335
1.0,5,0.3333333333333333,0.3
1.0,8,0.013333333333333334,0.38
1.0,1,0.12,0.2733333333333333
1.0,3,0.34,0.38
1.0,6,0.24,0.37333333333333335
1.0,7,0.34,0.32666666666666666
1.0,4,0.18,0.36666666666666664
1.0,3,0.21333333333333335,0.32666666666666666
1.0,6,0.12666666666666668,0.41333333333333333
1.0,5,0.21333333333333335,0.2866666666666667
1.0,5,0.74,0.36
1.0,9,0.18666666666666668,0.32666666666666666
1.0,2,0.8133333333333334,0.34
1.0,6,0.49333333333333335,0.3466666666666667
1.0,5,0.43333333333333335,0.32666666666666666
1.0,6,0.34,0.31333333333333335
1.0,8,0.16666666666666666,0.29333333333333333
1.5,4,0.9066666666666666,0.29333333333333333
1.5,7,0.9066666666666666,0.38
1.5,2,0.16666666666666666,0.3
1.5,3,0.21333333333333335,0.34
1.5,4,0.24666666666666667,0.21333333333333335
1.5,4,0.04,0.28
1.5,3,0.23333333333333334,0.28
1.5,6,0.25333333333333335,0.32
1.5,9,0.7066666666666667,0.28
1.5,5,0.1,0.26666666666666666
1.5,2,0.25333333333333335,0.32666666666666666
1.5,1,0.44,0.28
1.5,8,0.0,0.3466666666666667
1.5,9,0.6,0.31333333333333335
1.5,4,0.38666666666666666,0.35333333333333333
1.5,2,0.03333333333333333,0.31333333333333335
1.5,2,0.0,0.28
1.5,7,0.6533333333333333,0.3333333333333333
1.5,6,0.15333333333333332,0.24666666666666667
1.5,1,0.62,0.30666666666666664
1.5,2,0.006666666666666667,0.28
1.5,4,0.20666666666666667,0.2733333333333333
1.5,7,0.37333333333333335,0.2733333333333333
1.5,1,0.4,0.22666666666666666
1.5,1,0.5066666666666667,0.2733333333333333
1.5,7,0.22666666666666666,0.28
1.5,3,0.30666666666666664,0.28
1.5,8,0.14666666666666667,0.3466666666666667
1.5,8,0.013333333333333334,0.41333333333333333
1.5,2,0.1,0.32666666666666666
1.5,1,0.17333333333333334,0.31333333333333335
1.5,5,0.31333333333333335,0.32666666666666666
1.5,7,0.03333333333333333,0.34
1.5,3,0.16,0.30666666666666664
1.5,6,0.24666666666666667,0.28
1.5,5,0.14,0.30666666666666664
1.5,3,0.23333333333333334,0.34
1.5,9,0.11333333333333333,0.32
1.5,8,0.03333333333333333,0.28
1.5,5,0.22,0.34
1.5,5,0.22666666666666666,0.30666666666666664
1.5,1,0.04666666666666667,0.36
1.5,8,0.02,0.35333333333333333
1.5,7,0.4,0.3
1.5,8,0.21333333333333335,0.37333333333333335
1.5,9,0.04,0.29333333333333333
1.5,4,0.32,0.3333333333333333
1.5,6,0.25333333333333335,0.35333333333333333
1.5,7,0.2,0.23333333333333334
1.5,8,0.05333333333333334,0.34
1.5,1,0.2,0.28
1.5,4,0.3466666666666667,0.3
1.5,6,0.13333333333333333,0.3
1.5,1,0.47333333333333333,0.24666666666666667
1.5,6,0.5466666666666666,0.28
1.5,2,0.5733333333333334,0.28
1.5,1,0.54,0.30666666666666664
1.5,5,0.21333333333333335,0.31333333333333335
1.5,6,0.06,0.34
1.5,7,0.23333333333333334,0.28
1.5,3,0.08,0.38666666666666666
1.5,5,0.16,0.35333333333333333
1.5,5,0.3,0.30666666666666664
1.5,9,0.18666666666666668,0.3
1.5,1,0.36,0.30666666666666664
1.5,5,0.23333333333333334,0.34
1.5,1,0.36666666666666664,0.26666666666666666
1.5,2,0.20666666666666667,0.38
1.5,9,0.09333333333333334,0.29333333333333333
1.5,2,0.9666666666666667,0.28
1.5,5,0.16666666666666666,0.2733333333333333
1.5,1,0.38666666666666666,0.26666666666666666
1.5,9,0.1,0.29333333333333333
1.5,7,0.26,0.30666666666666664
1.5,8,0.0,0.41333333333333333
1.5,3,0.16,0.29333333333333333
1.5,1,0.62,0.31333333333333335
1.5,6,0.09333333333333334,0.36666666666666664
1.5,1,0.56,0.32
1.5,9,0.35333333333333333,0.4
1.5,3,0.24,0.2733333333333333
1.5,2,0.13333333333333333,0.38666666666666666
1.5,4,0.7533333333333333,0.31333333333333335
1.5,1,0.06,0.24
1.5,9,0.43333333333333335,0.25333333333333335
1.5,5,0.20666666666666667,0.35333333333333333
1.5,3,0.32666666666666666,0.30666666666666664
1.5,2,0.02666666666666667,0.32666666666666666
1.5,4,0.4666666666666667,0.26
1.5,4,0.16,0.29333333333333333
1.5,7,0.24,0.28
1.5,6,0.06666666666666667,0.31333333333333335
1.5,9,0.18666666666666668,0.31333333333333335
1.5,6,0.20666666666666667,0.3333333333333333
1.5,5,0.14666666666666667,0.2866666666666667
1.5,1,0.12,0.24666666666666667
1.5,8,0.0,0.32
1.5,1,0.64,0.28
1.5,1,0.4666666666666667,0.2866666666666667
1.5,1,0.10666666666666667,0.2733333333333333
2.0,8,0.12666666666666668,0.36
2.0,2,0.13333333333333333,0.34
2.0,5,0.21333333333333335,0.32666666666666666
2.0,9,0.25333333333333335,0.32666666666666666
2.0,2,0.7533333333333333,0.3466666666666667
2.0,7,0.2866666666666667,0.3333333333333333
2.0,6,0.11333333333333333,0.34
2.0,8,0.02666666666666667,0.30666666666666664
2.0,4,0.5466666666666666,0.2866666666666667
2.0,5,0.07333333333333333,0.2733333333333333
2.0,3,0.21333333333333335,0.26666666666666666
2.0,1,0.52,0.25333333333333335
2.0,7,0.38,0.3466666666666667
2.0,6,0.6466666666666666,0.32
2.0,9,0.2866666666666667,0.29333333333333333
2.0,9,0.20666666666666667,0.21333333333333335
2.0,8,0.20666666666666667,0.25333333333333335
2.0,8,0.47333333333333333,0.34
2.0,3,0.3333333333333333,0.29333333333333333
2.0,5,0.64,0.29333333333333333
2.0,3,0.17333333333333334,0.30666666666666664
2.0,6,0.72,0.3
2.0,1,0.24,0.31333333333333335
2.0,3,0.32666666666666666,0.3
2.0,8,0.03333333333333333,0.25333333333333335
2.0,6,0.88,0.38666666666666666
2.0,5,0.34,0.3
2.0,2,0.12666666666666668,0.29333333333333333
2.0,1,0.2,0.24666666666666667
2.0,8,0.0,0.3933333333333333
2.0,9,0.12666666666666668,0.3466666666666667
2.0,6,0.04666666666666667,0.28
2.0,6,0.04666666666666667,0.36
2.0,9,0.28,0.32666666666666666
2.0,6,0.04666666666666667,0.2733333333333333
2.0,2,0.18,0.24666666666666667
2.0,4,0.3,0.2866666666666667
2.0,4,0.21333333333333335,0.30666666666666664
2.0,1,0.18,0.29333333333333333
2.0,4,0.5733333333333334,0.30666666666666664
2.0,9,0.49333333333333335,0.30666666666666664
2.0,5,0.31333333333333335,0.29333333333333333
2.0,5,0.5066666666666667,0.3466666666666667
2.0,8,0.03333333333333333,0.34
2.0,7,0.26,0.25333333333333335
2.0,5,0.21333333333333335,0.30666666666666664
2.0,1,0.22,0.24
2.0,2,0.35333333333333333,0.24
2.0,7,0.6,0.36
2.0,8,0.02666666666666667,0.2866666666666667
2.0,2,0.7933333333333333,0.30666666666666664
2.0,5,0.09333333333333334,0.2733333333333333
2.0,4,0.6733333333333333,0.35333333333333333
2.0,8,0.0,0.34
2.0,3,0.16666666666666666,0.2733333333333333
2.0,8,0.0,0.31333333333333335
2.0,8,0.0,0.2866666666666667
2.0,4,0.5933333333333334,0.3
2.0,4,0.23333333333333334,0.32
2.0,5,0.22666666666666666,0.25333333333333335
2.0,8,0.02,0.28
2.0,7,0.22,0.2733333333333333
2.0,9,0.18,0.32666666666666666
2.0,3,0.08666666666666667,0.3
2.0,6,0.12666666666666668,0.30666666666666664
2.0,7,0.04666666666666667,0.31333333333333335
2.0,6,0.13333333333333333,0.36666666666666664
2.0,2,0.35333333333333333,0.26
2.0,1,0.17333333333333334,0.3333333333333333
2.0,1,0.15333333333333332,0.24
2.0,4,0.11333333333333333,0.36666666666666664
2.0,9,0.26,0.31333333333333335
2.0,9,0.16666666666666666,0.24666666666666667
2.0,1,0.02666666666666667,0.19333333333333333
2.0,4,0.20666666666666667,0.3333333333333333
2.0,8,0.006666666666666667,0.26666666666666666
2.0,4,0.6733333333333333,0.32
2.0,1,0.54,0.3
2.0,9,0.4866666666666667,0.32
2.0,2,0.26,0.3
2.0,8,0.05333333333333334,0.31333333333333335
2.0,3,0.18666666666666668,0.29333333333333333
2.0,1,0.26,0.24
2.0,1,0.41333333333333333,0.29333333333333333
2.0,5,0.13333333333333333,0.31333333333333335
2.0,4,0.48,0.34
2.0,5,0.44666666666666666,0.2733333333333333
2.0,5,0.18,0.26
2.0,3,0.12,0.32
2.0,1,0.16,0.26
2.0,4,0.32,0.23333333333333334
2.0,1,0.8933333333333333,0.31333333333333335
2.0,2,0.14666666666666667,0.2733333333333333
2.0,6,0.28,0.31333333333333335
2.0,7,0.21333333333333335,0.32
2.0,3,0.1,0.2866666666666667
2.0,3,0.42,0.26666666666666666
2.0,2,0.16,0.31333333333333335
2.0,8,0.14666666666666667,0.2866666666666667
2.0,2,0.12,0.30666666666666664
