config,dataset,M,img_dim,sigma,target,initial_overlap,cleaned_overlap,exact,recon_corr_initial,recon_corr_cleaned
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.0,45,1.0,1.0,1,0.9999999999998319,0.9999999999998319
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.0,38,1.0,1.0,1,0.9999999999998533,0.9999999999998533
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.0,62,1.0,1.0,1,0.9999999999986784,0.9999999999986784
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.0,49,1.0,1.0,1,0.9999999999991156,0.9999999999991156
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.0,67,1.0,1.0,1,0.9999999999990065,0.9999999999990065
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.0,148,1.0,1.0,1,0.9999999999995252,0.9999999999995252
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.0,109,1.0,1.0,1,0.9999999999998035,0.9999999999998035
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.0,72,1.0,1.0,1,0.9999999999997863,0.9999999999997863
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.0,36,1.0,1.0,1,0.9999999999996972,0.9999999999996972
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.0,24,1.0,1.0,1,0.999999999999835,0.999999999999835
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.0,147,1.0,1.0,1,0.9999999999997972,0.9999999999997972
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.0,155,1.0,1.0,1,0.9999999999998724,0.9999999999998724
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.0,56,1.0,1.0,1,0.999999999999724,0.999999999999724
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.0,95,1.0,1.0,1,0.99999999999813,0.99999999999813
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,24,0.9733333333333334,1.0,1,0.9940679343143455,0.999999999999835
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,80,0.92,1.0,1,0.9836526773104602,0.9999999999994874
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,121,0.9,1.0,1,0.9733754959997986,0.9999999999994997
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,9,0.8733333333333333,1.0,1,0.8856971809674529,0.9999999999995084
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,135,0.7933333333333333,1.0,1,0.7650121497579162,0.9999999999981971
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,192,0.86,1.0,1,0.9543628263659627,0.9999999999998723
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,61,0.9266666666666666,1.0,1,0.7847076600228833,0.9999999999976549
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,134,0.9266666666666666,1.0,1,0.9656486767738941,0.9999999999994162
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,98,0.9133333333333333,1.0,1,0.9778716902289852,0.9999999999997599
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,74,0.88,1.0,1,0.9867215362552753,0.9999999999998372
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,128,0.9333333333333333,1.0,1,0.9418626843728719,0.999999999999694
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,152,0.94,1.0,1,0.9883033402745214,0.999999999999698
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,45,0.8333333333333334,1.0,1,0.9569901172027253,0.9999999999998319
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,169,0.9066666666666666,1.0,1,0.9851244965484138,0.9999999999997802
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,88,0.9066666666666666,1.0,1,0.9504853688744118,0.9999999999992171
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,190,0.92,1.0,1,0.9836551857842376,0.9999999999998102
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,96,0.8533333333333334,1.0,1,0.9376456218396522,0.9999999999996807
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,101,0.92,1.0,1,0.9602288292568845,0.9999999999997073
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,135,0.94,1.0,1,0.942262364119841,0.9999999999981971
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,44,0.9466666666666667,1.0,1,0.9831586600989395,0.9999999999995839
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,198,0.9266666666666666,1.0,1,0.933457993898846,0.9999999999996465
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,165,0.96,1.0,1,0.9934569894445598,0.9999999999998843
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,14,0.9,1.0,1,0.9535145606541977,0.9999999999997282
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,45,0.92,1.0,1,0.9812597062606344,0.9999999999998319
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,89,0.92,1.0,1,0.94672088598502,0.9999999999996653
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,103,0.8933333333333333,1.0,1,0.9417751733723217,0.9999999999995781
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,114,0.9733333333333334,1.0,1,0.991614348599182,0.9999999999997032
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,69,0.9533333333333334,1.0,1,0.9861759381506032,0.9999999999996961
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,191,0.94,1.0,1,0.988107011225093,0.9999999999998136
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,91,0.82,1.0,1,0.6309771533763,0.9999999999995167
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,198,0.9466666666666667,1.0,1,0.9667852168149682,0.9999999999996465
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,163,0.8666666666666667,1.0,1,0.84429141968045,0.9999999999984605
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,82,0.9266666666666666,1.0,1,0.9344999352142356,0.9999999999996119
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,26,0.9733333333333334,1.0,1,0.9894605984518253,0.9999999999996699
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,70,0.9,1.0,1,0.9207939081085982,0.9999999999992235
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,146,0.9333333333333333,1.0,1,0.9684642777151936,0.9999999999996573
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,123,0.94,1.0,1,0.9845126704487318,0.9999999999996338
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,127,0.92,1.0,1,0.947961498932245,0.9999999999989746
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,95,0.84,1.0,1,0.6946672669078359,0.99999999999813
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.1,144,0.92,1.0,1,0.9550115662102009,0.9999999999995943
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,124,0.5466666666666666,1.0,1,0.6667482378898237,0.9999999999991535
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,161,0.6266666666666667,1.0,1,0.826187599983533,0.9999999999997929
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,161,0.6,1.0,1,0.8651708065944882,0.9999999999997929
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,175,0.58,1.0,1,0.720868043428467,0.999999999998987
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,100,0.7266666666666667,1.0,1,0.9619563403815476,0.9999999999999152
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,91,0.6733333333333333,1.0,1,0.7617414436423536,0.9999999999995167
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,98,0.56,1.0,1,0.8266107647076093,0.9999999999997599
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,173,0.68,1.0,1,0.935004384241539,0.9999999999998654
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,195,0.5466666666666666,1.0,1,0.6437631604724764,0.9999999999996643
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,49,0.68,1.0,1,0.698329258608306,0.9999999999991156
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,110,0.6066666666666667,1.0,1,0.7166773589215043,0.9999999999997271
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,75,0.74,1.0,1,0.8720865562175297,0.9999999999996076
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,76,0.6466666666666666,1.0,1,0.5112340949568027,0.9999999999995677
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,135,0.62,1.0,1,0.6815150580946108,0.9999999999981971
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,172,0.5933333333333334,1.0,1,0.8060842767804312,0.9999999999998163
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,73,0.64,1.0,1,0.6245723526202805,0.9999999999997161
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,189,0.5466666666666666,1.0,1,0.5967837252618213,0.9999999999994459
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,55,0.6133333333333333,1.0,1,0.6233539763004642,0.9999999999988861
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,171,0.6066666666666667,1.0,1,0.8173268754163789,0.9999999999997407
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,191,0.6866666666666666,1.0,1,0.9498877730980497,0.9999999999998136
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,47,0.7266666666666667,1.0,1,0.9083653660166712,0.9999999999999132
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,67,0.6466666666666666,1.0,1,0.5717905334628532,0.9999999999990065
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,148,0.72,1.0,1,0.8778534761145882,0.9999999999995252
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,100,0.72,1.0,1,0.9585990701043567,0.9999999999999152
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,121,0.7133333333333334,1.0,1,0.8702345178771664,0.9999999999994997
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,23,0.7333333333333333,1.0,1,0.8943179349730149,0.9999999999998733
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,142,0.68,1.0,1,0.8058181315470014,0.9999999999997928
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,182,0.5866666666666667,1.0,1,0.4282655680441259,0.9999999999987766
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,183,0.7133333333333334,1.0,1,0.6743643226225048,0.9999999999993064
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,138,0.6866666666666666,1.0,1,0.8843688889017853,0.9999999999997098
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,176,0.4666666666666667,1.0,1,0.22432371371378404,0.9999999999974444
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,68,0.72,1.0,1,0.7865669656073118,0.9999999999995196
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,149,0.7133333333333334,1.0,1,0.7191279256943657,0.9999999999994378
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,34,0.6,1.0,1,0.9116367139431528,0.9999999999998682
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,95,0.68,1.0,1,0.592817027620276,0.99999999999813
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,85,0.49333333333333335,1.0,1,0.6236321170770499,0.9999999999995159
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,53,0.72,1.0,1,0.7868323406837072,0.9999999999997781
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,159,0.5666666666666667,1.0,1,0.5789019130382327,0.9999999999996683
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,4,0.58,1.0,1,0.829432331497733,0.9999999999996877
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.2,3,0.6733333333333333,1.0,1,0.49896954036199076,0.9999999999989244
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,47,0.6133333333333333,1.0,1,0.8454895621855425,0.9999999999999132
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,168,0.52,1.0,1,0.501362152755481,0.9999999999995925
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,30,0.56,1.0,1,0.4850452820994582,0.9999999999984156
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,23,0.5,1.0,1,0.901082028569243,0.9999999999998733
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,180,0.49333333333333335,1.0,1,0.5039931477107567,0.9999999999997812
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,110,0.5066666666666667,1.0,1,0.754022910001175,0.9999999999997271
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,189,0.54,1.0,1,0.7148728618030764,0.9999999999994459
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,92,0.44,1.0,1,0.5535995369628639,0.999999999999602
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,180,0.48,1.0,1,0.5711579922944172,0.9999999999997812
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,187,0.44666666666666666,1.0,1,0.5277439368714453,0.9999999999995558
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,108,0.4266666666666667,1.0,1,0.2157538011106613,0.999999999998496
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,177,0.42,1.0,1,0.7348789445368197,0.9999999999997202
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,18,0.58,1.0,1,0.9104431198211268,0.9999999999998964
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,1,0.5,1.0,1,0.7735050272734446,0.9999999999997665
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,55,0.5266666666666666,1.0,1,0.5096210460413906,0.9999999999988861
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,184,0.5333333333333333,1.0,1,0.43665314011917516,0.9999999999988535
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,42,0.5333333333333333,1.0,1,0.36142322495572765,0.9999999999997607
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,169,0.4066666666666667,1.0,1,0.5526074558176686,0.9999999999997802
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,116,0.5133333333333333,1.0,1,0.7434573351415118,0.9999999999995676
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,107,0.56,1.0,1,0.8481046918326505,0.9999999999998693
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,41,0.58,1.0,1,0.6136605885246889,0.9999999999986561
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,168,0.52,1.0,1,0.5188654765493566,0.9999999999995925
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,108,0.44,1.0,1,0.4449471456860019,0.999999999998496
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,149,0.4,1.0,1,0.4519415951789679,0.9999999999994378
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,16,0.44666666666666666,1.0,1,0.7131831101546326,0.9999999999998603
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,156,0.56,1.0,1,0.7099405092914559,0.999999999999868
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,149,0.5333333333333333,1.0,1,0.5211661766429447,0.9999999999994378
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,3,0.42,1.0,1,0.24441828104773106,0.9999999999989244
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,38,0.5066666666666667,1.0,1,0.8516033921371008,0.9999999999998533
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,3,0.47333333333333333,1.0,1,0.37669474474916753,0.9999999999989244
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,170,0.4666666666666667,1.0,1,0.7057680686837402,0.9999999999998388
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,190,0.4066666666666667,1.0,1,0.6408219281840577,0.9999999999998102
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,138,0.54,1.0,1,0.6500691726476528,0.9999999999997098
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,128,0.5133333333333333,1.0,1,0.7568497217022779,0.999999999999694
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,133,0.44666666666666666,1.0,1,0.7194289951431923,0.9999999999993966
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,132,0.5533333333333333,1.0,1,0.8501729383527412,0.9999999999998852
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,140,0.43333333333333335,0.19333333333333333,0,0.6814061435290392,0.15937474403352203
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,0,0.62,1.0,1,0.7034611837810477,0.9999999999996622
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,97,0.4266666666666667,1.0,1,0.5623719629515775,0.9999999999995909
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.3,18,0.4666666666666667,1.0,1,0.8049964738772669,0.9999999999998964
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,99,0.30666666666666664,0.18,0,0.554136826647147,0.15569292834727844
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,48,0.34,0.21333333333333335,0,0.24578257279713595,0.022832399512886667
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,107,0.4066666666666667,1.0,1,0.5617138027016444,0.9999999999998693
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,156,0.42,1.0,1,0.5371986792426143,0.999999999999868
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,13,0.32,0.20666666666666667,0,0.25801690547084316,-0.17278482459064232
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,123,0.42,1.0,1,0.5867874008030532,0.9999999999996338
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,65,0.6066666666666667,1.0,1,0.6533600944522402,0.9999999999991469
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,157,0.4533333333333333,1.0,1,0.3341365462042721,0.9999999999992353
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,134,0.36666666666666664,1.0,1,0.1845492522361662,0.9999999999994162
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,16,0.4533333333333333,1.0,1,0.7561284903152231,0.9999999999998603
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,193,0.48,1.0,1,0.7854393929091649,0.9999999999998177
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,24,0.4533333333333333,1.0,1,0.779979214818133,0.999999999999835
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,69,0.5066666666666667,1.0,1,0.7637653038493414,0.9999999999996961
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,86,0.52,1.0,1,0.592385766936608,0.9999999999996866
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,129,0.3933333333333333,1.0,1,0.36407377765759596,0.9999999999994981
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,168,0.4666666666666667,1.0,1,0.19771122045060074,0.9999999999995925
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,66,0.46,1.0,1,0.2828890195590575,0.9999999999989225
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,76,0.43333333333333335,1.0,1,0.5818988955291722,0.9999999999995677
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,53,0.46,1.0,1,0.06520046741892421,0.9999999999997781
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,14,0.4066666666666667,1.0,1,0.6700456696013122,0.9999999999997282
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,33,0.36666666666666664,0.19333333333333333,0,0.5039243793085769,0.046745294379577286
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,197,0.38,0.22666666666666666,0,0.6714287357099232,-0.3127784492693591
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,7,0.3466666666666667,0.21333333333333335,0,0.3124568419488335,-0.09475505466435549
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,191,0.38666666666666666,1.0,1,0.7296968031365666,0.9999999999998136
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,104,0.3333333333333333,0.18666666666666668,0,0.32865690156615285,-0.1011375140427546
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,127,0.37333333333333335,1.0,1,-0.029632583946225446,0.9999999999989746
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,113,0.47333333333333333,1.0,1,0.46957749950393396,0.9999999999998693
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,43,0.38666666666666666,1.0,1,0.30927744365307125,0.9999999999995804
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,120,0.29333333333333333,0.20666666666666667,0,0.2917182993148039,-0.05552081776713372
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,44,0.41333333333333333,0.18666666666666668,0,0.5763071703311325,-0.15010744718602603
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,67,0.4533333333333333,1.0,1,0.2768278773602269,0.9999999999990065
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,178,0.35333333333333333,1.0,1,0.15943454658624545,0.9999999999997233
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,1,0.4533333333333333,1.0,1,0.652264189770713,0.9999999999997665
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,153,0.30666666666666664,0.2733333333333333,0,0.2509586602598183,0.2462659923744433
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,180,0.36,0.22666666666666666,0,0.20206019585502505,-0.25443938567776947
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,87,0.3466666666666667,0.21333333333333335,0,0.7056311061182579,0.046385200517347784
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,191,0.36,0.24,0,0.734200475457896,-0.09366805839218055
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,81,0.43333333333333335,1.0,1,0.5003698976607722,0.9999999999996999
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,148,0.4533333333333333,1.0,1,0.4679149813548732,0.9999999999995252
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.4,60,0.25333333333333335,0.14,0,0.20229705229854292,0.003319107566811639
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.5,111,0.24666666666666667,0.24,0,0.3670959671312585,0.004276038009518687
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.5,40,0.48,1.0,1,0.8275695761340672,0.9999999999998356
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.5,3,0.36,0.25333333333333335,0,0.24339956116015174,-0.0072710449215757506
CIFAR-100 grayscale M=200 (diff. dataset AND dims),cifar100_gray,200,1024,0.5,76,0.36,0.26,0,0.6451652678095626,-0.06071158560787521
